title,year,number_ratings,average_rating,length,genres
Wish Upon,2017,"Weighted average of 1.89 based on 28,980 ratings",1.9,91 mins   More at IMDB TMDB,"Fantasy, Thriller, Horror, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Gory, Gruesome, And Slasher Horror, Twisted Dark Psychological Thriller, Teen School Antics And Laughter, Gothic And Eerie Haunting Horror, Show All…"
Gaga: Five Foot Two,2017,"Weighted average of 3.61 based on 29,514 ratings",3.6,101 mins   More at IMDB TMDB,"Documentary, Music, Moving Relationship Stories, Emotional Life Of Renowned Artists, Powerful Stories Of Heartbreak And Suffering, Legendary Musicians And Stardom, Show All…"
Let the Corpses Tan,2017,"Weighted average of 3.50 based on 12,067 ratings",3.5,92 mins   More at IMDB TMDB,"Thriller, Western, Crime, Horror, Action, Crime, Drugs And Gangsters, Heists And Thrilling Action, Violent Action, Guns, And Crime, Dreamlike, Quirky, And Surreal Storytelling, Gritty Crime And Ruthless Gangsters, Wild West Outlaws And Gunfights, Show All…"
Hanagatami,2017,"Weighted average of 3.97 based on 4,423 ratings",4.0,169 mins   More at IMDB TMDB,"War, Romance, Drama"
The Current War,2017,"Weighted average of 3.09 based on 22,600 ratings",3.1,108 mins   More at IMDB TMDB,"Drama, History, Politics And Human Rights, Fascinating, Emotional Stories And Documentaries, Show All…"
Memoir of a Murderer,2017,"Weighted average of 3.69 based on 19,698 ratings",3.7,118 mins   More at IMDB TMDB,"Thriller, Mystery, Crime"
I Am Not a Witch,2017,"Weighted average of 3.80 based on 13,568 ratings",3.8,93 mins   More at IMDB TMDB,Drama
Wonder Wheel,2017,"Weighted average of 2.92 based on 25,309 ratings",2.9,101 mins   More at IMDB TMDB,"Drama, Romance, Moving Relationship Stories, Humanity And The World Around Us, Enduring Stories Of Family And Marital Drama, Passion And Romance, Heartbreaking And Moving Family Drama, Touching And Sentimental Family Stories, Captivating Relationships And Charming Romance, Show All…"
Little Evil,2017,"Weighted average of 2.53 based on 29,772 ratings",2.5,94 mins   More at IMDB TMDB,"Horror, Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor, Spooky, Scary Comedy, Gags, Jokes, And Slapstick Humor, Quirky And Endearing Relationships, Laugh-Out-Loud Relationship Entanglements, Show All…"
War Machine,2017,"Weighted average of 2.64 based on 29,612 ratings",2.6,122 mins   More at IMDB TMDB,"Drama, War, Comedy, War And Historical Adventure, Politics And Human Rights, Crude Humor And Satire, Military Combat And Heroic Soldiers, Politics, Propaganda, And Political Documentaries, Political Drama, Patriotism, And War, Riveting Political And Presidential Drama, Amusing Jokes And Witty Satire, Show All…"
Along with the Gods: The Two Worlds,2017,"Weighted average of 3.50 based on 21,416 ratings",3.5,139 mins   More at IMDB TMDB,"Drama, Adventure, Fantasy, Action, Thriller, Faith And Religion, Emotional And Captivating Fantasy Storytelling, Show All…"
Goodbye Christopher Robin,2017,"Weighted average of 3.36 based on 22,012 ratings",3.4,107 mins   More at IMDB TMDB,"History, Drama, Family, Moving Relationship Stories, Humanity And The World Around Us, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Adorable Animals And Heartwarming Families, Heartbreaking And Moving Family Drama, Show All…"
Berlin Syndrome,2017,"Weighted average of 3.13 based on 21,494 ratings",3.1,116 mins   More at IMDB TMDB,"Mystery, Horror, Drama, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gory, Gruesome, And Slasher Horror, Challenging Or Sexual Themes & Twists, Show All…"
Kodachrome,2017,"Weighted average of 3.29 based on 21,127 ratings",3.3,105 mins   More at IMDB TMDB,"Comedy, Drama, Moving Relationship Stories, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Enduring Stories Of Family And Marital Drama, Show All…"
Teen Titans: The Judas Contract,2017,"Weighted average of 3.16 based on 26,716 ratings",3.2,84 mins   More at IMDB TMDB,"Science Fiction, Action, Animation, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Show All…"
Bāhubali 2: The Conclusion,2017,"Weighted average of 3.78 based on 25,064 ratings",3.8,166 mins   More at IMDB TMDB,"Action, Adventure, Fantasy, Epic Heroes, Epic History And Literature, Bollywood Emotional Dramas, Fantasy Adventure, Heroism, And Swordplay, Historical Battles And Epic Heroism, Captivating Vision And Shakespearean Drama, Superheroes In Action-Packed Battles With Villains, Show All…"
The Other Side of Hope,2017,"Weighted average of 3.76 based on 16,642 ratings",3.8,101 mins   More at IMDB TMDB,"Comedy, Drama, Politics And Human Rights, Politics, Propaganda, And Political Documentaries, Show All…"
24 Frames,2017,"Weighted average of 3.75 based on 7,588 ratings",3.7,114 mins   More at IMDB TMDB,Drama
The Wild Boys,2017,"Weighted average of 3.70 based on 10,957 ratings",3.7,111 mins   More at IMDB TMDB,"Fantasy, Adventure, Drama"
Claire’s Camera,2017,"Weighted average of 3.48 based on 12,836 ratings",3.5,69 mins   More at IMDB TMDB,Drama
Wonderstruck,2017,"Weighted average of 3.27 based on 13,584 ratings",3.3,115 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas, Show All…"
Breathe,2017,"Weighted average of 3.40 based on 17,296 ratings",3.4,118 mins   More at IMDB TMDB,"Romance, Drama, Moving Relationship Stories, Touching And Sentimental Family Stories, Emotional And Touching Family Dramas, Passion And Romance, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Show All…"
Time Trap,2017,"Weighted average of 2.54 based on 25,596 ratings",2.5,87 mins   More at IMDB TMDB,"Adventure, Science Fiction, Monsters, Aliens, Sci-Fi And The Apocalypse, Action-Packed Space And Alien Sagas, Thought-Provoking Sci-Fi Action And Future Technology, Imaginative Space Odysseys And Alien Encounters, Show All…"
Woodshock,2017,"Weighted average of 2.59 based on 6,773 ratings",2.6,100 mins   More at IMDB TMDB,"Drama, Thriller"
Borg vs McEnroe,2017,"Weighted average of 3.44 based on 23,516 ratings",3.4,108 mins   More at IMDB TMDB,"Drama, History, Epic History And Literature, Underdog Fighting And Boxing Stories, Inspiring Sports Underdog Stories, Show All…"
Ryuichi Sakamoto: Coda,2017,"Weighted average of 4.08 based on 9,829 ratings",4.1,100 mins   More at IMDB TMDB,"Documentary, Music"
LA 92,2017,"Weighted average of 4.15 based on 14,353 ratings",4.2,114 mins   More at IMDB TMDB,"History, Documentary, Politics And Human Rights, Racism And The Powerful Fight For Justice, Violent Crime And Drugs, Show All…"
Joan Didion: The Center Will Not Hold,2017,"Weighted average of 3.85 based on 14,687 ratings",3.8,92 mins   More at IMDB TMDB,Documentary
Mommy Dead and Dearest,2017,"Weighted average of 3.53 based on 20,695 ratings",3.5,82 mins   More at IMDB TMDB,"Documentary, Crime"
Batman and Harley Quinn,2017,"Weighted average of 2.57 based on 22,148 ratings",2.6,74 mins   More at IMDB TMDB,"Action, Adventure, Science Fiction, Comedy, Animation, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Action Comedy And Silly Heroics, Catchy Songs And Hilarious Musical Comedy, Amusing Jokes And Witty Satire, Show All…"
XX,2017,"Weighted average of 2.45 based on 19,255 ratings",2.5,80 mins   More at IMDB TMDB,"Horror, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Creepy, Chilling, And Terrifying Horror, Gory, Gruesome, And Slasher Horror, Twisted Dark Psychological Thriller, Show All…"
Alias Grace,2017,"Weighted average of 3.91 based on 16,346 ratings",3.9,316 mins   More at IMDB TMDB,"Drama, Crime, Thrillers And Murder Mysteries, Twisted Dark Psychological Thriller, Suspenseful Crime Thrillers, Gripping, Intense Violent Crime, Show All…"
Godless,2017,"Weighted average of 3.91 based on 18,876 ratings",3.9,452 mins   More at IMDB TMDB,"Western, Drama, Westerns, Wild West Outlaws And Gunfights, Western Frontier Dramas With A Touch Of Humor, Violent Action, Guns, And Crime, Show All…"
Marvel’s The Defenders,2017,"Weighted average of 3.01 based on 27,219 ratings",3.0,398 mins   More at IMDB TMDB,"Crime, Epic Heroes, Intense Combat And Martial Arts, Superheroes In Action-Packed Battles With Villains, Fantasy Adventure, Heroism, And Swordplay, Show All…"
Jeepers Creepers 3,2017,"Weighted average of 1.52 based on 24,225 ratings",1.5,100 mins   More at IMDB TMDB,"Horror, Thriller, Mystery, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Gory, Gruesome, And Slasher Horror, Sci-Fi Horror, Creatures, And Aliens, Survival Horror And Zombie Carnage, Gothic And Eerie Haunting Horror, Show All…"
First They Killed My Father,2017,"Weighted average of 3.63 based on 17,134 ratings",3.6,136 mins   More at IMDB TMDB,"History, War, Drama, Politics And Human Rights, Military Combat And Heroic Soldiers, Racism And The Powerful Fight For Justice, Riveting Political And Presidential Drama, Powerful Stories Of Heartbreak And Suffering, Nazis And World War II, Show All…"
The Shack,2017,"Weighted average of 2.70 based on 23,119 ratings",2.7,132 mins   More at IMDB TMDB,"Fantasy, Drama, Faith And Religion, Moving Relationship Stories, Humanity And The World Around Us, Religious Faith, Sin, And Forgiveness, Faith And Spiritual Journeys, Emotional And Touching Family Dramas, Heartbreaking And Moving Family Drama, Touching And Sentimental Family Stories, Show All…"
See You Up There,2017,"Weighted average of 3.83 based on 20,309 ratings",3.8,113 mins   More at IMDB TMDB,"War, Drama, Crime"
Casting JonBenet,2017,"Weighted average of 3.30 based on 17,710 ratings",3.3,81 mins   More at IMDB TMDB,"Drama, Documentary, Crime, Thrillers And Murder Mysteries, Fascinating, Emotional Stories And Documentaries, Show All…"
CHiPS,2017,"Weighted average of 2.32 based on 25,198 ratings",2.3,100 mins   More at IMDB TMDB,"Action, Comedy, Crime, Crude Humor And Satire, Action Comedy And Silly Heroics, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Adrenaline-Fueled Action And Fast Cars, Heists And Thrilling Action, Show All…"
The Dawn Wall,2017,"Weighted average of 4.04 based on 20,555 ratings",4.0,101 mins   More at IMDB TMDB,"Adventure, Documentary"
Godard Mon Amour,2017,"Weighted average of 3.20 based on 13,498 ratings",3.2,108 mins   More at IMDB TMDB,"Comedy, Romance, Drama, Politics And Human Rights, Emotional Life Of Renowned Artists, Show All…"
The Vietnam War,2017,"Weighted average of 4.44 based on 12,684 ratings",4.4,990 mins   More at IMDB TMDB,"Documentary, Politics And Human Rights, War And Historical Adventure, Military Combat And Heroic Soldiers, Politics, Propaganda, And Political Documentaries, Riveting Political And Presidential Drama, Political Drama, Patriotism, And War, Bravery In War, Show All…"
Midnight Runners,2017,"Weighted average of 3.75 based on 19,322 ratings",3.8,108 mins   More at IMDB TMDB,"Comedy, Crime, Action, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Laugh-Out-Loud Relationship Entanglements, Teen School Antics And Laughter, Violent Action, Guns, And Crime, Action Comedy And Silly Heroics, Show All…"
Newsies,2017,"Weighted average of 4.03 based on 17,070 ratings",4.0,134 mins   More at IMDB TMDB,"Music, History, Comedy, Romance, Drama"
Victoria & Abdul,2017,"Weighted average of 3.09 based on 20,297 ratings",3.1,112 mins   More at IMDB TMDB,"Drama, History, Epic History And Literature, Lavish Dramas And Sumptuous Royalty, Charming Romances And Delightful Chemistry, Captivating Vision And Shakespearean Drama, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Show All…"
C’est la vie!,2017,"Weighted average of 3.62 based on 22,882 ratings",3.6,115 mins   More at IMDB TMDB,Comedy
The Captain,2017,"Weighted average of 3.84 based on 16,166 ratings",3.8,118 mins   More at IMDB TMDB,"Drama, War, History, War And Historical Adventure, Nazis And World War II, Military Combat And Heroic Soldiers, Political Drama, Patriotism, And War, Brutal, Violent Prison Drama, Show All…"
Falsettos,2017,"Weighted average of 4.38 based on 13,751 ratings",4.4,143 mins   More at IMDB TMDB,"Comedy, Music, Romance, Drama"
I Kill Giants,2017,"Weighted average of 3.01 based on 18,470 ratings",3.0,106 mins   More at IMDB TMDB,"Fantasy, Drama, Moving Relationship Stories, Underdogs And Coming Of Age, Powerful Stories Of Heartbreak And Suffering, Emotional And Touching Family Dramas, Emotional Teen Coming-Of-Age Stories, Touching And Sentimental Family Stories, Emotional And Captivating Fantasy Storytelling, Show All…"
The Third Murder,2017,"Weighted average of 3.50 based on 12,699 ratings",3.5,125 mins   More at IMDB TMDB,"Mystery, Crime, Drama, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Noir And Dark Crime Dramas, Show All…"
"Oh, Hello on Broadway",2017,"Weighted average of 3.90 based on 16,891 ratings",3.9,102 mins   More at IMDB TMDB,"Comedy, TV Movie"
Sherlock: The Six Thatchers,2017,"Weighted average of 3.59 based on 22,440 ratings",3.6,88 mins   More at IMDB TMDB,"Crime, TV Movie, Mystery, Thriller"
Blue Planet II,2017,"Weighted average of 4.52 based on 16,810 ratings",4.5,364 mins   More at IMDB TMDB,"Family, Documentary"
Strong Woman Do Bong Soon,2017,"Weighted average of 3.98 based on 20,671 ratings",4.0,960 mins   More at IMDB TMDB,"Drama, Comedy, Relationship Comedy, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Charming Romances And Delightful Chemistry, Kids' Animated Fun And Adventure, Spooky, Scary Comedy, Show All…"
Lu Over the Wall,2017,"Weighted average of 3.64 based on 11,390 ratings",3.6,117 mins   More at IMDB TMDB,"Fantasy, Adventure, Music, Family, Comedy, Animation"
Pyewacket,2017,"Weighted average of 2.90 based on 14,977 ratings",2.9,88 mins   More at IMDB TMDB,"Drama, Horror, Thriller, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Terrifying, Haunted, And Supernatural Horror, Twisted Dark Psychological Thriller, Creepy, Chilling, And Terrifying Horror, Gory, Gruesome, And Slasher Horror, Gothic And Eerie Haunting Horror, Show All…"
Ayla: The Daughter of War,2017,"Weighted average of 3.67 based on 21,314 ratings",3.7,124 mins   More at IMDB TMDB,"History, War, Drama"
Foxtrot,2017,"Weighted average of 3.87 based on 9,042 ratings",3.9,113 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Heartbreaking And Moving Family Drama, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Gripping, Intense Violent Crime, Military Combat And Heroic Soldiers, Show All…"
You Get Me,2017,"Weighted average of 1.79 based on 22,513 ratings",1.8,89 mins   More at IMDB TMDB,"Drama, Romance, Thriller, Underdogs And Coming Of Age, Twisted Dark Psychological Thriller, Show All…"
Kizumonogatari Part 3: Reiketsu,2017,"Weighted average of 4.21 based on 14,878 ratings",4.2,83 mins   More at IMDB TMDB,"Animation, Mystery, Fantasy"
MFKZ,2017,"Weighted average of 3.36 based on 14,870 ratings",3.4,95 mins   More at IMDB TMDB,"Action, Comedy, Science Fiction, Crime, Animation"
Blue My Mind,2017,"Weighted average of 3.33 based on 7,427 ratings",3.3,97 mins   More at IMDB TMDB,"Drama, Fantasy"
My Cousin Rachel,2017,"Weighted average of 2.97 based on 13,567 ratings",3.0,106 mins   More at IMDB TMDB,"Romance, Drama, Thrillers And Murder Mysteries, Passion And Romance, Intriguing And Suspenseful Murder Mysteries, Captivating Relationships And Charming Romance, Erotic Relationships And Desire, Noir And Dark Crime Dramas, Show All…"
Marshall,2017,"Weighted average of 3.43 based on 14,487 ratings",3.4,118 mins   More at IMDB TMDB,"Drama, Politics And Human Rights, Racism And The Powerful Fight For Justice, Show All…"
Custody,2017,"Weighted average of 3.88 based on 13,593 ratings",3.9,93 mins   More at IMDB TMDB,"Drama, Thriller"
The Wall,2017,"Weighted average of 3.01 based on 16,292 ratings",3.0,90 mins   More at IMDB TMDB,"Drama, Thriller, War, War And Historical Adventure, Military Combat And Heroic Soldiers, Show All…"
Friendly Beast,2017,"Weighted average of 3.24 based on 13,949 ratings",3.2,98 mins   More at IMDB TMDB,"Crime, Thriller, Horror"
I Am Heath Ledger,2017,"Weighted average of 3.86 based on 9,343 ratings",3.9,90 mins   More at IMDB TMDB,Documentary
Sherlock: The Lying Detective,2017,"Weighted average of 3.86 based on 19,960 ratings",3.9,89 mins   More at IMDB TMDB,"Mystery, Thriller, Crime, TV Movie"
Gemini,2017,"Weighted average of 2.87 based on 9,962 ratings",2.9,93 mins   More at IMDB TMDB,"Thriller, Mystery, Crime, Drama, Thrillers And Murder Mysteries, Intriguing And Suspenseful Murder Mysteries, Suspenseful Crime Thrillers, Noir And Dark Crime Dramas, Show All…"
Perfect Strangers,2017,"Weighted average of 3.08 based on 21,390 ratings",3.1,101 mins   More at IMDB TMDB,"Drama, Comedy"
Double Lover,2017,"Weighted average of 3.11 based on 13,737 ratings",3.1,108 mins   More at IMDB TMDB,"Romance, Thriller, Drama, Humanity And The World Around Us, Erotic Relationships And Desire, Twisted Dark Psychological Thriller, Surreal And Thought-Provoking Visions Of Life And Death, Dreamlike, Quirky, And Surreal Storytelling, Show All…"
Sandy Wexler,2017,"Weighted average of 2.37 based on 19,748 ratings",2.4,130 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor, Catchy Songs And Hilarious Musical Comedy, Laugh-Out-Loud Relationship Entanglements, Gags, Jokes, And Slapstick Humor, Action Comedy And Silly Heroics, Show All…"
The Children Act,2017,"Weighted average of 3.17 based on 13,254 ratings",3.2,105 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Faith And Religion, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Emotional And Touching Family Dramas, Passion And Romance, Enduring Stories Of Family And Marital Drama, Show All…"
Holy Camp!,2017,"Weighted average of 3.28 based on 16,565 ratings",3.3,109 mins   More at IMDB TMDB,"Comedy, Romance"
On Chesil Beach,2017,"Weighted average of 2.94 based on 13,443 ratings",2.9,110 mins   More at IMDB TMDB,"Drama, Romance, Moving Relationship Stories, Passion And Romance, Heartbreaking And Moving Family Drama, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Enduring Stories Of Family And Marital Drama, Show All…"
The Incredible Jessica James,2017,"Weighted average of 3.24 based on 14,404 ratings",3.2,83 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Captivating Relationships And Charming Romance, Charming Romances And Delightful Chemistry, Show All…"
The Outlaws,2017,"Weighted average of 3.51 based on 14,860 ratings",3.5,121 mins   More at IMDB TMDB,"Crime, Action, Thriller, Crime, Drugs And Gangsters, Epic Heroes, Violent Action, Guns, And Crime, Gritty Crime And Ruthless Gangsters, Heists And Thrilling Action, Intense Combat And Martial Arts, Violent Crime And Drugs, Show All…"
The Day After,2017,"Weighted average of 3.71 based on 8,201 ratings",3.7,92 mins   More at IMDB TMDB,"Drama, Romance"
Resident Evil: Vendetta,2017,"Weighted average of 3.04 based on 15,717 ratings",3.0,97 mins   More at IMDB TMDB,"Animation, Action, Adventure, Science Fiction, Horror, Epic Heroes, Survival Horror And Zombie Carnage, Intense Combat And Martial Arts, Explosive And Action-Packed Heroes Vs. Villains, Superheroes In Action-Packed Battles With Villains, Sci-Fi Horror, Creatures, And Aliens, Show All…"
The Young Karl Marx,2017,"Weighted average of 3.33 based on 12,649 ratings",3.3,118 mins   More at IMDB TMDB,"Drama, History, Epic History And Literature, Powerful Poetic And Passionate Drama, Passion And Romance, Political Drama, Patriotism, And War, Historical Battles And Epic Heroism, Emotional And Touching Family Dramas, Show All…"
Errementari: The Blacksmith and the Devil,2017,"Weighted average of 3.26 based on 14,095 ratings",3.3,98 mins   More at IMDB TMDB,"Fantasy, Drama, Horror, Faith And Religion, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Show All…"
The Bookshop,2017,"Weighted average of 3.03 based on 13,788 ratings",3.0,110 mins   More at IMDB TMDB,"Drama, Humanity And The World Around Us, Passion And Romance, Captivating Relationships And Charming Romance, Show All…"
Please Stand By,2017,"Weighted average of 3.26 based on 11,331 ratings",3.3,93 mins   More at IMDB TMDB,"Comedy, Drama, Moving Relationship Stories, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Show All…"
Crooked House,2017,"Weighted average of 3.00 based on 15,531 ratings",3.0,115 mins   More at IMDB TMDB,"Mystery, Thriller, Crime, Thrillers And Murder Mysteries, Intriguing And Suspenseful Murder Mysteries, Suspenseful Crime Thrillers, Noir And Dark Crime Dramas, Twisted Dark Psychological Thriller, Enduring Stories Of Family And Marital Drama, Show All…"
Naked,2017,"Weighted average of 2.20 based on 22,016 ratings",2.2,96 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements, Show All…"
Kidnap,2017,"Weighted average of 2.56 based on 18,994 ratings",2.6,95 mins   More at IMDB TMDB,"Drama, Thriller, High Speed And Special Ops, Adrenaline-Fueled Action And Fast Cars, Explosive And Action-Packed Heroes Vs. Villains, Twisted Dark Psychological Thriller, Show All…"
My Little Pony: The Movie,2017,"Weighted average of 3.15 based on 16,049 ratings",3.1,99 mins   More at IMDB TMDB,"Fantasy, Family, Adventure, Animation, Kids' Animated Fun And Adventure, Fairy-Tale Fantasy And Enchanted Magic, Adorable Animals And Heartwarming Families, Holiday Joy And Heartwarming Christmas, Emotional And Captivating Fantasy Storytelling, Show All…"
Something Useful,2017,"Weighted average of 3.94 based on 11,386 ratings",3.9,107 mins   More at IMDB TMDB,Drama
Tulip Fever,2017,"Weighted average of 2.75 based on 13,077 ratings",2.7,107 mins   More at IMDB TMDB,"Drama, Romance, Humanity And The World Around Us, Passion And Romance, Captivating Relationships And Charming Romance, Charming Romances And Delightful Chemistry, Erotic Relationships And Desire, Enduring Stories Of Family And Marital Drama, Show All…"
M.F.A.,2017,"Weighted average of 3.17 based on 7,746 ratings",3.2,93 mins   More at IMDB TMDB,Thriller
68 Kill,2017,"Weighted average of 2.77 based on 11,358 ratings",2.8,92 mins   More at IMDB TMDB,"Crime, Comedy, Intense Violence And Sexual Transgression, Challenging Or Sexual Themes & Twists, Heists And Thrilling Action, Gory, Gruesome, And Slasher Horror, Graphic Violence And Brutal Revenge, Twisted Dark Psychological Thriller, Show All…"
Newness,2017,"Weighted average of 2.90 based on 15,081 ratings",2.9,112 mins   More at IMDB TMDB,"Romance, Drama, Moving Relationship Stories, Erotic Relationships And Desire, Emotional Teen Coming-Of-Age Stories, Show All…"
Brad’s Status,2017,"Weighted average of 3.20 based on 12,946 ratings",3.2,101 mins   More at IMDB TMDB,"Drama, Comedy, Moving Relationship Stories, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Student Coming-Of-Age Challenges, Emotional Teen Coming-Of-Age Stories, Powerful Stories Of Heartbreak And Suffering, Show All…"
Godzilla: Planet of the Monsters,2017,"Weighted average of 2.62 based on 15,505 ratings",2.6,89 mins   More at IMDB TMDB,"Animation, Action, Science Fiction, Monsters, Aliens, Sci-Fi And The Apocalypse, Action-Packed Space And Alien Sagas, Imaginative Space Odysseys And Alien Encounters, Thought-Provoking Sci-Fi Action And Future Technology, Dangerous Technology And The Apocalypse, Superheroes In Action-Packed Battles With Villains, Show All…"
The Vanishing of Sidney Hall,2017,"Weighted average of 3.25 based on 7,070 ratings",3.2,117 mins   More at IMDB TMDB,"Romance, Drama, Mystery, Humanity And The World Around Us, Moving Relationship Stories, Emotional And Touching Family Dramas, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Emotional Teen Coming-Of-Age Stories, Heartbreaking And Moving Family Drama, Show All…"
The Keepers,2017,"Weighted average of 3.93 based on 13,910 ratings",3.9,436 mins   More at IMDB TMDB,"Crime, Documentary, Mystery, Thrillers And Murder Mysteries, Gripping, Intense Violent Crime, Fascinating, Emotional Stories And Documentaries, Suspenseful Crime Thrillers, Religious Faith, Sin, And Forgiveness, Show All…"
Landline,2017,"Weighted average of 3.44 based on 9,635 ratings",3.4,93 mins   More at IMDB TMDB,"Comedy, Drama"
Marlina the Murderer in Four Acts,2017,"Weighted average of 3.70 based on 9,868 ratings",3.7,93 mins   More at IMDB TMDB,"Western, Thriller, Drama, Westerns, Crime, Drugs And Gangsters, Graphic Violence And Brutal Revenge, Wild West Outlaws And Gunfights, Gritty Crime And Ruthless Gangsters, Gripping, Intense Violent Crime, Suspenseful Crime Thrillers, Show All…"
Lemon,2017,"Weighted average of 2.69 based on 8,605 ratings",2.7,83 mins   More at IMDB TMDB,"Comedy, Drama"
The Man Who Invented Christmas,2017,"Weighted average of 3.24 based on 13,242 ratings",3.2,105 mins   More at IMDB TMDB,"History, Family, Comedy, Drama, Epic History And Literature, Emotional Life Of Renowned Artists, Show All…"
Harry Styles: Behind the Album,2017,"Weighted average of 4.34 based on 12,609 ratings",4.3,50 mins   More at IMDB TMDB,"Music, Documentary"
Win It All,2017,"Weighted average of 3.20 based on 13,245 ratings",3.2,88 mins   More at IMDB TMDB,Comedy
The Insult,2017,"Weighted average of 3.73 based on 11,404 ratings",3.7,112 mins   More at IMDB TMDB,"Drama, Crime, Politics And Human Rights, Racism And The Powerful Fight For Justice, Powerful Poetic And Passionate Drama, Politics, Propaganda, And Political Documentaries, Show All…"
All Eyez on Me,2017,"Weighted average of 2.66 based on 15,797 ratings",2.7,139 mins   More at IMDB TMDB,"Drama, Music, History, Moving Relationship Stories, Emotional Life Of Renowned Artists, Legendary Musicians And Stardom, Show All…"
My Days of Mercy,2017,"Weighted average of 3.12 based on 9,578 ratings",3.1,108 mins   More at IMDB TMDB,"Drama, Romance"
Snatched,2017,"Weighted average of 2.16 based on 16,913 ratings",2.2,90 mins   More at IMDB TMDB,"Action, Comedy, Crude Humor And Satire, Relationship Comedy, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Amusing Jokes And Witty Satire, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Show All…"
The Polka King,2017,"Weighted average of 2.90 based on 14,988 ratings",2.9,95 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Catchy Songs And Hilarious Musical Comedy, Show All…"
The Death and Life of Marsha P. Johnson,2017,"Weighted average of 3.58 based on 9,051 ratings",3.6,105 mins   More at IMDB TMDB,Documentary
Ravenous,2017,"Weighted average of 3.10 based on 11,042 ratings",3.1,104 mins   More at IMDB TMDB,"Drama, Horror, Science Fiction, Horror, The Undead And Monster Classics, Survival Horror And Zombie Carnage, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Sci-Fi Horror, Creatures, And Aliens, Gory, Gruesome, And Slasher Horror, Show All…"
Amityville: The Awakening,2017,"Weighted average of 2.01 based on 14,897 ratings",2.0,87 mins   More at IMDB TMDB,"Horror, Thriller, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Creepy, Chilling, And Terrifying Horror, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Show All…"
Junk Head,2017,"Weighted average of 3.94 based on 5,907 ratings",3.9,100 mins   More at IMDB TMDB,"Action, Animation, Adventure"
Little Women,2017,"Weighted average of 3.59 based on 5,287 ratings",3.6,180 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Touching And Sentimental Family Stories, Show All…"
Five Came Back,2017,"Weighted average of 4.00 based on 7,705 ratings",4.0,195 mins   More at IMDB TMDB,Documentary
Sand Castle,2017,"Weighted average of 2.88 based on 14,789 ratings",2.9,113 mins   More at IMDB TMDB,"Drama, Action, War, War And Historical Adventure, Military Combat And Heroic Soldiers, Show All…"
