title,year,number_ratings,average_rating,length,genres
RBG,2018,"Weighted average of 3.76 based on 25,595 ratings",3.8,98 mins   More at IMDB TMDB,"Documentary, Politics And Human Rights, Politics, Propaganda, And Political Documentaries, Riveting Political And Presidential Drama, Racism And The Powerful Fight For Justice, Show All…"
"Game Over, Man!",2018,"Weighted average of 2.41 based on 36,698 ratings",2.4,100 mins   More at IMDB TMDB,"Comedy, Action, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Amusing Jokes And Witty Satire, Action Comedy And Silly Heroics, Challenging Or Sexual Themes & Twists, Show All…"
Early Man,2018,"Weighted average of 2.91 based on 30,680 ratings",2.9,89 mins   More at IMDB TMDB,"Comedy, Family, Animation, Adventure, Crude Humor And Satire, Kids' Animated Fun And Adventure, Gags, Jokes, And Slapstick Humor, Amusing Jokes And Witty Satire, Inspiring Sports Underdog Stories, Laugh-Out-Loud Relationship Entanglements, Show All…"
Stan & Ollie,2018,"Weighted average of 3.47 based on 29,016 ratings",3.5,98 mins   More at IMDB TMDB,"Comedy, Drama, Crude Humor And Satire, Moving Relationship Stories, Relationship Comedy, Gags, Jokes, And Slapstick Humor, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Amusing Jokes And Witty Satire, Powerful Stories Of Heartbreak And Suffering, Show All…"
The Happytime Murders,2018,"Weighted average of 2.16 based on 32,537 ratings",2.2,91 mins   More at IMDB TMDB,"Comedy, Action, Crime, Crude Humor And Satire, Thrillers And Murder Mysteries, Funny Jokes And Crude Humor, Gags, Jokes, And Slapstick Humor, Amusing Jokes And Witty Satire, Spooky, Scary Comedy, Intriguing And Suspenseful Murder Mysteries, Show All…"
Gloria Bell,2018,"Weighted average of 3.29 based on 20,216 ratings",3.3,102 mins   More at IMDB TMDB,"Romance, Drama, Moving Relationship Stories, Song And Dance, Touching And Sentimental Family Stories, Captivating Relationships And Charming Romance, Powerful Stories Of Heartbreak And Suffering, Quirky And Endearing Relationships, Enduring Stories Of Family And Marital Drama, Show All…"
Mile 22,2018,"Weighted average of 2.44 based on 34,569 ratings",2.4,94 mins   More at IMDB TMDB,"Action, Thriller, High Speed And Special Ops, Explosive And Action-Packed Heroes Vs. Villains, Intense Combat And Martial Arts, Exciting Spy Thrillers With Tense Intrigue, Adrenaline-Fueled Action And Fast Cars, Violent Action, Guns, And Crime, Show All…"
The Death of Superman,2018,"Weighted average of 3.45 based on 30,145 ratings",3.5,81 mins   More at IMDB TMDB,"Drama, Animation, Science Fiction, Action, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Show All…"
Teen Spirit,2018,"Weighted average of 3.00 based on 18,376 ratings",3.0,92 mins   More at IMDB TMDB,"Drama, Music, Song And Dance, Emotional Life Of Renowned Artists, Dance Rhythms And Catchy Tunes, Dazzling Vocal Performances And Musicals, Show All…"
Fahrenheit 451,2018,"Weighted average of 2.27 based on 26,836 ratings",2.3,100 mins   More at IMDB TMDB,"Drama, Thriller, Science Fiction, Humanity And The World Around Us, Thought-Provoking Sci-Fi Action And Future Technology, Show All…"
We Have Always Lived in the Castle,2018,"Weighted average of 2.77 based on 22,795 ratings",2.8,96 mins   More at IMDB TMDB,"Horror, Thriller, Mystery, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Gothic And Eerie Haunting Horror, Terrifying, Haunted, And Supernatural Horror, Suspenseful Crime Thrillers, Creepy, Chilling, And Terrifying Horror, Show All…"
Wild Wild Country,2018,"Weighted average of 4.01 based on 23,647 ratings",4.0,400 mins   More at IMDB TMDB,"Documentary, Crime, Faith And Religion, Politics, Propaganda, And Political Documentaries, Riveting Political And Presidential Drama, Racism And The Powerful Fight For Justice, Show All…"
One Crazy Summer: A Look Back at Gravity Falls,2018,"Weighted average of 4.49 based on 33,673 ratings",4.5,105 mins   More at IMDB TMDB,Documentary
Duck Butter,2018,"Weighted average of 2.62 based on 20,542 ratings",2.6,94 mins   More at IMDB TMDB,"Drama, Comedy, Romance"
Peppermint,2018,"Weighted average of 2.65 based on 29,135 ratings",2.6,102 mins   More at IMDB TMDB,"Thriller, Action, Crime, Drugs And Gangsters, High Speed And Special Ops, Epic Heroes, Violent Action, Guns, And Crime, Gritty Crime And Ruthless Gangsters, Violent Crime And Drugs, Brutal, Violent Prison Drama, Heists And Thrilling Action, Show All…"
Batman: Gotham by Gaslight,2018,"Weighted average of 3.18 based on 25,901 ratings",3.2,78 mins   More at IMDB TMDB,"Science Fiction, Action, Thriller, Animation, Thrillers And Murder Mysteries, Intriguing And Suspenseful Murder Mysteries, Show All…"
Maquia: When the Promised Flower Blooms,2018,"Weighted average of 3.79 based on 20,025 ratings",3.8,115 mins   More at IMDB TMDB,"Fantasy, Drama, Adventure, Animation, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Tragic Sadness And Captivating Beauty, Show All…"
Hell House LLC II: The Abaddon Hotel,2018,"Weighted average of 2.39 based on 25,378 ratings",2.4,89 mins   More at IMDB TMDB,"Horror, Mystery, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Show All…"
Lizzie,2018,"Weighted average of 2.83 based on 15,742 ratings",2.8,106 mins   More at IMDB TMDB,"Drama, Crime, Thriller, Thrillers And Murder Mysteries, Intense Violence And Sexual Transgression, Gripping, Intense Violent Crime, Suspenseful Crime Thrillers, Enduring Stories Of Family And Marital Drama, Challenging Or Sexual Themes & Twists, Heartbreaking And Moving Family Drama, Show All…"
Piercing,2018,"Weighted average of 3.08 based on 16,803 ratings",3.1,82 mins   More at IMDB TMDB,"Horror, Thriller, Intense Violence And Sexual Transgression, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Challenging Or Sexual Themes & Twists, Graphic Violence And Brutal Revenge, Dreamlike, Quirky, And Surreal Storytelling, Show All…"
The 15:17 to Paris,2018,"Weighted average of 2.20 based on 25,014 ratings",2.2,94 mins   More at IMDB TMDB,"Drama, Thriller, War And Historical Adventure, Student Coming-Of-Age Challenges, Show All…"
A Faithful Man,2018,"Weighted average of 3.03 based on 17,145 ratings",3.0,75 mins   More at IMDB TMDB,"Drama, Comedy, Romance"
Look Away,2018,"Weighted average of 2.41 based on 22,878 ratings",2.4,103 mins   More at IMDB TMDB,"Fantasy, Horror, Thriller, Intense Violence And Sexual Transgression, Moving Relationship Stories, Underdogs And Coming Of Age, Twisted Dark Psychological Thriller, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Erotic Relationships And Desire, Gory, Gruesome, And Slasher Horror, Show All…"
Alpha,2018,"Weighted average of 3.02 based on 26,518 ratings",3.0,97 mins   More at IMDB TMDB,"Adventure, Drama, Moving Relationship Stories, Adorable Animals And Heartwarming Families, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Epic Adventure And Breathtaking Battles, Humanity'S Odyssey: Earth And Beyond, Show All…"
The Wind,2018,"Weighted average of 2.99 based on 16,104 ratings",3.0,86 mins   More at IMDB TMDB,"Western, Horror, Mystery, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Creepy, Chilling, And Terrifying Horror, Twisted Dark Psychological Thriller, Show All…"
How It Ends,2018,"Weighted average of 2.02 based on 29,126 ratings",2.0,113 mins   More at IMDB TMDB,"Adventure, Science Fiction, Thriller, Action, Mystery, Monsters, Aliens, Sci-Fi And The Apocalypse, Dangerous Technology And The Apocalypse, Thought-Provoking Sci-Fi Action And Future Technology, Adrenaline-Fueled Action And Fast Cars, Explosive And Action-Packed Heroes Vs. Villains, Twisted Dark Psychological Thriller, Show All…"
Fahrenheit 11/9,2018,"Weighted average of 3.60 based on 22,364 ratings",3.6,128 mins   More at IMDB TMDB,"Documentary, Politics And Human Rights, Politics, Propaganda, And Political Documentaries, Riveting Political And Presidential Drama, Racism And The Powerful Fight For Justice, Political Drama, Patriotism, And War, Show All…"
Terminal,2018,"Weighted average of 2.37 based on 20,187 ratings",2.4,95 mins   More at IMDB TMDB,"Thriller, Drama, Crime, Crime, Drugs And Gangsters, Twisted Dark Psychological Thriller, Intriguing And Suspenseful Murder Mysteries, Dreamlike, Quirky, And Surreal Storytelling, Noir And Dark Crime Dramas, Show All…"
Sherlock Gnomes,2018,"Weighted average of 2.17 based on 28,043 ratings",2.2,86 mins   More at IMDB TMDB,"Comedy, Mystery, Adventure, Animation, Family, Fantasy, Crude Humor And Satire, Song And Dance, Kids' Animated Fun And Adventure, Adorable Animals And Heartwarming Families, Holiday Joy And Heartwarming Christmas, Laugh-Out-Loud Relationship Entanglements, Gags, Jokes, And Slapstick Humor, Show All…"
The Professor,2018,"Weighted average of 3.15 based on 22,789 ratings",3.2,90 mins   More at IMDB TMDB,"Drama, Comedy, Moving Relationship Stories, Humanity And The World Around Us, Relationship Comedy, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Quirky And Endearing Relationships, Emotional Teen Coming-Of-Age Stories, Emotional LGBTQ Relationships, Show All…"
Tau,2018,"Weighted average of 2.63 based on 25,546 ratings",2.6,97 mins   More at IMDB TMDB,"Science Fiction, Thriller, Horror, Humanity And The World Around Us, Thought-Provoking Sci-Fi Action And Future Technology, Twisted Dark Psychological Thriller, Imaginative Space Odysseys And Alien Encounters, Show All…"
Luz,2018,"Weighted average of 3.18 based on 11,273 ratings",3.2,70 mins   More at IMDB TMDB,"Horror, Mystery, Horror, The Undead And Monster Classics, Gothic And Eerie Haunting Horror, Show All…"
My Mister,2018,"Weighted average of 4.37 based on 11,524 ratings",4.4,"1,264 mins   More at IMDB TMDB","Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Tragic Sadness And Captivating Beauty, Passion And Romance, Captivating Relationships And Charming Romance, Show All…"
Nothing to Hide,2018,"Weighted average of 3.09 based on 26,991 ratings",3.1,93 mins   More at IMDB TMDB,"Comedy, Drama"
Once Upon a Deadpool,2018,"Weighted average of 3.13 based on 19,735 ratings",3.1,118 mins   More at IMDB TMDB,"Adventure, Comedy, Action"
Extinction,2018,"Weighted average of 2.46 based on 26,508 ratings",2.5,96 mins   More at IMDB TMDB,"Science Fiction, Action, Drama, Thriller, Monsters, Aliens, Sci-Fi And The Apocalypse, Thought-Provoking Sci-Fi Action And Future Technology, Action-Packed Space And Alien Sagas, Imaginative Space Odysseys And Alien Encounters, Dangerous Technology And The Apocalypse, Superheroes In Action-Packed Battles With Villains, Show All…"
What Keeps You Alive,2018,"Weighted average of 2.89 based on 16,507 ratings",2.9,99 mins   More at IMDB TMDB,"Thriller, Horror, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Suspenseful Crime Thrillers, Gory, Gruesome, And Slasher Horror, Show All…"
Museo,2018,"Weighted average of 3.67 based on 14,296 ratings",3.7,127 mins   More at IMDB TMDB,"Drama, Crime"
Patrick Melrose,2018,"Weighted average of 4.09 based on 14,704 ratings",4.1,300 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Gripping, Intense Violent Crime, Emotional And Touching Family Dramas, Enduring Stories Of Family And Marital Drama, Heartbreaking And Moving Family Drama, Show All…"
The Week Of,2018,"Weighted average of 2.43 based on 26,264 ratings",2.4,116 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Relationship Comedy, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Catchy Songs And Hilarious Musical Comedy, Show All…"
Antrum,2018,"Weighted average of 2.58 based on 15,335 ratings",2.6,95 mins   More at IMDB TMDB,"Horror, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Gory, Gruesome, And Slasher Horror, Show All…"
Swing Kids,2018,"Weighted average of 4.01 based on 11,493 ratings",4.0,133 mins   More at IMDB TMDB,"Drama, War"
We the Animals,2018,"Weighted average of 3.78 based on 11,374 ratings",3.8,94 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Emotional Teen Coming-Of-Age Stories, Heartbreaking And Moving Family Drama, Emotional And Touching Family Dramas, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Show All…"
Replicas,2018,"Weighted average of 2.04 based on 22,543 ratings",2.0,107 mins   More at IMDB TMDB,"Drama, Science Fiction, Thriller, Monsters, Aliens, Sci-Fi And The Apocalypse, Thought-Provoking Sci-Fi Action And Future Technology, Show All…"
Liverleaf,2018,"Weighted average of 3.20 based on 11,400 ratings",3.2,114 mins   More at IMDB TMDB,"Drama, Thriller, Horror"
La Flor,2018,"Weighted average of 4.05 based on 3,773 ratings",4.0,803 mins   More at IMDB TMDB,"Fantasy, Thriller, Drama"
I Am Not an Easy Man,2018,"Weighted average of 3.14 based on 23,315 ratings",3.1,98 mins   More at IMDB TMDB,"Fantasy, Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor, Show All…"
Suicide Squad: Hell to Pay,2018,"Weighted average of 3.16 based on 21,930 ratings",3.2,86 mins   More at IMDB TMDB,"Animation, Action, Science Fiction, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Violent Action, Guns, And Crime, Explosive And Action-Packed Heroes Vs. Villains, Action Comedy And Silly Heroics, Show All…"
Skin,2018,"Weighted average of 3.18 based on 15,417 ratings",3.2,110 mins   More at IMDB TMDB,"History, Crime, Drama, Romance, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Gripping, Intense Violent Crime, Violent Crime And Drugs, Racism And The Powerful Fight For Justice, Show All…"
Second Act,2018,"Weighted average of 2.51 based on 22,957 ratings",2.5,103 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Moving Relationship Stories, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Teen School Antics And Laughter, Heartbreaking And Moving Family Drama, Show All…"
303,2018,"Weighted average of 3.86 based on 12,641 ratings",3.9,145 mins   More at IMDB TMDB,"Comedy, Romance, Drama"
The Man Who Killed Hitler and Then the Bigfoot,2018,"Weighted average of 2.83 based on 16,407 ratings",2.8,96 mins   More at IMDB TMDB,"Adventure, Drama, Fantasy, War And Historical Adventure, Epic Heroes, Explosive And Action-Packed Heroes Vs. Villains, Dreamlike, Quirky, And Surreal Storytelling, Surreal And Thought-Provoking Visions Of Life And Death, Show All…"
Dirty Computer,2018,"Weighted average of 4.02 based on 9,301 ratings",4.0,49 mins   More at IMDB TMDB,"Drama, Music, Romance, Science Fiction"
Mortal World,2018,"Weighted average of 3.66 based on 27,584 ratings",3.7,102 mins   More at IMDB TMDB,"Comedy, Action, Crime"
Hunter Killer,2018,"Weighted average of 2.84 based on 22,356 ratings",2.8,121 mins   More at IMDB TMDB,"Action, Thriller, Adventure, High Speed And Special Ops, War And Historical Adventure, Bravery In War, Disastrous Voyages And Heroic Survival, Exciting Spy Thrillers With Tense Intrigue, Political Drama, Patriotism, And War, Military Combat And Heroic Soldiers, Show All…"
The Image Book,2018,"Weighted average of 3.42 based on 9,732 ratings",3.4,88 mins   More at IMDB TMDB,"Drama, Documentary"
Leto,2018,"Weighted average of 3.76 based on 14,157 ratings",3.8,126 mins   More at IMDB TMDB,"Music, Drama"
Keep an Eye Out,2018,"Weighted average of 3.60 based on 18,453 ratings",3.6,73 mins   More at IMDB TMDB,Comedy
Butterfly Kisses,2018,"Weighted average of 3.18 based on 13,245 ratings",3.2,91 mins   More at IMDB TMDB,"Horror, Drama, Mystery, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Twisted Dark Psychological Thriller, Creepy, Chilling, And Terrifying Horror, Show All…"
Little Woods,2018,"Weighted average of 3.37 based on 8,644 ratings",3.4,103 mins   More at IMDB TMDB,"Thriller, Drama"
An Evening with Beverly Luff Linn,2018,"Weighted average of 3.13 based on 13,355 ratings",3.1,108 mins   More at IMDB TMDB,"Crime, Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor, Gags, Jokes, And Slapstick Humor, Amusing Jokes And Witty Satire, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Show All…"
Woman at War,2018,"Weighted average of 3.83 based on 13,695 ratings",3.8,101 mins   More at IMDB TMDB,"Thriller, Comedy, Drama, Crude Humor And Satire, Amusing Jokes And Witty Satire, Show All…"
Ibiza,2018,"Weighted average of 2.33 based on 21,923 ratings",2.3,94 mins   More at IMDB TMDB,"Romance, Comedy, Relationship Comedy, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements, Teen School Antics And Laughter, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Quirky And Endearing Relationships, Show All…"
Gotti,2018,"Weighted average of 1.78 based on 16,777 ratings",1.8,110 mins   More at IMDB TMDB,"Drama, History, Crime, Thriller, Crime, Drugs And Gangsters, Gritty Crime And Ruthless Gangsters, Show All…"
Anon,2018,"Weighted average of 2.65 based on 20,474 ratings",2.6,100 mins   More at IMDB TMDB,"Science Fiction, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Thought-Provoking Sci-Fi Action And Future Technology, Noir And Dark Crime Dramas, Twisted Dark Psychological Thriller, Show All…"
By the Grace of God,2018,"Weighted average of 3.64 based on 13,661 ratings",3.6,137 mins   More at IMDB TMDB,"Drama, Faith And Religion, Religious Faith, Sin, And Forgiveness, Show All…"
Forever My Girl,2018,"Weighted average of 2.71 based on 17,682 ratings",2.7,104 mins   More at IMDB TMDB,"Music, Drama, Romance, Moving Relationship Stories, Touching And Sentimental Family Stories, Emotional And Touching Family Dramas, Laugh-Out-Loud Relationship Entanglements, Charming Romances And Delightful Chemistry, Quirky And Endearing Relationships, Show All…"
Utøya: July 22,2018,"Weighted average of 3.65 based on 14,476 ratings",3.6,92 mins   More at IMDB TMDB,"History, Drama, Intense Violence And Sexual Transgression, Gripping, Intense Violent Crime, Gory, Gruesome, And Slasher Horror, Twisted Dark Psychological Thriller, Graphic Violence And Brutal Revenge, Show All…"
Slaughterhouse Rulez,2018,"Weighted average of 2.60 based on 16,899 ratings",2.6,104 mins   More at IMDB TMDB,"Action, Fantasy, Comedy, Horror, Crude Humor And Satire, Horror, The Undead And Monster Classics, Funny Jokes And Crude Humor, Spooky, Scary Comedy, Gags, Jokes, And Slapstick Humor, Amusing Jokes And Witty Satire, Teen School Antics And Laughter, Show All…"
Fast Color,2018,"Weighted average of 3.29 based on 10,408 ratings",3.3,102 mins   More at IMDB TMDB,"Thriller, Science Fiction, Monsters, Aliens, Sci-Fi And The Apocalypse, Heartbreaking And Moving Family Drama, Show All…"
The Farm,2018,"Weighted average of 1.72 based on 17,402 ratings",1.7,80 mins   More at IMDB TMDB,"Horror, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Gory, Gruesome, And Slasher Horror, Twisted Dark Psychological Thriller, Extreme Gory Horror And Cannibalism, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Show All…"
Overboard,2018,"Weighted average of 2.54 based on 21,504 ratings",2.5,112 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Gags, Jokes, And Slapstick Humor, Kids' Animated Fun And Adventure, Catchy Songs And Hilarious Musical Comedy, Show All…"
Slice,2018,"Weighted average of 2.22 based on 11,649 ratings",2.2,82 mins   More at IMDB TMDB,"Horror, Comedy, Crude Humor And Satire, Spooky, Scary Comedy, Show All…"
Robin Williams: Come Inside My Mind,2018,"Weighted average of 3.90 based on 12,827 ratings",3.9,116 mins   More at IMDB TMDB,"Documentary, Crude Humor And Satire, Emotional Life Of Renowned Artists, Fascinating, Emotional Stories And Documentaries, Show All…"
McQueen,2018,"Weighted average of 3.84 based on 13,554 ratings",3.8,111 mins   More at IMDB TMDB,Documentary
Sink or Swim,2018,"Weighted average of 3.56 based on 20,253 ratings",3.6,122 mins   More at IMDB TMDB,"Drama, Comedy"
A Private War,2018,"Weighted average of 3.48 based on 12,814 ratings",3.5,106 mins   More at IMDB TMDB,"War, Drama, Politics And Human Rights, War And Historical Adventure, Military Combat And Heroic Soldiers, Politics, Propaganda, And Political Documentaries, Political Drama, Patriotism, And War, Riveting Political And Presidential Drama, Intense Political And Terrorist Thrillers, Show All…"
Giant Little Ones,2018,"Weighted average of 3.18 based on 13,642 ratings",3.2,93 mins   More at IMDB TMDB,"Drama, Underdogs And Coming Of Age, Moving Relationship Stories, Emotional Teen Coming-Of-Age Stories, Emotional LGBTQ Relationships, Student Coming-Of-Age Challenges, Emotional And Touching Family Dramas, Powerful Stories Of Heartbreak And Suffering, Show All…"
Diamantino,2018,"Weighted average of 3.42 based on 9,840 ratings",3.4,96 mins   More at IMDB TMDB,"Comedy, Science Fiction, Fantasy"
Profile,2018,"Weighted average of 3.05 based on 13,080 ratings",3.1,106 mins   More at IMDB TMDB,"Mystery, Thriller, Drama, Moving Relationship Stories, Twisted Dark Psychological Thriller, Show All…"
Ricky Gervais: Humanity,2018,"Weighted average of 3.70 based on 21,654 ratings",3.7,79 mins   More at IMDB TMDB,Comedy
Swiped,2018,"Weighted average of 1.09 based on 21,351 ratings",1.1,93 mins   More at IMDB TMDB,"Romance, Comedy, Drama, Relationship Comedy, Teen School Antics And Laughter, Emotional Teen Coming-Of-Age Stories, Show All…"
I Think We’re Alone Now,2018,"Weighted average of 2.92 based on 13,079 ratings",2.9,100 mins   More at IMDB TMDB,"Science Fiction, Drama, Mystery, Monsters, Aliens, Sci-Fi And The Apocalypse, Thought-Provoking Sci-Fi Action And Future Technology, Show All…"
Evil Genius,2018,"Weighted average of 3.61 based on 18,566 ratings",3.6,192 mins   More at IMDB TMDB,"Documentary, Crime, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Show All…"
Braid,2018,"Weighted average of 3.00 based on 9,939 ratings",3.0,85 mins   More at IMDB TMDB,"Mystery, Horror, Thriller, Intense Violence And Sexual Transgression, Dreamlike, Quirky, And Surreal Storytelling, Twisted Dark Psychological Thriller, Challenging Or Sexual Themes & Twists, Intriguing And Suspenseful Murder Mysteries, Show All…"
Billionaire Boys Club,2018,"Weighted average of 2.41 based on 13,416 ratings",2.4,108 mins   More at IMDB TMDB,"Drama, Underdogs And Coming Of Age, Gripping, Intense Violent Crime, Show All…"
Amazing Grace,2018,"Weighted average of 3.94 based on 10,136 ratings",3.9,87 mins   More at IMDB TMDB,"Documentary, Music, Faith And Religion, Emotional Life Of Renowned Artists, Legendary Musicians And Stardom, Show All…"
Ode to Nothing,2018,"Weighted average of 3.84 based on 5,882 ratings",3.8,92 mins   More at IMDB TMDB,Drama
Dead Pigs,2018,"Weighted average of 3.56 based on 8,583 ratings",3.6,122 mins   More at IMDB TMDB,"Drama, Comedy"
A Christmas Prince: The Royal Wedding,2018,"Weighted average of 2.16 based on 18,601 ratings",2.2,92 mins   More at IMDB TMDB,"Comedy, Romance, TV Movie, Relationship Comedy, Touching And Sentimental Family Stories, Laugh-Out-Loud Relationship Entanglements, Charming Romances And Delightful Chemistry, Show All…"
They’ll Love Me When I’m Dead,2018,"Weighted average of 3.69 based on 12,820 ratings",3.7,98 mins   More at IMDB TMDB,Documentary
Behind the Curve,2018,"Weighted average of 3.32 based on 17,619 ratings",3.3,96 mins   More at IMDB TMDB,"Documentary, Faith And Religion, Humanity'S Odyssey: Earth And Beyond, Imaginative Space Odysseys And Alien Encounters, Show All…"
Bad Samaritan,2018,"Weighted average of 2.91 based on 15,269 ratings",2.9,111 mins   More at IMDB TMDB,"Crime, Horror, Thriller, Intense Violence And Sexual Transgression, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Heists And Thrilling Action, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Terrifying, Haunted, And Supernatural Horror, Show All…"
Twisted Pair,2018,"Weighted average of 2.69 based on 10,171 ratings",2.7,88 mins   More at IMDB TMDB,"Science Fiction, Drama, Thriller"
Benjamin,2018,"Weighted average of 3.47 based on 8,631 ratings",3.5,86 mins   More at IMDB TMDB,"Comedy, Drama, Romance"
Uncle Drew,2018,"Weighted average of 2.65 based on 19,176 ratings",2.7,103 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Inspiring Sports Underdog Stories, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Catchy Songs And Hilarious Musical Comedy, Show All…"
Minha Vida em Marte,2018,"Weighted average of 3.39 based on 18,628 ratings",3.4,95 mins   More at IMDB TMDB,"Romance, Comedy"
Dominion,2018,"Weighted average of 4.23 based on 5,988 ratings",4.2,120 mins   More at IMDB TMDB,"Documentary, Intense Violence And Sexual Transgression, Humanity'S Odyssey: Earth And Beyond, Show All…"
Mary Magdalene,2018,"Weighted average of 2.99 based on 10,086 ratings",3.0,120 mins   More at IMDB TMDB,"Drama, History, Faith And Religion, Religious Faith, Sin, And Forgiveness, Faith And Spiritual Journeys, Show All…"
Damsel,2018,"Weighted average of 3.00 based on 9,748 ratings",3.0,114 mins   More at IMDB TMDB,"Western, Comedy, Drama, Crude Humor And Satire, Western Frontier Dramas With A Touch Of Humor, Amusing Jokes And Witty Satire, Funny Jokes And Crude Humor, Laugh-Out-Loud Relationship Entanglements, Gags, Jokes, And Slapstick Humor, Show All…"
Bodyguard,2018,"Weighted average of 3.87 based on 19,316 ratings",3.9,360 mins   More at IMDB TMDB,"Crime, Drama, High Speed And Special Ops, Intense Political And Terrorist Thrillers, Exciting Spy Thrillers With Tense Intrigue, Explosive And Action-Packed Heroes Vs. Villains, Heists And Thrilling Action, Suspenseful Crime Thrillers, Show All…"
Dude,2018,"Weighted average of 2.28 based on 16,157 ratings",2.3,90 mins   More at IMDB TMDB,"Comedy, Underdogs And Coming Of Age, Teen School Antics And Laughter, Emotional Teen Coming-Of-Age Stories, Student Coming-Of-Age Challenges, Challenging Or Sexual Themes & Twists, Show All…"
Await Further Instructions,2018,"Weighted average of 2.45 based on 15,233 ratings",2.4,91 mins   More at IMDB TMDB,"Horror, Horror, The Undead And Monster Classics, Sci-Fi Horror, Creatures, And Aliens, Twisted Dark Psychological Thriller, Show All…"
Penguin Highway,2018,"Weighted average of 3.58 based on 10,387 ratings",3.6,118 mins   More at IMDB TMDB,"Comedy, Adventure, Animation, Fantasy"
Constantine: City of Demons - The Movie,2018,"Weighted average of 3.38 based on 14,674 ratings",3.4,90 mins   More at IMDB TMDB,"Fantasy, Animation, Action, Horror"
Night Hunter,2018,"Weighted average of 2.62 based on 15,517 ratings",2.6,95 mins   More at IMDB TMDB,"Thriller, Drama, Thrillers And Murder Mysteries, Intense Violence And Sexual Transgression, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Twisted Dark Psychological Thriller, Noir And Dark Crime Dramas, Gripping, Intense Violent Crime, Show All…"
Charlie Says,2018,"Weighted average of 3.03 based on 10,025 ratings",3.0,104 mins   More at IMDB TMDB,"Drama, Crime, Intense Violence And Sexual Transgression, Challenging Or Sexual Themes & Twists, Gripping, Intense Violent Crime, Twisted Dark Psychological Thriller, Brutal, Violent Prison Drama, Graphic Violence And Brutal Revenge, Show All…"
Shrek Retold,2018,"Weighted average of 3.87 based on 9,673 ratings",3.9,90 mins   More at IMDB TMDB,No genres available
James Acaster: Repertoire,2018,"Weighted average of 4.35 based on 14,141 ratings",4.4,205 mins   More at IMDB TMDB,Comedy
