title,year,number_ratings,average_rating,length,genres
Ant-Man and the Wasp,2018,"Weighted average of 2.88 based on 828,047 ratings",2.9,119 mins   More at IMDB TMDB,"Adventure, Action, Science Fiction, Crude Humor And Satire, Epic Heroes, High Speed And Special Ops, Relationship Comedy, Superheroes In Action-Packed Battles With Villains, Action Comedy And Silly Heroics, Kids' Animated Fun And Adventure, Gags, Jokes, And Slapstick Humor, Explosive And Action-Packed Heroes Vs. Villains, Show All…"
Ready Player One,2018,"Weighted average of 3.26 based on 792,246 ratings",3.3,140 mins   More at IMDB TMDB,"Science Fiction, Action, Adventure, Epic Heroes, High Speed And Special Ops, Superheroes In Action-Packed Battles With Villains, Emotional And Captivating Fantasy Storytelling, Fantasy Adventure, Heroism, And Swordplay, Action-Packed Space And Alien Sagas, Epic Adventure And Breathtaking Battles, Show All…"
Green Book,2018,"Weighted average of 3.75 based on 659,874 ratings",3.8,130 mins   More at IMDB TMDB,"Drama, History, Moving Relationship Stories, Humanity And The World Around Us, Relationship Comedy, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Racism And The Powerful Fight For Justice, Powerful Stories Of Heartbreak And Suffering, Emotional LGBTQ Relationships, Show All…"
mid90s,2018,"Weighted average of 3.78 based on 530,452 ratings",3.8,86 mins   More at IMDB TMDB,"Drama, Comedy, Underdogs And Coming Of Age, Moving Relationship Stories, Emotional Teen Coming-Of-Age Stories, Teen Friendship And Coming-Of-Age, Student Coming-Of-Age Challenges, Teen School Antics And Laughter, Emotional And Touching Family Dramas, Show All…"
Bird Box,2018,"Weighted average of 2.87 based on 808,229 ratings",2.9,124 mins   More at IMDB TMDB,"Thriller, Drama, Horror, Horror, The Undead And Monster Classics, Monsters, Aliens, Sci-Fi And The Apocalypse, Twisted Dark Psychological Thriller, Sci-Fi Horror, Creatures, And Aliens, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Survival Horror And Zombie Carnage, Show All…"
Suspiria,2018,"Weighted average of 3.73 based on 402,911 ratings",3.7,152 mins   More at IMDB TMDB,"Mystery, Drama, Horror, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Creepy, Chilling, And Terrifying Horror, Show All…"
Crazy Rich Asians,2018,"Weighted average of 3.49 based on 609,802 ratings",3.5,121 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Moving Relationship Stories, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Charming Romances And Delightful Chemistry, Tragic Sadness And Captivating Beauty, Show All…"
Ocean’s Eight,2018,"Weighted average of 3.32 based on 611,927 ratings",3.3,111 mins   More at IMDB TMDB,"Crime, Action, Comedy, Crude Humor And Satire, Heists And Thrilling Action, Laugh-Out-Loud Relationship Entanglements, Show All…"
Sorry to Bother You,2018,"Weighted average of 3.73 based on 418,473 ratings",3.7,112 mins   More at IMDB TMDB,"Fantasy, Science Fiction, Comedy, Crude Humor And Satire, Humanity And The World Around Us, Dreamlike, Quirky, And Surreal Storytelling, Amusing Jokes And Witty Satire, Funny Jokes And Crude Humor, Gags, Jokes, And Slapstick Humor, Challenging Or Sexual Themes & Twists, Show All…"
Solo: A Star Wars Story,2018,"Weighted average of 2.90 based on 601,420 ratings",2.9,135 mins   More at IMDB TMDB,"Science Fiction, Adventure, Action, Epic Heroes, Monsters, Aliens, Sci-Fi And The Apocalypse, Action-Packed Space And Alien Sagas, Superheroes In Action-Packed Battles With Villains, Thought-Provoking Sci-Fi Action And Future Technology, Show All…"
Roma,2018,"Weighted average of 4.10 based on 385,897 ratings",4.1,135 mins   More at IMDB TMDB,"Drama, Humanity And The World Around Us, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Emotional And Touching Family Dramas, Heartbreaking And Moving Family Drama, Touching And Sentimental Family Stories, Tragic Sadness And Captivating Beauty, Show All…"
Aquaman,2018,"Weighted average of 2.78 based on 612,619 ratings",2.8,143 mins   More at IMDB TMDB,"Fantasy, Action, Adventure, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Fantasy Adventure, Heroism, And Swordplay, Epic Adventure And Breathtaking Battles, Action Comedy And Silly Heroics, Emotional And Captivating Fantasy Storytelling, Show All…"
Eighth Grade,2018,"Weighted average of 3.78 based on 384,447 ratings",3.8,94 mins   More at IMDB TMDB,"Comedy, Drama, Underdogs And Coming Of Age, Moving Relationship Stories, Humanity And The World Around Us, Emotional Teen Coming-Of-Age Stories, Student Coming-Of-Age Challenges, Emotional And Touching Family Dramas, Teen School Antics And Laughter, Touching And Sentimental Family Stories, Show All…"
To All the Boys I’ve Loved Before,2018,"Weighted average of 3.00 based on 569,322 ratings",3.0,100 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Underdogs And Coming Of Age, Laugh-Out-Loud Relationship Entanglements, Teen School Antics And Laughter, Charming Romances And Delightful Chemistry, Touching And Sentimental Family Stories, Quirky And Endearing Relationships, Show All…"
Mission: Impossible – Fallout,2018,"Weighted average of 3.96 based on 495,609 ratings",4.0,147 mins   More at IMDB TMDB,"Action, Adventure, High Speed And Special Ops, Epic Heroes, Explosive And Action-Packed Heroes Vs. Villains, Adrenaline-Fueled Action And Fast Cars, Superheroes In Action-Packed Battles With Villains, Exciting Spy Thrillers With Tense Intrigue, Action Comedy And Silly Heroics, Show All…"
Climax,2018,"Weighted average of 3.78 based on 335,327 ratings",3.8,97 mins   More at IMDB TMDB,"Horror, Drama, Intense Violence And Sexual Transgression, Horror, The Undead And Monster Classics, Challenging Or Sexual Themes & Twists, Graphic Violence And Brutal Revenge, Twisted Dark Psychological Thriller, Dreamlike, Quirky, And Surreal Storytelling, Show All…"
Mamma Mia! Here We Go Again,2018,"Weighted average of 3.43 based on 438,511 ratings",3.4,114 mins   More at IMDB TMDB,"Comedy, Romance, Song And Dance, Moving Relationship Stories, Dazzling Vocal Performances And Musicals, Touching And Sentimental Family Stories, Captivating Relationships And Charming Romance, Catchy Songs And Hilarious Musical Comedy, Holiday Joy And Heartwarming Christmas, Show All…"
Game Night,2018,"Weighted average of 3.51 based on 402,781 ratings",3.5,100 mins   More at IMDB TMDB,"Crime, Mystery, Comedy, Crude Humor And Satire, Relationship Comedy, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Spooky, Scary Comedy, Laugh-Out-Loud Relationship Entanglements, Amusing Jokes And Witty Satire, Show All…"
"Love, Simon",2018,"Weighted average of 3.26 based on 425,887 ratings",3.3,110 mins   More at IMDB TMDB,"Romance, Comedy, Drama, Underdogs And Coming Of Age, Moving Relationship Stories, Relationship Comedy, Emotional LGBTQ Relationships, Student Coming-Of-Age Challenges, Emotional Teen Coming-Of-Age Stories, Touching And Sentimental Family Stories, Emotional And Touching Family Dramas, Show All…"
The House That Jack Built,2018,"Weighted average of 3.62 based on 261,863 ratings",3.6,151 mins   More at IMDB TMDB,"Drama, Crime, Thriller, Horror, Intense Violence And Sexual Transgression, Humanity And The World Around Us, Graphic Violence And Brutal Revenge, Gory, Gruesome, And Slasher Horror, Challenging Or Sexual Themes & Twists, Twisted Dark Psychological Thriller, Surreal And Thought-Provoking Visions Of Life And Death, Show All…"
Burning,2018,"Weighted average of 4.05 based on 249,297 ratings",4.1,148 mins   More at IMDB TMDB,"Thriller, Drama, Mystery, Humanity And The World Around Us, Twisted Dark Psychological Thriller, Surreal And Thought-Provoking Visions Of Life And Death, Show All…"
Jurassic World: Fallen Kingdom,2018,"Weighted average of 2.60 based on 470,827 ratings",2.6,129 mins   More at IMDB TMDB,"Action, Adventure, Science Fiction, Thriller, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Sci-Fi Monster And Dinosaur Adventures, Sci-Fi Horror, Creatures, And Aliens, Thought-Provoking Sci-Fi Action And Future Technology, Dangerous Technology And The Apocalypse, Show All…"
Ralph Breaks the Internet,2018,"Weighted average of 2.90 based on 446,764 ratings",2.9,112 mins   More at IMDB TMDB,"Animation, Family, Adventure, Comedy, Crude Humor And Satire, Kids' Animated Fun And Adventure, Adorable Animals And Heartwarming Families, Teen School Antics And Laughter, Quirky And Endearing Relationships, Laugh-Out-Loud Relationship Entanglements, Show All…"
Shoplifters,2018,"Weighted average of 4.30 based on 224,434 ratings",4.3,120 mins   More at IMDB TMDB,"Drama, Thriller, Crime, Moving Relationship Stories, Humanity And The World Around Us, Emotional And Touching Family Dramas, Heartbreaking And Moving Family Drama, Touching And Sentimental Family Stories, Tragic Sadness And Captivating Beauty, Powerful Stories Of Heartbreak And Suffering, Show All…"
Fantastic Beasts: The Crimes of Grindelwald,2018,"Weighted average of 2.59 based on 440,755 ratings",2.6,134 mins   More at IMDB TMDB,"Fantasy, Adventure, Epic Heroes, Fantasy Adventure, Heroism, And Swordplay, Superheroes In Action-Packed Battles With Villains, Emotional And Captivating Fantasy Storytelling, Fairy-Tale Fantasy And Enchanted Magic, Kids' Animated Fun And Adventure, Show All…"
Halloween,2018,"Weighted average of 3.20 based on 380,637 ratings",3.2,106 mins   More at IMDB TMDB,"Thriller, Horror, Horror, The Undead And Monster Classics, Gory, Gruesome, And Slasher Horror, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Twisted Dark Psychological Thriller, Chilling Experiments And Classic Monster Horror, Show All…"
Mandy,2018,"Weighted average of 3.61 based on 240,080 ratings",3.6,122 mins   More at IMDB TMDB,"Horror, Fantasy, Action, Horror, The Undead And Monster Classics, Humanity And The World Around Us, Epic Heroes, Intense Violence And Sexual Transgression, Dreamlike, Quirky, And Surreal Storytelling, Gory, Gruesome, And Slasher Horror, Gothic And Eerie Haunting Horror, Surreal And Thought-Provoking Visions Of Life And Death, Twisted Dark Psychological Thriller, Show All…"
Under the Silver Lake,2018,"Weighted average of 3.47 based on 205,806 ratings",3.5,139 mins   More at IMDB TMDB,"Drama, Mystery, Crime, Humanity And The World Around Us, Dreamlike, Quirky, And Surreal Storytelling, Intriguing And Suspenseful Murder Mysteries, Show All…"
First Man,2018,"Weighted average of 3.67 based on 257,673 ratings",3.7,141 mins   More at IMDB TMDB,"History, Drama, Politics And Human Rights, Imaginative Space Odysseys And Alien Encounters, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Air Pilot Heroism And Survival, Touching And Sentimental Family Stories, Show All…"
The Ballad of Buster Scruggs,2018,"Weighted average of 3.65 based on 308,626 ratings",3.7,132 mins   More at IMDB TMDB,"Comedy, Western, Drama, Westerns, Crude Humor And Satire, Humanity And The World Around Us, Western Frontier Dramas With A Touch Of Humor, Surreal And Thought-Provoking Visions Of Life And Death, Wild West Outlaws And Gunfights, Amusing Jokes And Witty Satire, Gags, Jokes, And Slapstick Humor, Show All…"
A Simple Favor,2018,"Weighted average of 3.17 based on 292,249 ratings",3.2,117 mins   More at IMDB TMDB,"Thriller, Comedy, Crime, Thrillers And Murder Mysteries, Crude Humor And Satire, Relationship Comedy, Twisted Dark Psychological Thriller, Intriguing And Suspenseful Murder Mysteries, Laugh-Out-Loud Relationship Entanglements, Noir And Dark Crime Dramas, Suspenseful Crime Thrillers, Show All…"
The Nun,2018,"Weighted average of 2.16 based on 355,752 ratings",2.2,96 mins   More at IMDB TMDB,"Horror, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Spooky, Scary Comedy, Gory, Gruesome, And Slasher Horror, Show All…"
Set It Up,2018,"Weighted average of 3.33 based on 264,883 ratings",3.3,105 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Laugh-Out-Loud Relationship Entanglements, Charming Romances And Delightful Chemistry, Gags, Jokes, And Slapstick Humor, Quirky And Endearing Relationships, Show All…"
The Haunting of Hill House,2018,"Weighted average of 4.34 based on 290,480 ratings",4.3,575 mins   More at IMDB TMDB,"Drama, Horror, Mystery, Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Twisted Dark Psychological Thriller, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Powerful Stories Of Heartbreak And Suffering, Show All…"
The Meg,2018,"Weighted average of 2.37 based on 320,984 ratings",2.4,113 mins   More at IMDB TMDB,"Action, Science Fiction, Horror, Epic Heroes, Sci-Fi Horror, Creatures, And Aliens, Sci-Fi Monster And Dinosaur Adventures, Superheroes In Action-Packed Battles With Villains, Explosive And Action-Packed Heroes Vs. Villains, Action Comedy And Silly Heroics, Show All…"
Maze Runner: The Death Cure,2018,"Weighted average of 3.12 based on 296,399 ratings",3.1,143 mins   More at IMDB TMDB,"Science Fiction, Adventure, Thriller, Action, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Explosive And Action-Packed Heroes Vs. Villains, Thought-Provoking Sci-Fi Action And Future Technology, Dangerous Technology And The Apocalypse, Disastrous Voyages And Heroic Survival, Show All…"
Vice,2018,"Weighted average of 3.43 based on 237,964 ratings",3.4,132 mins   More at IMDB TMDB,"Drama, Comedy, Politics And Human Rights, Crude Humor And Satire, Riveting Political And Presidential Drama, Politics, Propaganda, And Political Documentaries, Intense Political And Terrorist Thrillers, Political Drama, Patriotism, And War, Racism And The Powerful Fight For Justice, Show All…"
Black Mirror: Bandersnatch,2018,"Weighted average of 3.24 based on 310,792 ratings",3.2,90 mins   More at IMDB TMDB,"Science Fiction, Thriller, Drama, TV Movie, Mystery, Intense Violence And Sexual Transgression, Dreamlike, Quirky, And Surreal Storytelling, Thought-Provoking Sci-Fi Action And Future Technology, Show All…"
Creed II,2018,"Weighted average of 3.53 based on 277,872 ratings",3.5,130 mins   More at IMDB TMDB,"Drama, Action, Moving Relationship Stories, Underdog Fighting And Boxing Stories, Enduring Stories Of Family And Marital Drama, Gripping, Intense Violent Crime, Show All…"
Searching,2018,"Weighted average of 3.72 based on 243,357 ratings",3.7,102 mins   More at IMDB TMDB,"Thriller, Mystery, Drama, Moving Relationship Stories, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers, Twisted Dark Psychological Thriller, Intriguing And Suspenseful Murder Mysteries, Touching And Sentimental Family Stories, Emotional And Touching Family Dramas, Show All…"
Bad Times at the El Royale,2018,"Weighted average of 3.47 based on 221,258 ratings",3.5,141 mins   More at IMDB TMDB,"Crime, Thriller, Mystery, Intense Violence And Sexual Transgression, Twisted Dark Psychological Thriller, Dreamlike, Quirky, And Surreal Storytelling, Heists And Thrilling Action, Noir And Dark Crime Dramas, Show All…"
The Kissing Booth,2018,"Weighted average of 1.62 based on 313,388 ratings",1.6,105 mins   More at IMDB TMDB,"Romance, Comedy, Underdogs And Coming Of Age, Moving Relationship Stories, Teen School Antics And Laughter, Emotional Teen Coming-Of-Age Stories, Student Coming-Of-Age Challenges, Laugh-Out-Loud Relationship Entanglements, Emotional LGBTQ Relationships, Show All…"
Upgrade,2018,"Weighted average of 3.65 based on 220,633 ratings",3.7,100 mins   More at IMDB TMDB,"Science Fiction, Action, Thriller, Thrillers And Murder Mysteries, Epic Heroes, Thought-Provoking Sci-Fi Action And Future Technology, Adrenaline-Fueled Action And Fast Cars, Twisted Dark Psychological Thriller, Action-Packed Space And Alien Sagas, Explosive And Action-Packed Heroes Vs. Villains, Show All…"
Bumblebee,2018,"Weighted average of 3.17 based on 250,611 ratings",3.2,113 mins   More at IMDB TMDB,"Action, Science Fiction, Adventure, Monsters, Aliens, Sci-Fi And The Apocalypse, Epic Heroes, High Speed And Special Ops, Moving Relationship Stories, Action-Packed Space And Alien Sagas, Superheroes In Action-Packed Battles With Villains, Thought-Provoking Sci-Fi Action And Future Technology, Adrenaline-Fueled Action And Fast Cars, Kids' Animated Fun And Adventure, Show All…"
At Eternity’s Gate,2018,"Weighted average of 3.75 based on 122,794 ratings",3.7,111 mins   More at IMDB TMDB,"Drama, Humanity And The World Around Us, Moving Relationship Stories, Surreal And Thought-Provoking Visions Of Life And Death, Emotional Life Of Renowned Artists, Powerful Poetic And Passionate Drama, Powerful Stories Of Heartbreak And Suffering, Captivating Relationships And Charming Romance, Show All…"
High Life,2018,"Weighted average of 3.23 based on 134,683 ratings",3.2,113 mins   More at IMDB TMDB,"Science Fiction, Drama, Mystery, Intense Violence And Sexual Transgression, Monsters, Aliens, Sci-Fi And The Apocalypse, Imaginative Space Odysseys And Alien Encounters, Challenging Or Sexual Themes & Twists, Surreal And Thought-Provoking Visions Of Life And Death, Thought-Provoking Sci-Fi Action And Future Technology, Action-Packed Space And Alien Sagas, Show All…"
Cold War,2018,"Weighted average of 4.04 based on 142,747 ratings",4.0,88 mins   More at IMDB TMDB,"Romance, Music, Drama, Moving Relationship Stories, Passion And Romance, Captivating Relationships And Charming Romance, Powerful Poetic And Passionate Drama, Emotional Life Of Renowned Artists, Tragic Sadness And Captivating Beauty, Show All…"
If Beale Street Could Talk,2018,"Weighted average of 3.93 based on 130,682 ratings",3.9,120 mins   More at IMDB TMDB,"Romance, Drama, Moving Relationship Stories, Humanity And The World Around Us, Heartbreaking And Moving Family Drama, Powerful Stories Of Heartbreak And Suffering, Passion And Romance, Tragic Sadness And Captivating Beauty, Touching And Sentimental Family Stories, Show All…"
Tag,2018,"Weighted average of 3.00 based on 207,618 ratings",3.0,100 mins   More at IMDB TMDB,"Comedy, Action, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Laugh-Out-Loud Relationship Entanglements, Quirky And Endearing Relationships, Amusing Jokes And Witty Satire, Show All…"
Sharp Objects,2018,"Weighted average of 4.30 based on 123,166 ratings",4.3,422 mins   More at IMDB TMDB,"Drama, Crime, Mystery, Thrillers And Murder Mysteries, Intense Violence And Sexual Transgression, Moving Relationship Stories, Twisted Dark Psychological Thriller, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Gripping, Intense Violent Crime, Noir And Dark Crime Dramas, Show All…"
Free Solo,2018,"Weighted average of 4.05 based on 163,399 ratings",4.0,100 mins   More at IMDB TMDB,"Adventure, Documentary, Moving Relationship Stories, Surreal And Thought-Provoking Visions Of Life And Death, Touching And Sentimental Family Stories, Humanity'S Odyssey: Earth And Beyond, Powerful Stories Of Heartbreak And Suffering, Show All…"
Christopher Robin,2018,"Weighted average of 3.52 based on 163,227 ratings",3.5,104 mins   More at IMDB TMDB,"Family, Adventure, Comedy, Fantasy, Moving Relationship Stories, Adorable Animals And Heartwarming Families, Fairy-Tale Fantasy And Enchanted Magic, Holiday Joy And Heartwarming Christmas, Kids' Animated Fun And Adventure, Touching And Sentimental Family Stories, Show All…"
The Grinch,2018,"Weighted average of 2.90 based on 186,096 ratings",2.9,85 mins   More at IMDB TMDB,"Animation, Fantasy, Comedy, Family, Holiday Joy And Heartwarming Christmas, Kids' Animated Fun And Adventure, Fairy-Tale Fantasy And Enchanted Magic, Adorable Animals And Heartwarming Families, Catchy Songs And Hilarious Musical Comedy, Show All…"
Widows,2018,"Weighted average of 3.55 based on 130,581 ratings",3.6,129 mins   More at IMDB TMDB,"Crime, Thriller, Crime, Drugs And Gangsters, High Speed And Special Ops, Heists And Thrilling Action, Violent Crime And Drugs, Gritty Crime And Ruthless Gangsters, Intense Political And Terrorist Thrillers, Suspenseful Crime Thrillers, Show All…"
Mary Poppins Returns,2018,"Weighted average of 3.03 based on 160,688 ratings",3.0,131 mins   More at IMDB TMDB,"Fantasy, Family, Comedy, Song And Dance, Dazzling Vocal Performances And Musicals, Fairy-Tale Fantasy And Enchanted Magic, Holiday Joy And Heartwarming Christmas, Kids' Animated Fun And Adventure, Adorable Animals And Heartwarming Families, Show All…"
Instant Family,2018,"Weighted average of 3.42 based on 162,856 ratings",3.4,118 mins   More at IMDB TMDB,"Drama, Comedy, Crude Humor And Satire, Moving Relationship Stories, Relationship Comedy, Emotional And Touching Family Dramas, Quirky And Endearing Relationships, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Laugh-Out-Loud Relationship Entanglements, Show All…"
Tomb Raider,2018,"Weighted average of 2.73 based on 169,215 ratings",2.7,118 mins   More at IMDB TMDB,"Action, Fantasy, Adventure, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Fantasy Adventure, Heroism, And Swordplay, Explosive And Action-Packed Heroes Vs. Villains, Epic Adventure And Breathtaking Battles, Intense Combat And Martial Arts, Show All…"
The Miseducation of Cameron Post,2018,"Weighted average of 3.48 based on 98,285 ratings",3.5,92 mins   More at IMDB TMDB,"Drama, Faith And Religion, Moving Relationship Stories, Emotional Teen Coming-Of-Age Stories, Emotional LGBTQ Relationships, Student Coming-Of-Age Challenges, Religious Faith, Sin, And Forgiveness, Emotional And Touching Family Dramas, Show All…"
Red Sparrow,2018,"Weighted average of 2.89 based on 134,864 ratings",2.9,140 mins   More at IMDB TMDB,"Mystery, Thriller, Intense Violence And Sexual Transgression, High Speed And Special Ops, Exciting Spy Thrillers With Tense Intrigue, Graphic Violence And Brutal Revenge, Challenging Or Sexual Themes & Twists, Twisted Dark Psychological Thriller, Explosive And Action-Packed Heroes Vs. Villains, Show All…"
Capernaum,2018,"Weighted average of 4.16 based on 85,138 ratings",4.2,126 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Humanity And The World Around Us, Powerful Stories Of Heartbreak And Suffering, Emotional And Touching Family Dramas, Heartbreaking And Moving Family Drama, Touching And Sentimental Family Stories, Tragic Sadness And Captivating Beauty, Show All…"
Cam,2018,"Weighted average of 2.88 based on 124,176 ratings",2.9,95 mins   More at IMDB TMDB,"Horror, Mystery, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Gothic And Eerie Haunting Horror, Challenging Or Sexual Themes & Twists, Terrifying, Haunted, And Supernatural Horror, Show All…"
