title,year,number_ratings,average_rating,length,genres
Hit the Night,2017,No number of ratings available,No average rating available,85 mins   More at IMDB TMDB,"Romance, Comedy"
Spider Thieves,2017,Weighted average of 3.30 based on 317 ratings,3.3,94 mins   More at IMDB TMDB,Drama
The Surrounding Game,2017,Weighted average of 3.39 based on 337 ratings,3.4,97 mins   More at IMDB TMDB,Documentary
Maddman: The Steve Madden Story,2017,Weighted average of 3.32 based on 260 ratings,3.3,78 mins   More at IMDB TMDB,Documentary
Hex,2017,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,"Horror, The Undead And Monster Classics, Terrifying, Haunted, And Supernatural Horror, Historical Battles And Epic Heroism, Show All…"
"Princess Diana: Her Life, Her Death, the Truth",2017,Weighted average of 3.45 based on 214 ratings,3.5,120 mins   More at IMDB TMDB,Documentary
Shelter,2017,Weighted average of 3.13 based on 201 ratings,3.1,93 mins   More at IMDB TMDB,Thriller
Charleston,2017,Weighted average of 3.35 based on 273 ratings,3.3,119 mins   More at IMDB TMDB,"Drama, Comedy"
Amal,2017,Weighted average of 3.49 based on 235 ratings,3.5,83 mins   More at IMDB TMDB,Documentary
Daughters of Destiny,2017,No number of ratings available,No average rating available,More at IMDB TMDB,Documentary
Pazucus: Island of Vomit and Despair,2017,No number of ratings available,No average rating available,111 mins   More at IMDB TMDB,"Horror, Fantasy, Adventure"
Breakdown Lane,2017,Weighted average of 2.63 based on 213 ratings,2.6,76 mins   More at IMDB TMDB,"Thriller, Horror, Drama"
Velipadinte Pusthakam,2017,Weighted average of 2.60 based on 533 ratings,2.6,157 mins   More at IMDB TMDB,"Drama, Comedy"
Hot Girls Wanted: Turned On,2017,Weighted average of 3.37 based on 242 ratings,3.4,270 mins   More at IMDB TMDB,Documentary
Wraith,2017,Weighted average of 2.61 based on 236 ratings,2.6,99 mins   More at IMDB TMDB,"Mystery, Thriller, Horror, Faith And Religion, Terrifying, Haunted, And Supernatural Horror, Religious Faith, Sin, And Forgiveness, Show All…"
Catch the Wind,2017,No number of ratings available,No average rating available,103 mins   More at IMDB TMDB,Drama
Walk of Fame,2017,Weighted average of 2.50 based on 239 ratings,2.5,83 mins   More at IMDB TMDB,Comedy
The Circle,2017,Weighted average of 2.79 based on 292 ratings,2.8,93 mins   More at IMDB TMDB,Horror
Geek Girls,2017,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,Documentary
Happy Burnout,2017,Weighted average of 2.89 based on 454 ratings,2.9,90 mins   More at IMDB TMDB,Comedy
Lost Gully Road,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,"Thriller, Horror"
Erase and Forget,2017,Weighted average of 3.37 based on 221 ratings,3.4,90 mins   More at IMDB TMDB,Documentary
The Ex-File 3: The Return of the Exes,2017,Weighted average of 2.91 based on 340 ratings,2.9,120 mins   More at IMDB TMDB,"Comedy, Romance"
Abu,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,Documentary
The Kennedys: After Camelot,2017,No number of ratings available,No average rating available,180 mins   More at IMDB TMDB,Drama
Rock and a Hard Place,2017,Weighted average of 3.32 based on 231 ratings,3.3,81 mins   More at IMDB TMDB,Documentary
Gordon & Paddy,2017,No number of ratings available,No average rating available,62 mins   More at IMDB TMDB,"Mystery, Fantasy, Animation"
Blood Hunt,2017,Weighted average of 2.95 based on 225 ratings,2.9,77 mins   More at IMDB TMDB,"Thriller, Horror"
"A: Aku, Benci & Cinta",2017,Weighted average of 3.00 based on 510 ratings,3.0,95 mins   More at IMDB TMDB,"Romance, Drama"
The Blind Spot,2017,Weighted average of 3.31 based on 381 ratings,3.3,105 mins   More at IMDB TMDB,"Drama, Thriller, Crime, Action"
Part-Time Spy,2017,Weighted average of 3.01 based on 282 ratings,3.0,117 mins   More at IMDB TMDB,"Comedy, Action"
Unarmed Verses,2017,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,Documentary
Patient Seventeen,2017,Weighted average of 2.77 based on 278 ratings,2.8,68 mins   More at IMDB TMDB,Documentary
Apricot Groves,2017,No number of ratings available,No average rating available,78 mins   More at IMDB TMDB,"Drama, Romance"
Dispossession: The Great Social Housing Swindle,2017,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,Documentary
The Time of Their Lives,2017,Weighted average of 3.03 based on 292 ratings,3.0,105 mins   More at IMDB TMDB,Comedy
Searing Summer,2017,Weighted average of 2.19 based on 495 ratings,2.2,85 mins   More at IMDB TMDB,"Drama, Family"
Things I Know to be True,2017,Weighted average of 3.63 based on 286 ratings,3.6,118 mins   More at TMDB,No genres available
Zombies,2017,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,"Action, Mystery, Horror, Thriller"
Tsunambee,2017,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,"Action, Horror"
Amok,2017,Weighted average of 3.13 based on 295 ratings,3.1,108 mins   More at IMDB TMDB,"Crime, Thriller"
The Heart of Man,2017,Weighted average of 3.62 based on 243 ratings,3.6,76 mins   More at IMDB TMDB,Documentary
The Villa Complex Residents,2017,Weighted average of 2.46 based on 510 ratings,2.5,90 mins   More at IMDB TMDB,"War, Drama"
The Shadow Effect,2017,Weighted average of 2.77 based on 260 ratings,2.8,93 mins   More at IMDB TMDB,"Thriller, Action, Science Fiction"
Mama Colonel,2017,No number of ratings available,No average rating available,72 mins   More at IMDB TMDB,Documentary
Brij Mohan Amar Rahe!,2017,Weighted average of 3.08 based on 270 ratings,3.1,100 mins   More at IMDB TMDB,"Drama, Comedy"
Non-Transferable,2017,Weighted average of 2.92 based on 301 ratings,2.9,80 mins   More at IMDB TMDB,"Comedy, Romance"
Mater,2017,Weighted average of 2.97 based on 240 ratings,3.0,80 mins   More at IMDB TMDB,Drama
Vikes,2017,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Romance, Comedy"
A River Below,2017,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,Documentary
A Heart of Love,2017,Weighted average of 3.47 based on 282 ratings,3.5,78 mins   More at IMDB TMDB,Drama
Love on Ice,2017,Weighted average of 2.94 based on 280 ratings,2.9,90 mins   More at IMDB TMDB,"Romance, TV Movie, Drama"
Panchayat,2017,Weighted average of 3.70 based on 275 ratings,3.7,138 mins   More at IMDB TMDB,"History, Drama"
Revenge Girl,2017,Weighted average of 3.05 based on 272 ratings,3.0,110 mins   More at IMDB TMDB,"Action, Comedy, Romance"
Lore,2017,Weighted average of 3.00 based on 207 ratings,3.0,109 mins   More at IMDB TMDB,Thriller
Little Harbour,2017,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Family, Drama"
The Tank,2017,Weighted average of 2.79 based on 261 ratings,2.8,85 mins   More at IMDB TMDB,"Science Fiction, Thriller"
Noor,2017,Weighted average of 2.90 based on 334 ratings,2.9,116 mins   More at IMDB TMDB,"Adventure, Romance, Drama, Comedy"
Love Blossoms,2017,Weighted average of 2.99 based on 260 ratings,3.0,84 mins   More at IMDB TMDB,"Drama, TV Movie, Romance"
Lynne Koplitz: Hormonal Beast,2017,Weighted average of 3.29 based on 299 ratings,3.3,51 mins   More at IMDB TMDB,Comedy
Nibunan,2017,Weighted average of 3.08 based on 463 ratings,3.1,137 mins   More at IMDB TMDB,"Thriller, Crime, Action"
The Blood Is at the Doorstep,2017,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,Documentary
Murder in the Woods,2017,Weighted average of 2.71 based on 243 ratings,2.7,88 mins   More at IMDB TMDB,"Horror, Thriller"
Maria: Don’t Forget I Come From the Tropics,2017,Weighted average of 3.50 based on 265 ratings,3.5,77 mins   More at IMDB TMDB,Documentary
Anne of Green Gables: The Good Stars,2017,Weighted average of 3.18 based on 242 ratings,3.2,87 mins   More at IMDB TMDB,"Family, TV Movie"
The Perfect Bride,2017,Weighted average of 3.07 based on 290 ratings,3.1,84 mins   More at IMDB TMDB,"TV Movie, Romance"
The Wrong Student,2017,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,"Thriller, TV Movie"
Future ’38,2017,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,"Comedy, Romance, Science Fiction"
Rockaway,2017,Weighted average of 3.27 based on 209 ratings,3.3,90 mins   More at IMDB TMDB,"Adventure, Drama, Moving Relationship Stories, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Emotional Teen Coming-Of-Age Stories, Show All…"
In Another World with My Smartphone,2017,Weighted average of 2.92 based on 352 ratings,2.9,288 mins   More at IMDB TMDB,"Animation, Comedy"
The Fast and the Fierce,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Thriller, Action"
Oha Diyorum,2017,Weighted average of 2.55 based on 480 ratings,2.5,90 mins   More at IMDB TMDB,Comedy
Italy Italy,2017,Weighted average of 2.54 based on 474 ratings,2.5,102 mins   More at IMDB TMDB,"Drama, Fantasy, Comedy"
Hanson and the Beast,2017,No number of ratings available,No average rating available,110 mins   More at IMDB TMDB,"Fantasy, Comedy"
Okka Kshanam,2017,Weighted average of 3.22 based on 456 ratings,3.2,140 mins   More at IMDB TMDB,"Romance, Thriller, Action"
Perú: Tesoro Escondido,2017,Weighted average of 3.15 based on 325 ratings,3.1,76 mins   More at IMDB TMDB,Documentary
Somehow 18,2017,Weighted average of 3.40 based on 283 ratings,3.4,700 mins   More at IMDB TMDB,Drama
House on Elm Lake,2017,Weighted average of 2.60 based on 225 ratings,2.6,96 mins   More at IMDB TMDB,Horror
The Case of the Wrong Man,2017,No number of ratings available,No average rating available,77 mins   More at IMDB TMDB,Documentary
Six Degrees of Celebration 6,2017,Weighted average of 2.79 based on 455 ratings,2.8,85 mins   More at IMDB TMDB,Comedy
The Brigade,2017,Weighted average of 3.27 based on 372 ratings,3.3,90 mins   More at IMDB TMDB,Drama
PSV Garuda Vega,2017,Weighted average of 3.34 based on 448 ratings,3.3,160 mins   More at IMDB TMDB,"Comedy, Action, Thriller"
Like Cats & Dogs,2017,Weighted average of 2.97 based on 258 ratings,3.0,84 mins   More at IMDB TMDB,"Comedy, TV Movie, Romance"
Jaha’s Promise,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,Documentary
Human Traces,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Thriller, Drama"
Muramba,2017,Weighted average of 3.47 based on 284 ratings,3.5,128 mins   More at IMDB TMDB,"Family, Drama"
Love Locks,2017,Weighted average of 3.05 based on 252 ratings,3.0,95 mins   More at IMDB TMDB,"Romance, Drama, TV Movie"
Afterburn/Aftershock,2017,Weighted average of 2.72 based on 243 ratings,2.7,100 mins   More at IMDB TMDB,"Drama, Romance"
The Waves,2017,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,"Comedy, Drama, Adventure"
Purple,2017,No number of ratings available,No average rating available,60 mins   More at IMDB TMDB,No genres available
Zakir Khan: Haq Se Single,2017,Weighted average of 3.56 based on 382 ratings,3.6,92 mins   More at IMDB TMDB,Comedy
Puthan Panam,2017,Weighted average of 2.85 based on 485 ratings,2.8,147 mins   More at IMDB TMDB,"Thriller, Crime, Action"
Woolf Works,2017,No number of ratings available,No average rating available,155 mins   More at IMDB TMDB,Music
Love at First Bark,2017,Weighted average of 3.03 based on 241 ratings,3.0,90 mins   More at IMDB TMDB,"Romance, TV Movie"
My Sassy Girl,2017,Weighted average of 3.29 based on 288 ratings,3.3,"1,120 mins   More at IMDB TMDB","Comedy, Drama"
The Emperor: Owner of the Mask,2017,Weighted average of 3.45 based on 305 ratings,3.5,"1,400 mins   More at IMDB TMDB",Drama
Zerzura,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Western, Documentary, Adventure"
If I Think of Germany at Night,2017,Weighted average of 3.23 based on 256 ratings,3.2,105 mins   More at IMDB TMDB,Documentary
March Goes out Like a Lamb,2017,Weighted average of 3.36 based on 205 ratings,3.4,139 mins   More at IMDB TMDB,Drama
Karuppan,2017,Weighted average of 2.89 based on 502 ratings,2.9,138 mins   More at IMDB TMDB,"Thriller, Romance, Action"
Nobody’s Perfect!,2017,Weighted average of 3.00 based on 302 ratings,3.0,90 mins   More at IMDB TMDB,Comedy
Paranormal Farm,2017,Weighted average of 2.80 based on 208 ratings,2.8,90 mins   More at IMDB TMDB,Horror
A Haunting Hitchhike,2017,No number of ratings available,No average rating available,110 mins   More at IMDB TMDB,"Family, Drama"
Beautiful Accident,2017,Weighted average of 3.37 based on 206 ratings,3.4,105 mins   More at IMDB TMDB,"Fantasy, Comedy, Romance"
Babumoshai Bandookbaaz,2017,Weighted average of 3.16 based on 358 ratings,3.2,122 mins   More at IMDB TMDB,"Action, Thriller, Crime"
Adventures of Omanakuttan,2017,Weighted average of 3.20 based on 410 ratings,3.2,166 mins   More at IMDB TMDB,"Comedy, Thriller"
Bong of the Living Dead,2017,Weighted average of 3.04 based on 209 ratings,3.0,81 mins   More at IMDB TMDB,"Horror, Comedy"
Man Divided,2017,Weighted average of 3.21 based on 250 ratings,3.2,87 mins   More at IMDB TMDB,"Drama, Science Fiction"
Holy Lands,2017,Weighted average of 3.07 based on 219 ratings,3.1,100 mins   More at IMDB TMDB,Drama
Expedition China,2017,No number of ratings available,No average rating available,78 mins   More at IMDB TMDB,Documentary
Attack of the Southern Fried Zombies,2017,Weighted average of 2.75 based on 201 ratings,2.8,83 mins   More at IMDB TMDB,Horror
Let It Snow,2017,Weighted average of 2.78 based on 408 ratings,2.8,95 mins   More at IMDB TMDB,Comedy
The Words That Built America,2017,No number of ratings available,No average rating available,49 mins   More at IMDB TMDB,Documentary
Readers,2017,No number of ratings available,No average rating available,105 mins   More at IMDB TMDB,No genres available
Waiting for You,2017,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,"Mystery, Drama"
Gordon Ramsay on Cocaine,2017,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,Documentary
Demon Hole,2017,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,"Comedy, Horror"
The Order of Things,2017,Weighted average of 3.33 based on 236 ratings,3.3,112 mins   More at IMDB TMDB,Drama
Part-Time Idol,2017,Weighted average of 3.13 based on 322 ratings,3.1,160 mins   More at IMDB TMDB,Drama
Borders,2017,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,"Comedy, Adventure, Drama"
One Fine Day,2017,Weighted average of 2.91 based on 481 ratings,2.9,101 mins   More at IMDB TMDB,"Drama, Romance"
Stuck,2017,Weighted average of 2.94 based on 241 ratings,2.9,85 mins   More at IMDB TMDB,"Music, Drama"
Operation Dunkirk,2017,Weighted average of 2.56 based on 282 ratings,2.6,95 mins   More at IMDB TMDB,"War, War And Historical Adventure, Bravery In War, Nazis And World War II, Military Combat And Heroic Soldiers, Historical Battles And Epic Heroism, Show All…"
Interviews with Monster Girls,2017,Weighted average of 3.44 based on 294 ratings,3.4,288 mins   More at IMDB TMDB,"Comedy, Animation"
Chrisye,2017,Weighted average of 3.17 based on 391 ratings,3.2,110 mins   More at IMDB TMDB,"Music, Drama, History"
The Good Catholic,2017,Weighted average of 3.04 based on 245 ratings,3.0,96 mins   More at IMDB TMDB,"Comedy, Drama"
Sea Sorrow,2017,No number of ratings available,No average rating available,74 mins   More at IMDB TMDB,Documentary
Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria,2017,Weighted average of 3.24 based on 347 ratings,3.2,288 mins   More at IMDB TMDB,Animation
A Demon Within,2017,Weighted average of 2.62 based on 245 ratings,2.6,91 mins   More at IMDB TMDB,"Drama, Romance, Horror"
Endangered Species,2017,Weighted average of 3.30 based on 259 ratings,3.3,105 mins   More at IMDB TMDB,Drama
Abundant Acreage Available,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,Drama
Dogged,2017,No number of ratings available,No average rating available,116 mins   More at IMDB TMDB,Horror
Giantess Attack,2017,No number of ratings available,No average rating available,62 mins   More at IMDB TMDB,Science Fiction
Brexitannia,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,Documentary
Kamen Rider Ex-Aid the Movie: True Ending,2017,Weighted average of 3.36 based on 297 ratings,3.4,61 mins   More at IMDB TMDB,"Action, Science Fiction, Adventure"
Witchcraft 15: Blood Rose,2017,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,Horror
Winnie,2017,No number of ratings available,No average rating available,98 mins   More at IMDB TMDB,Documentary
Breaking Legs,2017,Weighted average of 2.54 based on 217 ratings,2.5,97 mins   More at IMDB TMDB,Family
Cold Zone,2017,Weighted average of 2.66 based on 248 ratings,2.7,85 mins   More at IMDB TMDB,"Science Fiction, Adventure"
Summer in the Vineyard,2017,Weighted average of 3.04 based on 214 ratings,3.0,90 mins   More at IMDB TMDB,"TV Movie, Romance"
Mukoku,2017,No number of ratings available,No average rating available,125 mins   More at IMDB TMDB,"Action, Drama, Adventure"
Georgettan’s Pooram,2017,Weighted average of 2.60 based on 495 ratings,2.6,156 mins   More at IMDB TMDB,"Comedy, Drama"
Bruno & Boots: This Can’t Be Happening at Macdonald Hall,2017,Weighted average of 3.23 based on 327 ratings,3.2,89 mins   More at IMDB TMDB,"Family, TV Movie"
Tips for Cheating,2017,Weighted average of 2.77 based on 429 ratings,2.8,100 mins   More at IMDB TMDB,"Romance, Comedy"
Out of State,2017,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,Documentary
Kate Can’t Swim,2017,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Drama, Comedy"
15+ Coming of Age,2017,Weighted average of 2.87 based on 331 ratings,2.9,104 mins   More at IMDB TMDB,"Comedy, Romance"
Angry Angel,2017,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"TV Movie, Fantasy, Comedy, Romance"
Trip Ubusan: The Lolas vs Zombies,2017,Weighted average of 2.73 based on 241 ratings,2.7,108 mins   More at IMDB TMDB,"Comedy, Horror"
Different Flowers,2017,No number of ratings available,No average rating available,99 mins   More at IMDB TMDB,Comedy
Bose: Dead/Alive,2017,Weighted average of 3.46 based on 322 ratings,3.5,189 mins   More at IMDB TMDB,"Drama, Mystery, Politics And Human Rights, Bollywood Emotional Dramas, Show All…"
Black Site Delta,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Action
Walking Past the Future,2017,No number of ratings available,No average rating available,129 mins   More at IMDB TMDB,Drama
Miss Me This Christmas,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"TV Movie, Comedy"
Double Dutchess: Seeing Double,2017,No number of ratings available,No average rating available,63 mins   More at IMDB TMDB,Music
Love Struck Café,2017,Weighted average of 2.97 based on 255 ratings,3.0,84 mins   More at IMDB TMDB,"TV Movie, Romance"
Overprotected Kahoko,2017,Weighted average of 3.52 based on 222 ratings,3.5,450 mins   More at IMDB TMDB,"Drama, Comedy, Family"
The Student,2017,Weighted average of 2.64 based on 301 ratings,2.6,90 mins   More at IMDB TMDB,Thriller
Yellow,2017,Weighted average of 2.00 based on 473 ratings,2.0,90 mins   More at IMDB TMDB,Drama
