title,year,number_ratings,average_rating,length,genres
Twelve Thousand,2019,No number of ratings available,No average rating available,111 mins   More at IMDB TMDB,Drama
The Retirement,2019,Weighted average of 3.09 based on 377 ratings,3.1,91 mins   More at IMDB TMDB,"Comedy, Drama"
When We’re Born,2019,Weighted average of 2.98 based on 277 ratings,3.0,97 mins   More at IMDB TMDB,"Drama, Romance, Music"
Just Kids,2019,Weighted average of 3.23 based on 278 ratings,3.2,103 mins   More at IMDB TMDB,Drama
Animation Outlaws,2019,No number of ratings available,No average rating available,67 mins   More at IMDB TMDB,Documentary
Would I Lie to You: The Beginning,2019,Weighted average of 2.80 based on 468 ratings,2.8,100 mins   More at IMDB TMDB,Comedy
Dorival Caymmi - Um Homem de Afetos,2019,Weighted average of 3.56 based on 262 ratings,3.6,93 mins   More at IMDB TMDB,Documentary
Valentine in the Vineyard,2019,Weighted average of 3.01 based on 251 ratings,3.0,84 mins   More at IMDB TMDB,"Romance, TV Movie"
Angel Falls: A Novel Holiday,2019,Weighted average of 2.97 based on 210 ratings,3.0,84 mins   More at IMDB TMDB,"Romance, TV Movie"
Homing,2019,Weighted average of 3.23 based on 235 ratings,3.2,90 mins   More at IMDB TMDB,Drama
Devi 2,2019,Weighted average of 2.60 based on 516 ratings,2.6,126 mins   More at IMDB TMDB,"Comedy, Horror"
Slasher: Solstice,2019,Weighted average of 3.41 based on 367 ratings,3.4,360 mins   More at TMDB,Horror
Hacker,2019,Weighted average of 2.93 based on 347 ratings,2.9,96 mins   More at IMDB TMDB,"Family, Action"
Mina-Anud,2019,Weighted average of 3.20 based on 331 ratings,3.2,104 mins   More at TMDB,"Crime, Comedy"
A Beloved Wife,2019,Weighted average of 3.27 based on 210 ratings,3.3,118 mins   More at IMDB TMDB,"Romance, Comedy, Drama"
Pig,2019,Weighted average of 3.55 based on 236 ratings,3.5,81 mins   More at IMDB TMDB,Drama
The Forbidden Reel,2019,No number of ratings available,No average rating available,121 mins   More at IMDB TMDB,"Documentary, History"
Dark Whispers - Volume 1,2019,No number of ratings available,No average rating available,104 mins   More at IMDB TMDB,"Thriller, Horror"
Luccas Neto in: Summer Camp,2019,Weighted average of 2.70 based on 404 ratings,2.7,87 mins   More at IMDB TMDB,Comedy
Height of the Wave,2019,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Drama
Birdsong,2019,Weighted average of 3.25 based on 250 ratings,3.3,90 mins   More at IMDB TMDB,"Fantasy, Music, Drama"
Eroski/Paraíso,2019,Weighted average of 3.60 based on 282 ratings,3.6,75 mins   More at IMDB TMDB,"Drama, Comedy"
Measure for Measure,2019,No number of ratings available,No average rating available,107 mins   More at IMDB TMDB,"Drama, Thriller"
The Driver,2019,Weighted average of 2.70 based on 225 ratings,2.7,97 mins   More at IMDB TMDB,"Action, Horror"
When the Devil Calls Your Name,2019,No number of ratings available,No average rating available,"1,120 mins   More at IMDB TMDB",Comedy
A Very Vintage Christmas,2019,Weighted average of 2.89 based on 232 ratings,2.9,90 mins   More at IMDB TMDB,"Romance, TV Movie"
My Bossy Girl,2019,Weighted average of 3.16 based on 337 ratings,3.2,100 mins   More at IMDB TMDB,"Comedy, Romance"
Christmas Jars,2019,Weighted average of 3.18 based on 255 ratings,3.2,90 mins   More at IMDB TMDB,"Comedy, Drama, Romance, TV Movie"
In the Key of Love,2019,Weighted average of 2.97 based on 242 ratings,3.0,90 mins   More at IMDB TMDB,"Romance, TV Movie"
The Beast in the Jungle,2019,Weighted average of 3.10 based on 256 ratings,3.1,87 mins   More at IMDB TMDB,Drama
The Public’s Much Ado About Nothing,2019,No number of ratings available,No average rating available,134 mins   More at IMDB TMDB,Comedy
Resistance,2019,Weighted average of 3.13 based on 283 ratings,3.1,122 mins   More at IMDB TMDB,"Drama, History, Romance"
Kamen Rider Build NEW WORLD: Kamen Rider Grease,2019,Weighted average of 3.43 based on 306 ratings,3.4,64 mins   More at IMDB TMDB,"Action, Adventure, Science Fiction, Fantasy, Comedy, Drama"
Mystery 101: Playing Dead,2019,Weighted average of 3.20 based on 305 ratings,3.2,84 mins   More at IMDB TMDB,"Mystery, TV Movie"
The Projectionist,2019,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,"Thriller, Mystery, Drama"
Show Me What You Got,2019,No number of ratings available,No average rating available,96 mins   More at IMDB TMDB,"Drama, Romance"
Assassinaut,2019,No number of ratings available,No average rating available,83 mins   More at IMDB TMDB,"Thriller, Science Fiction"
Thicker Than Water,2019,Weighted average of 2.89 based on 267 ratings,2.9,90 mins   More at IMDB TMDB,"TV Movie, Thriller"
Fabulous,2019,Weighted average of 3.26 based on 302 ratings,3.3,109 mins   More at IMDB TMDB,Comedy
Day and Night,2019,No number of ratings available,No average rating available,134 mins   More at IMDB TMDB,"Drama, Crime"
Tempting Fate,2019,Weighted average of 2.85 based on 246 ratings,2.8,87 mins   More at IMDB TMDB,"Romance, TV Movie, Drama"
Peaches & Cream,2019,Weighted average of 3.56 based on 246 ratings,3.6,92 mins   More at IMDB TMDB,"Drama, Fantasy, Comedy"
"Red, White & Wasted",2019,Weighted average of 3.36 based on 243 ratings,3.4,89 mins   More at IMDB TMDB,Documentary
Family History,2019,Weighted average of 2.79 based on 328 ratings,2.8,125 mins   More at TMDB,No genres available
The Accidental Prime Minister,2019,Weighted average of 2.98 based on 367 ratings,3.0,111 mins   More at IMDB TMDB,"Drama, History, Politics And Human Rights, Riveting Political And Presidential Drama, Show All…"
Shelby American,2019,Weighted average of 3.43 based on 333 ratings,3.4,119 mins   More at IMDB TMDB,Documentary
The Legions,2019,Weighted average of 3.05 based on 413 ratings,3.0,140 mins   More at IMDB TMDB,"Drama, War, History"
Lucid,2019,No number of ratings available,No average rating available,More at TMDB,No genres available
The King’s Avatar,2019,Weighted average of 3.41 based on 321 ratings,3.4,"1,800 mins   More at IMDB TMDB",Drama
The Last Bridesmaid,2019,Weighted average of 3.10 based on 297 ratings,3.1,84 mins   More at IMDB TMDB,"Romance, TV Movie"
Picture Perfect Mysteries: Newlywed and Dead,2019,Weighted average of 3.09 based on 280 ratings,3.1,80 mins   More at IMDB TMDB,"Mystery, Crime, TV Movie"
Kuntilanak 2,2019,Weighted average of 2.91 based on 337 ratings,2.9,100 mins   More at IMDB TMDB,Horror
Sita,2019,Weighted average of 2.68 based on 534 ratings,2.7,161 mins   More at IMDB TMDB,No genres available
I’m Gonna Make You Love Me,2019,Weighted average of 3.25 based on 214 ratings,3.3,82 mins   More at IMDB TMDB,Documentary
Transfinite,2019,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,Science Fiction
Beyond Horror: The History and Sub-Culture of Red Films,2019,No number of ratings available,No average rating available,77 mins   More at IMDB TMDB,"Documentary, Horror"
The White Devil,2019,Weighted average of 3.10 based on 219 ratings,3.1,83 mins   More at IMDB TMDB,"Thriller, Drama, Horror"
Elfette Saves Christmas,2019,Weighted average of 2.77 based on 213 ratings,2.8,103 mins   More at IMDB TMDB,"Comedy, Fantasy, Family"
The Wrong Boy Next Door,2019,Weighted average of 2.70 based on 241 ratings,2.7,83 mins   More at IMDB TMDB,"Thriller, TV Movie, Crime, Drama"
The Irish Revolution,2019,No number of ratings available,No average rating available,99 mins   More at IMDB TMDB,"Documentary, History, TV Movie"
Lapü,2019,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,Documentary
Master of Dark Shadows,2019,Weighted average of 3.39 based on 234 ratings,3.4,92 mins   More at IMDB TMDB,Documentary
Censored,2019,Weighted average of 3.26 based on 347 ratings,3.3,100 mins   More at IMDB TMDB,"History, Drama"
Ron Funches: Giggle Fit,2019,Weighted average of 3.42 based on 272 ratings,3.4,61 mins   More at IMDB TMDB,Comedy
Once in Trubchevsk,2019,Weighted average of 3.17 based on 202 ratings,3.2,80 mins   More at IMDB TMDB,Drama
Looking for Gilles Caron,2019,Weighted average of 3.54 based on 259 ratings,3.5,93 mins   More at IMDB TMDB,Documentary
Voicemails From Strangers,2019,No number of ratings available,No average rating available,47 mins   More at IMDB TMDB,Documentary
Brendan Schaub: You’d Be Surprised,2019,Weighted average of 2.32 based on 398 ratings,2.3,65 mins   More at IMDB TMDB,Comedy
Killer Queen,2019,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,"Thriller, Horror"
Athlete,2019,Weighted average of 3.11 based on 204 ratings,3.1,88 mins   More at IMDB TMDB,"Drama, Romance"
Jackpot,2019,Weighted average of 2.84 based on 495 ratings,2.8,142 mins   More at IMDB TMDB,"Comedy, Action"
A Perfect Host,2019,Weighted average of 3.04 based on 245 ratings,3.0,76 mins   More at IMDB TMDB,"Horror, Thriller, Drama"
Parineeta,2019,Weighted average of 3.31 based on 423 ratings,3.3,115 mins   More at IMDB TMDB,Romance
FAT: A Documentary,2019,Weighted average of 3.26 based on 272 ratings,3.3,95 mins   More at IMDB TMDB,"Documentary, Politics And Human Rights, Politics, Propaganda, And Political Documentaries, Show All…"
The Great Green Wall,2019,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,Documentary
My Out-Laws,2019,Weighted average of 2.91 based on 473 ratings,2.9,83 mins   More at IMDB TMDB,Comedy
Recon,2019,Weighted average of 3.00 based on 321 ratings,3.0,95 mins   More at IMDB TMDB,"Thriller, War"
Maradona in Mexico,2019,Weighted average of 3.45 based on 327 ratings,3.5,273 mins   More at IMDB TMDB,Documentary
"I, Leonardo",2019,Weighted average of 2.96 based on 271 ratings,3.0,90 mins   More at IMDB TMDB,"Drama, History"
This Is Cristina,2019,Weighted average of 3.23 based on 234 ratings,3.2,82 mins   More at IMDB TMDB,"Comedy, Drama"
Get Lucky,2019,Weighted average of 2.57 based on 303 ratings,2.6,98 mins   More at IMDB TMDB,Comedy
8 Days: To the Moon and Back,2019,Weighted average of 3.48 based on 243 ratings,3.5,90 mins   More at IMDB TMDB,"History, TV Movie, Documentary"
Before the Dawn,2019,Weighted average of 2.81 based on 267 ratings,2.8,105 mins   More at IMDB TMDB,"Romance, Drama, Moving Relationship Stories, Student Coming-Of-Age Challenges, Emotional Teen Coming-Of-Age Stories, Powerful Stories Of Heartbreak And Suffering, Show All…"
The True Don Quixote,2019,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,Comedy
Adoring,2019,Weighted average of 3.16 based on 260 ratings,3.2,108 mins   More at IMDB TMDB,"Drama, Family"
Forgotten Christmas,2019,Weighted average of 3.10 based on 292 ratings,3.1,70 mins   More at IMDB TMDB,"Comedy, Family"
Many Happy Returns,2019,Weighted average of 3.37 based on 210 ratings,3.4,80 mins   More at IMDB TMDB,Drama
Meeku Maathrame Cheptha,2019,Weighted average of 3.13 based on 453 ratings,3.1,116 mins   More at IMDB TMDB,"Drama, Comedy"
Motherland,2019,Weighted average of 3.33 based on 263 ratings,3.3,96 mins   More at IMDB TMDB,Drama
Siberia and Him,2019,No number of ratings available,No average rating available,77 mins   More at IMDB TMDB,Drama
Carcereiros: O Filme,2019,Weighted average of 3.04 based on 354 ratings,3.0,110 mins   More at IMDB TMDB,"Drama, Crime"
Self Discovery for Social Survival,2019,No number of ratings available,No average rating available,54 mins   More at IMDB TMDB,"Documentary, Music"
Double Pregnant,2019,Weighted average of 2.61 based on 383 ratings,2.6,97 mins   More at IMDB TMDB,Comedy
Guests,2019,Weighted average of 2.71 based on 319 ratings,2.7,87 mins   More at IMDB TMDB,"Thriller, Romance, Horror"
Fanfare,2019,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,"Crime, Thriller, Horror"
Tennessee Gothic,2019,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,"Comedy, Horror"
Unsound,2019,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,Drama
Rocca Changes the World,2019,Weighted average of 3.32 based on 322 ratings,3.3,101 mins   More at IMDB TMDB,"Family, Comedy"
Children of the Snow,2019,No number of ratings available,No average rating available,170 mins   More at IMDB TMDB,"Crime, Documentary"
Helsreach,2019,Weighted average of 3.67 based on 250 ratings,3.7,150 mins   More at IMDB TMDB,"Science Fiction, War, Animation, Fantasy"
Once Upon a River,2019,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Drama
Ranarangam,2019,Weighted average of 3.02 based on 497 ratings,3.0,138 mins   More at IMDB TMDB,"Crime, Action"
"Turu, the Wacky Hen",2019,Weighted average of 2.78 based on 229 ratings,2.8,80 mins   More at IMDB TMDB,"Animation, Adventure, Family, Music"
Love Me Not,2019,Weighted average of 2.98 based on 243 ratings,3.0,83 mins   More at IMDB TMDB,Drama
Against the Clock,2019,Weighted average of 2.56 based on 200 ratings,2.6,102 mins   More at IMDB TMDB,"Action, Thriller"
The Investigation: A Haunting in Sherwood,2019,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,Horror
Kalki,2019,Weighted average of 3.18 based on 446 ratings,3.2,142 mins   More at IMDB TMDB,"Action, Crime, Thriller"
"Oblatos, Epic Flight into the Night",2019,Weighted average of 3.63 based on 201 ratings,3.6,112 mins   More at IMDB TMDB,Documentary
100 Days to Live,2019,Weighted average of 2.98 based on 358 ratings,3.0,90 mins   More at IMDB TMDB,"Crime, Thriller"
BTK: A Killer Among Us,2019,No number of ratings available,No average rating available,85 mins   More at IMDB TMDB,"TV Movie, Documentary"
A Storybook Christmas,2019,Weighted average of 3.04 based on 236 ratings,3.0,90 mins   More at IMDB TMDB,"Romance, TV Movie, Comedy"
The Nightmare Gallery,2019,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,"Drama, Horror, Thriller"
Tapeworm,2019,No number of ratings available,No average rating available,78 mins   More at IMDB TMDB,"Comedy, Drama"
Auggie,2019,Weighted average of 3.12 based on 208 ratings,3.1,81 mins   More at IMDB TMDB,"Drama, Science Fiction"
Penoza: The Final Chapter,2019,Weighted average of 3.14 based on 394 ratings,3.1,116 mins   More at IMDB TMDB,"Action, Crime, Thriller, Drama"
A Dog’s Death,2019,Weighted average of 3.28 based on 226 ratings,3.3,80 mins   More at IMDB TMDB,"Drama, Comedy"
Love and Sunshine,2019,Weighted average of 3.09 based on 253 ratings,3.1,90 mins   More at IMDB TMDB,"TV Movie, Romance"
We Are the Radical Monarchs,2019,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Documentary
Looted,2019,Weighted average of 3.31 based on 226 ratings,3.3,89 mins   More at IMDB TMDB,"Drama, Crime"
Last Sunrise,2019,Weighted average of 3.33 based on 250 ratings,3.3,103 mins   More at IMDB TMDB,"Science Fiction, Drama, Adventure"
Korea: The Never-Ending War,2019,Weighted average of 3.51 based on 211 ratings,3.5,114 mins   More at IMDB TMDB,"Documentary, War"
"¡Ay, mi madre!",2019,Weighted average of 2.70 based on 367 ratings,2.7,81 mins   More at IMDB TMDB,Comedy
Obsession,2019,Weighted average of 2.89 based on 263 ratings,2.9,91 mins   More at IMDB TMDB,Thriller
Roxane,2019,Weighted average of 3.20 based on 360 ratings,3.2,85 mins   More at IMDB TMDB,Comedy
Queering the Script,2019,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,No genres available
The Cleansing,2019,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,"Drama, Thriller, Horror"
African Violet,2019,Weighted average of 3.06 based on 381 ratings,3.1,93 mins   More at IMDB TMDB,Drama
Abikalypse,2019,Weighted average of 3.04 based on 319 ratings,3.0,99 mins   More at IMDB TMDB,Comedy
"Jordan River Anderson, The Messenger",2019,No number of ratings available,No average rating available,65 mins   More at IMDB TMDB,Documentary
Knuckle City,2019,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,"Crime, Action, Drama"
A Christmas Recipe for Romance,2019,Weighted average of 2.78 based on 238 ratings,2.8,87 mins   More at IMDB TMDB,"TV Movie, Romance"
Prathi Poovankozhi,2019,Weighted average of 3.07 based on 422 ratings,3.1,102 mins   More at IMDB TMDB,Drama
Icarus. The Legend of Mietek Kosz,2019,Weighted average of 3.34 based on 365 ratings,3.3,122 mins   More at IMDB TMDB,"Drama, History"
Unmasking Jihadi John: Anatomy of a Terrorist,2019,Weighted average of 3.40 based on 303 ratings,3.4,90 mins   More at IMDB TMDB,Documentary
That Which Does Not Kill,2019,Weighted average of 3.47 based on 234 ratings,3.5,83 mins   More at IMDB TMDB,"Drama, Documentary"
Angélica,2019,No number of ratings available,No average rating available,103 mins   More at IMDB TMDB,Drama
118,2019,Weighted average of 3.08 based on 446 ratings,3.1,120 mins   More at IMDB TMDB,"Action, Thriller"
Swear,2019,Weighted average of 2.59 based on 484 ratings,2.6,82 mins   More at IMDB TMDB,Drama
Im Schatten der Angst,2019,Weighted average of 2.86 based on 379 ratings,2.9,89 mins   More at IMDB TMDB,"TV Movie, Thriller"
Planet of the Tapes,2019,Weighted average of 3.08 based on 334 ratings,3.1,70 mins   More at IMDB TMDB,Documentary
The First Supper,2019,No number of ratings available,No average rating available,127 mins   More at IMDB TMDB,Family
Limbo,2019,Weighted average of 3.11 based on 252 ratings,3.1,89 mins   More at IMDB TMDB,"Drama, Crime, Thriller"
SnowComing,2019,Weighted average of 2.97 based on 260 ratings,3.0,90 mins   More at IMDB TMDB,"Romance, TV Movie"
Carl Laemmle,2019,Weighted average of 3.51 based on 224 ratings,3.5,91 mins   More at IMDB TMDB,Documentary
Love to the Rescue,2019,Weighted average of 3.21 based on 253 ratings,3.2,84 mins   More at IMDB TMDB,"TV Movie, Romance"
Jessie’s Super Normal Regular Average Day,2019,No number of ratings available,No average rating available,More at IMDB TMDB,"Comedy, Horror"
The Last Cop,2019,Weighted average of 2.91 based on 325 ratings,2.9,100 mins   More at IMDB TMDB,"Crime, Comedy"
Intrigo: Dear Agnes,2019,Weighted average of 2.96 based on 229 ratings,3.0,100 mins   More at IMDB TMDB,"Crime, Drama, Mystery"
Acqua Movie,2019,Weighted average of 3.24 based on 238 ratings,3.2,105 mins   More at IMDB TMDB,Drama
Picture Perfect Royal Christmas,2019,Weighted average of 2.84 based on 254 ratings,2.8,90 mins   More at IMDB TMDB,"Romance, Drama, Comedy, TV Movie"
The Whispering Man,2019,No number of ratings available,No average rating available,74 mins   More at IMDB TMDB,"Thriller, Horror, Mystery"
Big Top Evil,2019,Weighted average of 2.61 based on 210 ratings,2.6,81 mins   More at IMDB TMDB,Horror
Love Child,2019,No number of ratings available,No average rating available,112 mins   More at IMDB TMDB,Documentary
Dead Volume,2019,Weighted average of 3.13 based on 294 ratings,3.1,80 mins   More at IMDB TMDB,Drama
Full-Dress,2019,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,"Drama, Comedy, Crime"
The Christmas Chalet,2019,Weighted average of 3.05 based on 257 ratings,3.0,90 mins   More at IMDB TMDB,"Romance, TV Movie"
Benjamin the Elephant,2019,Weighted average of 2.55 based on 363 ratings,2.5,91 mins   More at IMDB TMDB,"Family, Comedy"
The Last to See Them,2019,No number of ratings available,No average rating available,79 mins   More at IMDB TMDB,Drama
Sweet Mountain Christmas,2019,Weighted average of 2.98 based on 227 ratings,3.0,87 mins   More at IMDB TMDB,"TV Movie, Romance"
Incident at Montauk,2019,Weighted average of 2.67 based on 208 ratings,2.7,60 mins   More at IMDB TMDB,"Mystery, Science Fiction, Horror"
Khartoum Offside,2019,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,Documentary
Ultraman R/B The Movie: Select! The Crystal of Bond,2019,No number of ratings available,No average rating available,72 mins   More at IMDB TMDB,"Action, Science Fiction, Family"
Radio Silence,2019,Weighted average of 2.79 based on 326 ratings,2.8,90 mins   More at IMDB TMDB,"Thriller, TV Movie"
After Met You,2019,Weighted average of 2.84 based on 447 ratings,2.8,107 mins   More at IMDB TMDB,"Drama, Romance"
Beneath The Leaves,2019,Weighted average of 2.71 based on 272 ratings,2.7,90 mins   More at IMDB TMDB,Thriller
Examination of Conscience,2019,Weighted average of 3.50 based on 215 ratings,3.5,150 mins   More at IMDB TMDB,Documentary
Under the Supervision,2019,Weighted average of 1.86 based on 541 ratings,1.9,87 mins   More at IMDB TMDB,Comedy
Silenced Tree,2019,Weighted average of 3.05 based on 313 ratings,3.1,119 mins   More at IMDB TMDB,Drama
How to Hate You,2019,Weighted average of 3.26 based on 310 ratings,3.3,360 mins   More at TMDB,"Drama, Comedy"
Saudi Women’s Driving School,2019,No number of ratings available,No average rating available,60 mins   More at IMDB TMDB,Documentary
Mystery 101: Words Can Kill,2019,Weighted average of 3.20 based on 280 ratings,3.2,84 mins   More at IMDB TMDB,"Mystery, TV Movie"
Missbehavior,2019,Weighted average of 2.99 based on 232 ratings,3.0,90 mins   More at IMDB TMDB,Comedy
Sesinde Aşk Var,2019,Weighted average of 2.61 based on 427 ratings,2.6,185 mins   More at IMDB TMDB,"Music, Romance"
Bikeman 2,2019,Weighted average of 3.03 based on 409 ratings,3.0,107 mins   More at IMDB TMDB,Comedy
U311 Cherkasy,2019,Weighted average of 3.37 based on 239 ratings,3.4,102 mins   More at IMDB TMDB,"Action, Drama, War"
Lupe,2019,No number of ratings available,No average rating available,77 mins   More at IMDB TMDB,Drama
Cruel Fixation,2019,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,Thriller
Calum von Moger: Unbroken,2019,Weighted average of 3.15 based on 364 ratings,3.2,93 mins   More at IMDB TMDB,Documentary
Call Mom!,2019,Weighted average of 3.23 based on 350 ratings,3.2,101 mins   More at IMDB TMDB,"Drama, Comedy"
Alone With Her Dreams,2019,Weighted average of 3.47 based on 209 ratings,3.5,95 mins   More at IMDB TMDB,Drama
The Platform Master,2019,No number of ratings available,No average rating available,101 mins   More at IMDB TMDB,Documentary
El Sendero de la Anaconda,2019,Weighted average of 3.28 based on 271 ratings,3.3,74 mins   More at IMDB TMDB,Documentary
Tenzo,2019,No number of ratings available,No average rating available,63 mins   More at IMDB TMDB,Documentary
Mimicry Freaks,2019,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,"Mystery, Horror, Thriller"
Bloody Chainsaw Girl Returns: Giko Awakens,2019,No number of ratings available,No average rating available,54 mins   More at IMDB TMDB,"Horror, Action"
Pride & Prejudice: Atlanta,2019,No number of ratings available,No average rating available,More at IMDB TMDB,"Drama, Comedy, Romance, TV Movie"
Aesop’s Game,2019,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Science Fiction, Thriller, Fantasy"
My One & Only,2019,Weighted average of 3.04 based on 262 ratings,3.0,84 mins   More at IMDB TMDB,"Romance, TV Movie"
Back Street Girls: Gokudols,2019,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Comedy, Action"
One Winter Proposal,2019,Weighted average of 3.11 based on 250 ratings,3.1,90 mins   More at IMDB TMDB,"Romance, TV Movie"
Necropolis: Legion,2019,No number of ratings available,No average rating available,61 mins   More at IMDB TMDB,Horror
Hi This Is Flume,2019,No number of ratings available,No average rating available,43 mins   More at IMDB TMDB,No genres available
Suspension,2019,Weighted average of 3.43 based on 206 ratings,3.4,72 mins   More at IMDB TMDB,Documentary
Arjun Patiala,2019,Weighted average of 2.77 based on 380 ratings,2.8,107 mins   More at IMDB TMDB,"Romance, Comedy"
Ohong Village,2019,Weighted average of 3.42 based on 305 ratings,3.4,91 mins   More at IMDB TMDB,Drama
Max Steiner: Maestro of Movie Music,2019,Weighted average of 3.44 based on 249 ratings,3.4,120 mins   More at IMDB TMDB,Documentary
Once More Unto the Breach,2019,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,"History, War, Drama"
Low Low,2019,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Drama
Solar Impact,2019,Weighted average of 2.58 based on 288 ratings,2.6,86 mins   More at IMDB TMDB,"Thriller, Fantasy, Action"
As I Am,2019,No number of ratings available,No average rating available,125 mins   More at IMDB TMDB,Drama
Inside the Rain,2019,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,"Comedy, Drama, Romance"
P Storm,2019,Weighted average of 3.04 based on 325 ratings,3.0,96 mins   More at IMDB TMDB,"Action, Crime"
Little Q,2019,Weighted average of 3.14 based on 287 ratings,3.1,108 mins   More at IMDB TMDB,"Family, Drama"
Barot House,2019,Weighted average of 3.25 based on 316 ratings,3.2,90 mins   More at IMDB TMDB,Thriller
Lluvia de jaulas,2019,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,Documentary
Thunderbolt Fantasy: Bewitching Melody of the West,2019,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Drama, Animation, Action, Fantasy, Adventure"
Ambition,2019,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Thriller
Three Days of Christmas,2019,Weighted average of 3.45 based on 258 ratings,3.5,180 mins   More at IMDB TMDB,Drama
Pariah: The Lives and Deaths of Sonny Liston,2019,Weighted average of 3.46 based on 268 ratings,3.5,90 mins   More at IMDB TMDB,Documentary
Love Unleashed,2019,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Romance, TV Movie"
Recovery,2019,Weighted average of 2.89 based on 207 ratings,2.9,87 mins   More at IMDB TMDB,Horror
