title,year,number_ratings,average_rating,length,genres
The Children of the Dead,2019,Weighted average of 3.13 based on 925 ratings,3.1,90 mins   More at IMDB TMDB,"Horror, Mystery"
Adam Devine: Best Time of Our Lives,2019,"Weighted average of 2.92 based on 1,604 ratings",2.9,58 mins   More at IMDB TMDB,"Comedy, TV Movie"
Egg,2019,"Weighted average of 3.37 based on 1,002 ratings",3.4,100 mins   More at IMDB TMDB,Drama
Again Once Again,2019,"Weighted average of 3.36 based on 1,231 ratings",3.4,84 mins   More at IMDB TMDB,Documentary
Free Country,2019,"Weighted average of 3.37 based on 1,431 ratings",3.4,130 mins   More at IMDB TMDB,"Drama, Thriller"
Total Dhamaal,2019,"Weighted average of 2.27 based on 2,266 ratings",2.3,127 mins   More at IMDB TMDB,"Comedy, Adventure, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Amusing Jokes And Witty Satire, Catchy Songs And Hilarious Musical Comedy, Show All…"
At Eighteen,2019,"Weighted average of 3.35 based on 1,517 ratings",3.3,"1,120 mins   More at IMDB TMDB","Comedy, Drama"
17 Blocks,2019,Weighted average of 3.76 based on 778 ratings,3.8,98 mins   More at IMDB TMDB,Documentary
Lost Girl,2019,"Weighted average of 3.15 based on 1,642 ratings",3.1,106 mins   More at IMDB TMDB,"Mystery, Thriller"
Money,2019,"Weighted average of 3.01 based on 1,518 ratings",3.0,115 mins   More at IMDB TMDB,"Crime, Drama"
Chiwawa,2019,Weighted average of 3.36 based on 561 ratings,3.4,104 mins   More at IMDB TMDB,"Romance, Mystery, Comedy"
Sebastian Maniscalco: Stay Hungry,2019,"Weighted average of 3.46 based on 1,664 ratings",3.5,65 mins   More at IMDB TMDB,"TV Movie, Comedy"
The Name of the Rose,2019,"Weighted average of 3.37 based on 1,130 ratings",3.4,416 mins   More at IMDB TMDB,"Drama, Mystery, Faith And Religion, Faith And Spiritual Journeys, Religious Faith, Sin, And Forgiveness, Powerful Poetic And Passionate Drama, Show All…"
At the End of Eight,2019,"Weighted average of 1.75 based on 1,578 ratings",1.8,76 mins   More at IMDB TMDB,"Thriller, Horror"
Initials S.G.,2019,"Weighted average of 3.28 based on 1,013 ratings",3.3,93 mins   More at IMDB TMDB,"Drama, Comedy"
If I Were a Rich Man,2019,"Weighted average of 2.68 based on 2,029 ratings",2.7,98 mins   More at IMDB TMDB,Comedy
DreadOut,2019,"Weighted average of 2.75 based on 1,578 ratings",2.7,95 mins   More at IMDB TMDB,"Horror, Thriller"
Rialto,2019,"Weighted average of 3.11 based on 1,083 ratings",3.1,90 mins   More at IMDB TMDB,Drama
Text,2019,"Weighted average of 3.10 based on 1,777 ratings",3.1,132 mins   More at IMDB TMDB,"Thriller, Drama"
Eat Brains Love,2019,"Weighted average of 2.83 based on 1,093 ratings",2.8,87 mins   More at IMDB TMDB,"Horror, Comedy"
12 Pups of Christmas,2019,"Weighted average of 1.84 based on 1,260 ratings",1.8,90 mins   More at IMDB TMDB,"TV Movie, Romance"
League of Legends: Origins,2019,"Weighted average of 3.14 based on 1,666 ratings",3.1,77 mins   More at IMDB TMDB,Documentary
Killers Anonymous,2019,"Weighted average of 2.00 based on 1,356 ratings",2.0,95 mins   More at IMDB TMDB,"Thriller, Crime, Mystery, Action, Thrillers And Murder Mysteries, Twisted Dark Psychological Thriller, Show All…"
Cat Sticks,2019,Weighted average of 3.54 based on 873 ratings,3.5,94 mins   More at IMDB TMDB,Drama
Dazed Flesh,2019,Weighted average of 3.78 based on 858 ratings,3.8,46 mins   More at IMDB TMDB,"Fantasy, Drama"
Mail Order Murder: The Story Of W.A.V.E. Productions,2019,Weighted average of 3.42 based on 853 ratings,3.4,97 mins   More at IMDB TMDB,Documentary
Dark Light,2019,"Weighted average of 2.15 based on 1,526 ratings",2.2,90 mins   More at IMDB TMDB,"Thriller, Science Fiction, Horror, Horror, The Undead And Monster Classics, Sci-Fi Horror, Creatures, And Aliens, Terrifying, Haunted, And Supernatural Horror, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Bloody Vampire Horror, Show All…"
National Theatre Live: The Lehman Trilogy,2019,Weighted average of 3.99 based on 536 ratings,4.0,210 mins   More at IMDB TMDB,Drama
Queer Japan,2019,Weighted average of 3.62 based on 518 ratings,3.6,99 mins   More at IMDB TMDB,Documentary
The Capote Tapes,2019,"Weighted average of 3.38 based on 1,121 ratings",3.4,98 mins   More at IMDB TMDB,Documentary
Kardec,2019,"Weighted average of 2.75 based on 1,725 ratings",2.8,110 mins   More at IMDB TMDB,"History, Drama"
Lambs of God,2019,Weighted average of 3.60 based on 703 ratings,3.6,208 mins   More at IMDB TMDB,Drama
The Legend of Tomiris,2019,"Weighted average of 3.31 based on 1,284 ratings",3.3,156 mins   More at IMDB TMDB,"Drama, History, War, Epic History And Literature, Historical Battles And Epic Heroism, Show All…"
Nerkonda Paarvai,2019,"Weighted average of 3.30 based on 2,226 ratings",3.3,158 mins   More at IMDB TMDB,"Action, Thriller, Drama, Song And Dance, Bollywood Emotional Dramas, Show All…"
My Days of Glory,2019,"Weighted average of 3.18 based on 1,272 ratings",3.2,98 mins   More at IMDB TMDB,Comedy
Party Over,2019,"Weighted average of 3.15 based on 1,229 ratings",3.1,94 mins   More at IMDB TMDB,"Drama, Crime"
The Acrobat,2019,Weighted average of 3.16 based on 550 ratings,3.2,134 mins   More at IMDB TMDB,Drama
Stuffed,2019,Weighted average of 3.45 based on 734 ratings,3.5,84 mins   More at IMDB TMDB,Documentary
"Same Time, Next Christmas",2019,"Weighted average of 2.47 based on 1,312 ratings",2.5,90 mins   More at IMDB TMDB,"TV Movie, Romance"
Miracles Of Love,2019,"Weighted average of 3.32 based on 1,846 ratings",3.3,128 mins   More at IMDB TMDB,Drama
Cargo,2019,"Weighted average of 3.19 based on 1,302 ratings",3.2,113 mins   More at IMDB TMDB,"Science Fiction, Fantasy, Drama, Monsters, Aliens, Sci-Fi And The Apocalypse, Imaginative Space Odysseys And Alien Encounters, Action-Packed Space And Alien Sagas, Thought-Provoking Sci-Fi Action And Future Technology, Show All…"
Mrs Lowry & Son,2019,"Weighted average of 3.18 based on 1,363 ratings",3.2,91 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Emotional Life Of Renowned Artists, Passion And Romance, Heartbreaking And Moving Family Drama, Captivating Relationships And Charming Romance, Show All…"
The Space Between the Lines,2019,"Weighted average of 3.20 based on 1,729 ratings",3.2,122 mins   More at IMDB TMDB,"Romance, Drama"
The Fiery Priest,2019,"Weighted average of 3.78 based on 1,139 ratings",3.8,"1,400 mins   More at IMDB TMDB","Crime, Comedy, Drama"
The Creative Brain,2019,"Weighted average of 3.05 based on 1,297 ratings",3.1,52 mins   More at IMDB TMDB,Documentary
My Little Pony: Equestria Girls - Sunset’s Backstage Pass,2019,"Weighted average of 3.42 based on 1,414 ratings",3.4,44 mins   More at IMDB TMDB,"Animation, Family"
The Curse of Halloween Jack,2019,"Weighted average of 1.67 based on 1,368 ratings",1.7,81 mins   More at IMDB TMDB,Horror
Dream Factory,2019,"Weighted average of 3.23 based on 1,229 ratings",3.2,125 mins   More at IMDB TMDB,"Romance, Drama, Comedy"
Wonder Boy,2019,"Weighted average of 3.37 based on 1,227 ratings",3.4,99 mins   More at IMDB TMDB,Documentary
David Bowie: Finding Fame,2019,"Weighted average of 3.54 based on 1,177 ratings",3.5,94 mins   More at IMDB TMDB,"Music, Documentary"
Dirty John: The Dirty Truth,2019,"Weighted average of 2.83 based on 1,659 ratings",2.8,120 mins   More at IMDB TMDB,"Crime, Documentary"
Oththa Seruppu Size 7,2019,"Weighted average of 3.59 based on 1,572 ratings",3.6,105 mins   More at IMDB TMDB,"Thriller, Drama"
Inmate #1: The Rise of Danny Trejo,2019,"Weighted average of 3.66 based on 1,020 ratings",3.7,107 mins   More at IMDB TMDB,Documentary
Perfumes,2019,"Weighted average of 3.19 based on 1,539 ratings",3.2,100 mins   More at IMDB TMDB,"Comedy, Drama"
The Brink,2019,"Weighted average of 3.29 based on 1,100 ratings",3.3,91 mins   More at IMDB TMDB,Documentary
Chasing Dream,2019,Weighted average of 3.34 based on 591 ratings,3.3,118 mins   More at IMDB TMDB,Drama
The Australian Dream,2019,"Weighted average of 3.80 based on 1,093 ratings",3.8,106 mins   More at IMDB TMDB,Documentary
When the Moon Was Full,2019,"Weighted average of 2.70 based on 2,156 ratings",2.7,131 mins   More at IMDB TMDB,"Crime, Drama, Romance"
Ghosting: The Spirit of Christmas,2019,Weighted average of 2.80 based on 907 ratings,2.8,87 mins   More at IMDB TMDB,"Fantasy, TV Movie"
The Garden of Evening Mists,2019,"Weighted average of 3.41 based on 1,053 ratings",3.4,120 mins   More at IMDB TMDB,"Romance, Drama"
Daughter of the Wolf,2019,"Weighted average of 2.01 based on 1,503 ratings",2.0,88 mins   More at IMDB TMDB,"Action, Thriller, Epic Heroes, Explosive And Action-Packed Heroes Vs. Villains, Intense Combat And Martial Arts, Adrenaline-Fueled Action And Fast Cars, Show All…"
Sheep Without a Shepherd,2019,"Weighted average of 3.32 based on 1,135 ratings",3.3,112 mins   More at IMDB TMDB,"Crime, Drama"
Denmark,2019,"Weighted average of 3.09 based on 1,222 ratings",3.1,91 mins   More at IMDB TMDB,Comedy
Turkey Drop,2019,"Weighted average of 2.74 based on 1,055 ratings",2.7,84 mins   More at IMDB TMDB,"Romance, TV Movie"
Bauhaus,2019,"Weighted average of 3.28 based on 1,035 ratings",3.3,105 mins   More at IMDB TMDB,Drama
Outback,2019,"Weighted average of 2.25 based on 1,485 ratings",2.2,86 mins   More at IMDB TMDB,"Thriller, Western, Horror, The Undead And Monster Classics, Humanity'S Odyssey: Earth And Beyond, Show All…"
Gloria Mundi,2019,"Weighted average of 3.19 based on 1,286 ratings",3.2,107 mins   More at IMDB TMDB,Drama
Vai,2019,Weighted average of 3.68 based on 625 ratings,3.7,90 mins   More at IMDB TMDB,Drama
Out in the Open,2019,"Weighted average of 3.48 based on 1,353 ratings",3.5,103 mins   More at IMDB TMDB,Drama
Melting Me Softly,2019,"Weighted average of 2.94 based on 1,509 ratings",2.9,"1,120 mins   More at IMDB TMDB","Comedy, Mystery"
Celebrating Marvel’s Stan Lee,2019,Weighted average of 3.50 based on 652 ratings,3.5,44 mins   More at IMDB TMDB,"Fantasy, Documentary"
Tiffany Haddish: Black Mitzvah,2019,"Weighted average of 3.23 based on 1,332 ratings",3.2,55 mins   More at IMDB TMDB,Comedy
The White Storm 2: Drug Lords,2019,"Weighted average of 2.97 based on 1,120 ratings",3.0,100 mins   More at IMDB TMDB,"Drama, Action, Thriller"
A Violent Separation,2019,"Weighted average of 2.79 based on 1,047 ratings",2.8,106 mins   More at IMDB TMDB,"Crime, Thriller"
Happy Birthday,2019,"Weighted average of 3.14 based on 1,377 ratings",3.1,95 mins   More at IMDB TMDB,"Comedy, Drama"
Manikarnika: The Queen of Jhansi,2019,"Weighted average of 2.92 based on 1,573 ratings",2.9,148 mins   More at IMDB TMDB,"Action, History, Drama, Epic History And Literature, Historical Battles And Epic Heroism, Bollywood Emotional Dramas, Military Combat And Heroic Soldiers, Captivating Vision And Shakespearean Drama, Political Drama, Patriotism, And War, Show All…"
Sympathy for the Devil,2019,"Weighted average of 3.75 based on 1,145 ratings",3.7,102 mins   More at IMDB TMDB,"War, Drama"
Green Frontier,2019,Weighted average of 3.62 based on 612 ratings,3.6,320 mins   More at IMDB TMDB,"Crime, Mystery, Drama, Thrillers And Murder Mysteries, Intriguing And Suspenseful Murder Mysteries, Suspenseful Crime Thrillers, Show All…"
Volition,2019,Weighted average of 3.05 based on 957 ratings,3.1,91 mins   More at IMDB TMDB,"Thriller, Science Fiction"
Metallica and San Francisco Symphony: S&M2,2019,"Weighted average of 4.03 based on 1,519 ratings",4.0,150 mins   More at IMDB TMDB,Music
Devil Between the Legs,2019,Weighted average of 3.34 based on 789 ratings,3.3,145 mins   More at IMDB TMDB,Drama
One Day at Disney,2019,"Weighted average of 3.21 based on 1,282 ratings",3.2,59 mins   More at IMDB TMDB,Documentary
Chiara Ferragni: Unposted,2019,"Weighted average of 2.60 based on 1,739 ratings",2.6,85 mins   More at IMDB TMDB,Documentary
My Best Summer,2019,"Weighted average of 3.24 based on 1,095 ratings",3.2,110 mins   More at IMDB TMDB,"Romance, Drama"
Before You Know It,2019,Weighted average of 3.19 based on 791 ratings,3.2,98 mins   More at IMDB TMDB,Comedy
Seahorse: The Dad Who Gave Birth,2019,Weighted average of 3.58 based on 668 ratings,3.6,91 mins   More at IMDB TMDB,Documentary
4L,2019,"Weighted average of 2.88 based on 1,709 ratings",2.9,105 mins   More at IMDB TMDB,"Comedy, Drama"
Dead Dicks,2019,Weighted average of 2.98 based on 945 ratings,3.0,83 mins   More at IMDB TMDB,"Horror, Comedy, Science Fiction"
Battle of Jangsari,2019,"Weighted average of 3.13 based on 1,111 ratings",3.1,104 mins   More at IMDB TMDB,"War, History, Drama"
K. D.,2019,"Weighted average of 3.65 based on 1,334 ratings",3.6,119 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Touching And Sentimental Family Stories, Quirky And Endearing Relationships, Emotional And Touching Family Dramas, Show All…"
Hero,2019,"Weighted average of 2.86 based on 2,174 ratings",2.9,159 mins   More at IMDB TMDB,"Action, Thriller, Crime"
A Christmas Movie Christmas,2019,"Weighted average of 2.66 based on 1,113 ratings",2.7,90 mins   More at IMDB TMDB,"TV Movie, Fantasy, Romance"
Vertigo,2019,Weighted average of 3.24 based on 679 ratings,3.2,114 mins   More at IMDB TMDB,"Romance, Drama"
The German Lesson,2019,"Weighted average of 3.39 based on 1,165 ratings",3.4,125 mins   More at IMDB TMDB,Drama
Blue Hour,2019,Weighted average of 3.41 based on 580 ratings,3.4,92 mins   More at IMDB TMDB,"Comedy, Drama"
The Tale of Nokdu,2019,"Weighted average of 3.46 based on 1,456 ratings",3.5,"1,120 mins   More at IMDB TMDB","Comedy, Drama"
Sunod,2019,"Weighted average of 2.99 based on 1,290 ratings",3.0,106 mins   More at IMDB TMDB,Horror
Gaza,2019,Weighted average of 3.60 based on 666 ratings,3.6,86 mins   More at IMDB TMDB,"Drama, Documentary"
Cold Blood,2019,"Weighted average of 2.14 based on 1,653 ratings",2.1,91 mins   More at IMDB TMDB,"Thriller, Action, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Noir And Dark Crime Dramas, Show All…"
Muscle,2019,"Weighted average of 3.44 based on 1,002 ratings",3.4,110 mins   More at IMDB TMDB,"Thriller, Intense Violence And Sexual Transgression, Dreamlike, Quirky, And Surreal Storytelling, Show All…"
Torpedo: U-235,2019,"Weighted average of 3.13 based on 1,490 ratings",3.1,110 mins   More at IMDB TMDB,"War, Action, Adventure, War And Historical Adventure, Bravery In War, Nazis And World War II, Disastrous Voyages And Heroic Survival, Military Combat And Heroic Soldiers, Show All…"
The Hard Way,2019,"Weighted average of 2.17 based on 1,590 ratings",2.2,94 mins   More at IMDB TMDB,"Action, Epic Heroes, Intense Combat And Martial Arts, Explosive And Action-Packed Heroes Vs. Villains, Show All…"
The Obituary of Tunde Johnson,2019,Weighted average of 3.18 based on 744 ratings,3.2,104 mins   More at IMDB TMDB,"Thriller, Drama"
Savage,2019,"Weighted average of 3.23 based on 1,243 ratings",3.2,101 mins   More at IMDB TMDB,Crime
Letter Beyond the Walls,2019,"Weighted average of 3.69 based on 1,402 ratings",3.7,85 mins   More at IMDB TMDB,Documentary
The Trap,2019,"Weighted average of 2.08 based on 1,492 ratings",2.1,90 mins   More at IMDB TMDB,Comedy
Burning Ghost,2019,Weighted average of 3.31 based on 916 ratings,3.3,107 mins   More at IMDB TMDB,"Drama, Romance, Fantasy"
Made in Bangladesh,2019,Weighted average of 3.51 based on 683 ratings,3.5,95 mins   More at IMDB TMDB,Drama
Iris: A Space Opera by Justice,2019,Weighted average of 3.89 based on 856 ratings,3.9,62 mins   More at IMDB TMDB,Music
The Antenna,2019,Weighted average of 2.82 based on 857 ratings,2.8,115 mins   More at IMDB TMDB,"Mystery, Fantasy, Thriller, Horror"
The Sharks,2019,Weighted average of 3.27 based on 791 ratings,3.3,83 mins   More at IMDB TMDB,Drama
Spirits in the Forest,2019,"Weighted average of 3.65 based on 1,173 ratings",3.7,83 mins   More at IMDB TMDB,"Documentary, Music"
Giraffe,2019,Weighted average of 3.22 based on 979 ratings,3.2,87 mins   More at IMDB TMDB,Drama
Once Upon a Time in Bethlehem,2019,"Weighted average of 2.88 based on 1,978 ratings",2.9,100 mins   More at IMDB TMDB,"Fantasy, Comedy"
Stove League,2019,"Weighted average of 3.91 based on 1,163 ratings",3.9,960 mins   More at IMDB TMDB,Drama
"I Was, I Am, I Will Be",2019,Weighted average of 3.48 based on 859 ratings,3.5,122 mins   More at IMDB TMDB,Drama
I Am Patrick Swayze,2019,"Weighted average of 3.59 based on 1,036 ratings",3.6,92 mins   More at IMDB TMDB,Documentary
My Sweet Grappa Remedies,2019,Weighted average of 3.52 based on 567 ratings,3.5,108 mins   More at IMDB TMDB,Drama
Designated Survivor: 60 Days,2019,"Weighted average of 3.66 based on 1,253 ratings",3.7,"1,200 mins   More at IMDB TMDB","Drama, Crime, Mystery"
The Battle: Roar to Victory,2019,"Weighted average of 3.16 based on 1,086 ratings",3.2,135 mins   More at IMDB TMDB,"War, History, Action"
The Street,2019,"Weighted average of 3.81 based on 1,079 ratings",3.8,94 mins   More at IMDB TMDB,Documentary
Cleanin’ Up the Town: Remembering Ghostbusters,2019,Weighted average of 3.53 based on 863 ratings,3.5,101 mins   More at IMDB TMDB,Documentary
Heart,2019,Weighted average of 3.11 based on 878 ratings,3.1,70 mins   More at IMDB TMDB,"Comedy, Romance"
Gantumoote,2019,"Weighted average of 3.58 based on 1,173 ratings",3.6,118 mins   More at IMDB TMDB,"Drama, Romance"
Sanctorum,2019,"Weighted average of 3.31 based on 1,024 ratings",3.3,83 mins   More at IMDB TMDB,"Drama, Fantasy"
Cunningham,2019,Weighted average of 3.38 based on 777 ratings,3.4,93 mins   More at IMDB TMDB,Documentary
Sons of Rizk 2,2019,"Weighted average of 3.12 based on 1,856 ratings",3.1,96 mins   More at IMDB TMDB,"Action, Drama"
From Miyamoto to You,2019,Weighted average of 3.51 based on 791 ratings,3.5,129 mins   More at IMDB TMDB,"Drama, Romance"
Mute Fire,2019,Weighted average of 3.53 based on 711 ratings,3.5,83 mins   More at IMDB TMDB,"Documentary, History"
Chocolate,2019,"Weighted average of 3.57 based on 1,016 ratings",3.6,"1,040 mins   More at IMDB TMDB","Drama, Moving Relationship Stories, Tragic Sadness And Captivating Beauty, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Emotional And Touching Family Dramas, Captivating Relationships And Charming Romance, Show All…"
Incitement,2019,Weighted average of 3.54 based on 774 ratings,3.5,123 mins   More at IMDB TMDB,Thriller
Kaguya-sama: Love is War,2019,"Weighted average of 3.32 based on 1,186 ratings",3.3,113 mins   More at IMDB TMDB,"Romance, Comedy"
Bacurau no Mapa,2019,Weighted average of 3.63 based on 960 ratings,3.6,62 mins   More at IMDB TMDB,Documentary
The Eunuch and the Flute Player,2019,Weighted average of 3.70 based on 710 ratings,3.7,113 mins   More at IMDB TMDB,Drama
The Returned,2019,Weighted average of 3.25 based on 719 ratings,3.2,93 mins   More at IMDB TMDB,"Horror, Drama"
Landless,2019,Weighted average of 3.59 based on 807 ratings,3.6,109 mins   More at IMDB TMDB,Documentary
The Incredible Shrinking Wknd,2019,"Weighted average of 3.24 based on 1,125 ratings",3.2,94 mins   More at IMDB TMDB,"Drama, Science Fiction"
Stalked by My Doctor: A Sleepwalker’s Nightmare,2019,Weighted average of 2.97 based on 919 ratings,3.0,91 mins   More at IMDB TMDB,"Thriller, Horror, TV Movie"
Straight Edge Kegger,2019,"Weighted average of 2.46 based on 1,067 ratings",2.5,81 mins   More at IMDB TMDB,Horror
Crazy Romance,2019,"Weighted average of 3.08 based on 1,247 ratings",3.1,115 mins   More at IMDB TMDB,"Romance, Comedy"
Mafia Inc.,2019,"Weighted average of 3.36 based on 1,274 ratings",3.4,143 mins   More at IMDB TMDB,"Crime, Drama"
Bruno Aleixo’s Film,2019,"Weighted average of 3.43 based on 1,157 ratings",3.4,92 mins   More at IMDB TMDB,Comedy
The Blackwell Ghost 3,2019,"Weighted average of 3.09 based on 1,308 ratings",3.1,75 mins   More at IMDB TMDB,Horror
Magamuni,2019,"Weighted average of 3.44 based on 1,640 ratings",3.4,157 mins   More at IMDB TMDB,"Thriller, Drama, Crime"
"Nona. If They Soak Me, I’ll Burn Them",2019,"Weighted average of 2.94 based on 1,023 ratings",2.9,86 mins   More at IMDB TMDB,Drama
De De Pyaar De,2019,"Weighted average of 2.79 based on 1,879 ratings",2.8,135 mins   More at IMDB TMDB,"Romance, Comedy, Relationship Comedy, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements, Bollywood Emotional Dramas, Quirky And Endearing Relationships, Enduring Stories Of Family And Marital Drama, Gags, Jokes, And Slapstick Humor, Show All…"
Beneath Us,2019,"Weighted average of 2.65 based on 1,260 ratings",2.6,82 mins   More at IMDB TMDB,"Horror, Thriller"
The Shock of the Future,2019,Weighted average of 3.30 based on 747 ratings,3.3,84 mins   More at IMDB TMDB,"Drama, Music"
Jack Whitehall: Christmas with My Father,2019,"Weighted average of 3.02 based on 1,460 ratings",3.0,64 mins   More at IMDB TMDB,Comedy
Abigail,2019,"Weighted average of 2.17 based on 1,282 ratings",2.2,110 mins   More at IMDB TMDB,"Mystery, Fantasy, Adventure, Monsters, Aliens, Sci-Fi And The Apocalypse, Emotional And Captivating Fantasy Storytelling, Show All…"
Our Lady of the Nile,2019,Weighted average of 3.49 based on 896 ratings,3.5,93 mins   More at IMDB TMDB,Drama
Stories from the Chestnut Woods,2019,Weighted average of 3.49 based on 725 ratings,3.5,81 mins   More at IMDB TMDB,"Fantasy, Drama, History"
Technoboss,2019,Weighted average of 3.31 based on 885 ratings,3.3,112 mins   More at IMDB TMDB,"Romance, Comedy, Music"
Clarita,2019,"Weighted average of 2.91 based on 1,312 ratings",2.9,85 mins   More at IMDB TMDB,Horror
The Perfect Patient,2019,"Weighted average of 3.24 based on 1,370 ratings",3.2,110 mins   More at IMDB TMDB,"Crime, Drama, Thriller"
Crypto,2019,"Weighted average of 2.51 based on 1,115 ratings",2.5,105 mins   More at IMDB TMDB,"Crime, Drama, Thriller, Thrillers And Murder Mysteries, Gritty Crime And Ruthless Gangsters, Show All…"
The Guest,2019,"Weighted average of 3.09 based on 1,591 ratings",3.1,99 mins   More at IMDB TMDB,Drama
Scheme Birds,2019,Weighted average of 3.57 based on 723 ratings,3.6,87 mins   More at IMDB TMDB,Documentary
Whindersson Nunes: Adult,2019,"Weighted average of 3.34 based on 1,925 ratings",3.3,68 mins   More at IMDB TMDB,Comedy
Attack of the Demons,2019,Weighted average of 3.04 based on 711 ratings,3.0,74 mins   More at IMDB TMDB,"Horror, Comedy, Animation"
He Dreams of Giants,2019,Weighted average of 3.48 based on 537 ratings,3.5,83 mins   More at IMDB TMDB,Documentary
It Stopped Raining,2019,Weighted average of 3.49 based on 465 ratings,3.5,99 mins   More at IMDB TMDB,"Drama, Romance"
Axone,2019,"Weighted average of 3.34 based on 1,274 ratings",3.3,96 mins   More at IMDB TMDB,"Comedy, Drama"
Unforgettable,2019,"Weighted average of 3.29 based on 1,428 ratings",3.3,100 mins   More at IMDB TMDB,Drama
Laal Kaptaan,2019,"Weighted average of 3.37 based on 1,130 ratings",3.4,155 mins   More at IMDB TMDB,"Drama, Action, Epic Heroes, Historical Battles And Epic Heroism, Show All…"
Killer Ratings,2019,"Weighted average of 3.71 based on 1,038 ratings",3.7,350 mins   More at IMDB TMDB,Documentary
Comedy Central Roast of Alec Baldwin,2019,"Weighted average of 3.28 based on 1,398 ratings",3.3,84 mins   More at IMDB TMDB,Comedy
Marvel Rising: Heart of Iron,2019,Weighted average of 2.97 based on 911 ratings,3.0,44 mins   More at IMDB TMDB,"Action, Animation, Science Fiction, Family"
Bird Talk,2019,Weighted average of 3.30 based on 790 ratings,3.3,138 mins   More at IMDB TMDB,Drama
Vai que Cola 2: O Começo,2019,"Weighted average of 2.74 based on 1,728 ratings",2.7,88 mins   More at IMDB TMDB,Comedy
Oliver Sacks: His Own Life,2019,Weighted average of 3.66 based on 836 ratings,3.7,114 mins   More at IMDB TMDB,Documentary
The Miracle of the Sargasso Sea,2019,Weighted average of 3.12 based on 944 ratings,3.1,120 mins   More at IMDB TMDB,"Crime, Thriller, Drama"
Randy Writes a Novel,2019,Weighted average of 3.99 based on 962 ratings,4.0,71 mins   More at IMDB TMDB,Comedy
Super Me,2019,"Weighted average of 2.71 based on 1,262 ratings",2.7,102 mins   More at IMDB TMDB,"Fantasy, Drama, Adventure"
All I Can Say,2019,Weighted average of 3.64 based on 735 ratings,3.6,100 mins   More at IMDB TMDB,"Documentary, Music"
Changing the Game,2019,Weighted average of 3.60 based on 475 ratings,3.6,88 mins   More at IMDB TMDB,Documentary
After Class,2019,Weighted average of 3.21 based on 922 ratings,3.2,93 mins   More at IMDB TMDB,Comedy
The Giverny Document (Single Channel),2019,Weighted average of 3.61 based on 420 ratings,3.6,42 mins   More at IMDB TMDB,Documentary
Dedicated to my ex,2019,"Weighted average of 2.90 based on 1,563 ratings",2.9,94 mins   More at IMDB TMDB,"Drama, Comedy"
Music for Bleeding Hearts,2019,Weighted average of 3.12 based on 974 ratings,3.1,102 mins   More at IMDB TMDB,"Romance, Drama"
Fiddler: A Miracle of Miracles,2019,Weighted average of 3.62 based on 821 ratings,3.6,97 mins   More at IMDB TMDB,Documentary
Back of the Net,2019,"Weighted average of 2.23 based on 1,383 ratings",2.2,86 mins   More at IMDB TMDB,"Drama, Family"
Go Back to China,2019,Weighted average of 2.92 based on 941 ratings,2.9,95 mins   More at IMDB TMDB,Drama
My Little Pony: Equestria Girls - Spring Breakdown,2019,"Weighted average of 3.18 based on 1,174 ratings",3.2,44 mins   More at IMDB TMDB,"Animation, Comedy, Adventure, Action"
All Inclusive,2019,"Weighted average of 2.30 based on 1,980 ratings",2.3,92 mins   More at IMDB TMDB,Comedy
A Dog Barking at the Moon,2019,Weighted average of 3.37 based on 554 ratings,3.4,107 mins   More at IMDB TMDB,Drama
Comrade Drakulich,2019,"Weighted average of 3.21 based on 1,218 ratings",3.2,95 mins   More at IMDB TMDB,Comedy
Fly me to the Saitama,2019,Weighted average of 3.50 based on 925 ratings,3.5,106 mins   More at IMDB TMDB,Comedy
They Say Nothing Stays the Same,2019,Weighted average of 3.45 based on 400 ratings,3.4,137 mins   More at IMDB TMDB,Drama
Bird Island,2019,Weighted average of 3.37 based on 891 ratings,3.4,60 mins   More at IMDB TMDB,Documentary
Masquerade Hotel,2019,"Weighted average of 3.17 based on 1,232 ratings",3.2,133 mins   More at IMDB TMDB,"Mystery, Crime"
Don’t Stop Me Now,2019,"Weighted average of 3.09 based on 1,742 ratings",3.1,102 mins   More at IMDB TMDB,Comedy
The Devil to Pay,2019,Weighted average of 3.28 based on 915 ratings,3.3,87 mins   More at IMDB TMDB,"Drama, Thriller"
Tales from the Lodge,2019,Weighted average of 2.74 based on 946 ratings,2.7,93 mins   More at IMDB TMDB,"Comedy, Horror"
In the Arms of an Assassin,2019,"Weighted average of 2.41 based on 1,222 ratings",2.4,101 mins   More at IMDB TMDB,"Romance, Thriller"
My Stupid Boss 2,2019,"Weighted average of 3.17 based on 1,734 ratings",3.2,94 mins   More at IMDB TMDB,"Drama, Comedy"
Thambi,2019,"Weighted average of 3.03 based on 1,880 ratings",3.0,150 mins   More at IMDB TMDB,"Thriller, Action"
