title,year,number_ratings,average_rating,length,genres
I Miss You When I See You,2018,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,Drama
Wuff,2018,Weighted average of 2.77 based on 372 ratings,2.8,114 mins   More at IMDB TMDB,Comedy
I Wanted to Find You,2018,Weighted average of 2.77 based on 365 ratings,2.8,98 mins   More at IMDB TMDB,"Romance, Comedy"
Better Off Zed,2018,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,"Comedy, Horror, Drama"
Aa Karaala Ratri,2018,Weighted average of 3.41 based on 332 ratings,3.4,105 mins   More at IMDB TMDB,Thriller
Gone Are the Days,2018,No number of ratings available,No average rating available,99 mins   More at IMDB TMDB,"Western, Westerns, Wild West Outlaws And Gunfights, Western Frontier Dramas With A Touch Of Humor, Show All…"
The God Inside My Ear,2018,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,"Comedy, Horror, Thriller, Drama"
The Legend of Muay Thai: 9 Satra,2018,Weighted average of 3.29 based on 358 ratings,3.3,110 mins   More at IMDB TMDB,"Adventure, Animation, Action, Fantasy"
The Breeding,2018,No number of ratings available,No average rating available,83 mins   More at IMDB TMDB,"Thriller, Drama"
Bécassine !,2018,Weighted average of 3.13 based on 349 ratings,3.1,102 mins   More at IMDB TMDB,Comedy
Hotel Gagarin,2018,Weighted average of 3.15 based on 360 ratings,3.1,94 mins   More at IMDB TMDB,Comedy
Europe Raiders,2018,Weighted average of 2.77 based on 235 ratings,2.8,101 mins   More at IMDB TMDB,"Action, Thriller, Adventure"
Jan Palach,2018,Weighted average of 3.32 based on 291 ratings,3.3,124 mins   More at IMDB TMDB,Drama
Room Laundering,2018,No number of ratings available,No average rating available,108 mins   More at IMDB TMDB,Drama
Dead in the Water,2018,Weighted average of 2.87 based on 234 ratings,2.9,85 mins   More at IMDB TMDB,"TV Movie, Thriller"
Lakshmi,2018,Weighted average of 3.03 based on 468 ratings,3.0,130 mins   More at IMDB TMDB,"Comedy, Drama, Family"
Zabardast,2018,Weighted average of 3.68 based on 275 ratings,3.7,54 mins   More at IMDB TMDB,Documentary
Santa’s Boots,2018,Weighted average of 2.91 based on 211 ratings,2.9,80 mins   More at IMDB TMDB,"Romance, TV Movie, Family"
Warning Shot,2018,Weighted average of 2.89 based on 216 ratings,2.9,90 mins   More at IMDB TMDB,"Thriller, Drama"
Ghost Fleet,2018,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,Documentary
Tankers,2018,Weighted average of 3.08 based on 320 ratings,3.1,90 mins   More at IMDB TMDB,"War, Drama, History"
Is This Love?,2018,Weighted average of 2.61 based on 386 ratings,2.6,103 mins   More at IMDB TMDB,"Romance, Drama, Comedy"
Jailangkung 2,2018,Weighted average of 2.72 based on 392 ratings,2.7,83 mins   More at IMDB TMDB,Horror
Instakiller,2018,Weighted average of 2.70 based on 244 ratings,2.7,89 mins   More at IMDB TMDB,"Thriller, TV Movie"
"Com a Palavra, Arnaldo Antunes",2018,Weighted average of 3.56 based on 316 ratings,3.6,80 mins   More at IMDB TMDB,Documentary
Boarding School Juliet,2018,Weighted average of 3.35 based on 284 ratings,3.3,288 mins   More at IMDB TMDB,"Comedy, Drama, Animation"
H. H. Holmes: Original Evil,2018,Weighted average of 2.47 based on 271 ratings,2.5,65 mins   More at IMDB TMDB,Documentary
Sunset Society,2018,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,Horror
Dispassionate Love,2018,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,Drama
The Tolstoy Defence,2018,Weighted average of 3.35 based on 330 ratings,3.3,112 mins   More at IMDB TMDB,Drama
New Order: Decades,2018,Weighted average of 3.41 based on 262 ratings,3.4,88 mins   More at IMDB TMDB,"Music, Documentary"
Adulthood,2018,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Drama
A Man is Dead,2018,No number of ratings available,No average rating available,66 mins   More at IMDB TMDB,"History, Animation, Documentary, Drama"
Nailed,2018,Weighted average of 3.27 based on 228 ratings,3.3,96 mins   More at IMDB TMDB,"Comedy, Crime"
[CENSORED],2018,No number of ratings available,No average rating available,62 mins   More at IMDB TMDB,Documentary
Sofía Niño de Rivera: Natural Selection,2018,Weighted average of 3.18 based on 371 ratings,3.2,61 mins   More at IMDB TMDB,Comedy
A Journey to the Fumigated Towns,2018,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,Documentary
A Twist of Christmas,2018,Weighted average of 2.97 based on 202 ratings,3.0,87 mins   More at IMDB TMDB,"Family, TV Movie, Romance"
Entrusted,2018,Weighted average of 2.74 based on 362 ratings,2.7,145 mins   More at IMDB TMDB,"Thriller, Drama"
Snatches: Moments from Women’s Lives,2018,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,Drama
"Erased,___Ascent of the Invisible",2018,No number of ratings available,No average rating available,74 mins   More at IMDB TMDB,"Documentary, History"
A Polar Year,2018,Weighted average of 3.33 based on 284 ratings,3.3,94 mins   More at IMDB TMDB,"Adventure, Drama"
El club de los buenos infieles,2018,Weighted average of 2.96 based on 377 ratings,3.0,90 mins   More at IMDB TMDB,Comedy
Sprinter,2018,Weighted average of 3.26 based on 228 ratings,3.3,114 mins   More at IMDB TMDB,Drama
Bamboo Dogs,2018,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,Drama
Walden,2018,No number of ratings available,No average rating available,106 mins   More at IMDB TMDB,Documentary
M,2018,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,Mystery
Kung Fu League,2018,Weighted average of 2.92 based on 238 ratings,2.9,102 mins   More at IMDB TMDB,"Action, Comedy"
Mad Maxine: Frisky Road,2018,No number of ratings available,No average rating available,54 mins   More at IMDB TMDB,Comedy
A Tuba To Cuba,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,"Music, Documentary, History"
FrightFest: Beneath the Dark Heart of Cinema,2018,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,Documentary
Are You Proud?,2018,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Documentary
Kulenkampffs Schuhe,2018,Weighted average of 3.71 based on 262 ratings,3.7,92 mins   More at IMDB TMDB,Documentary
3:15 am,2018,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Horror
Hushaaru,2018,Weighted average of 3.19 based on 436 ratings,3.2,140 mins   More at IMDB TMDB,Comedy
Adrift,2018,No number of ratings available,No average rating available,83 mins   More at IMDB TMDB,Drama
Last Summer,2018,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,Drama
My Name Is Thomas,2018,Weighted average of 2.81 based on 341 ratings,2.8,100 mins   More at IMDB TMDB,Drama
1921,2018,Weighted average of 2.72 based on 256 ratings,2.7,144 mins   More at IMDB TMDB,"Thriller, Horror"
Running for Good: The Fiona Oakes Documentary,2018,Weighted average of 3.51 based on 273 ratings,3.5,74 mins   More at IMDB TMDB,Documentary
Carpool Karaoke: When Corden Met McCartney Live From Liverpool,2018,Weighted average of 3.64 based on 305 ratings,3.6,43 mins   More at IMDB TMDB,"Documentary, Music"
Jaga Pocong,2018,Weighted average of 2.97 based on 262 ratings,3.0,83 mins   More at IMDB TMDB,Horror
Wild Amsterdam,2018,Weighted average of 3.28 based on 315 ratings,3.3,85 mins   More at IMDB TMDB,Documentary
The Wild Fields,2018,Weighted average of 3.31 based on 284 ratings,3.3,120 mins   More at IMDB TMDB,"Comedy, Drama, Adventure, Western"
Skjold & Isabel,2018,Weighted average of 3.64 based on 285 ratings,3.6,66 mins   More at IMDB TMDB,Documentary
Scandal: The Trial of Mary Astor,2018,Weighted average of 3.30 based on 259 ratings,3.3,62 mins   More at IMDB TMDB,Documentary
The Way to Mandalay,2018,Weighted average of 3.30 based on 375 ratings,3.3,109 mins   More at IMDB TMDB,Drama
Chief Daddy,2018,Weighted average of 3.08 based on 254 ratings,3.1,98 mins   More at IMDB TMDB,"Drama, Comedy"
Aleksi,2018,Weighted average of 3.24 based on 250 ratings,3.2,90 mins   More at IMDB TMDB,Drama
Inventing Tomorrow,2018,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Documentary
The Young Fan,2018,Weighted average of 3.37 based on 297 ratings,3.4,90 mins   More at IMDB TMDB,No genres available
My Friend the Polish Girl,2018,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Drama
Alien Invasion,2018,Weighted average of 2.60 based on 210 ratings,2.6,82 mins   More at IMDB TMDB,"Comedy, Science Fiction, Horror"
Komola Rocket,2018,Weighted average of 3.38 based on 314 ratings,3.4,95 mins   More at IMDB TMDB,Drama
D.L. Hughley: Contrarian,2018,Weighted average of 3.28 based on 291 ratings,3.3,58 mins   More at IMDB TMDB,"Documentary, Comedy, TV Movie"
Leal,2018,Weighted average of 2.93 based on 343 ratings,2.9,107 mins   More at IMDB TMDB,"Drama, Action, Crime"
My Little Big Man,2018,Weighted average of 2.62 based on 384 ratings,2.6,98 mins   More at IMDB TMDB,Comedy
Il tuttofare,2018,Weighted average of 3.18 based on 385 ratings,3.2,96 mins   More at IMDB TMDB,Comedy
Tutte le mie notti,2018,Weighted average of 2.95 based on 297 ratings,2.9,81 mins   More at IMDB TMDB,"Thriller, Drama"
"Arif V 216: They Made It, But How?",2018,Weighted average of 3.31 based on 374 ratings,3.3,106 mins   More at IMDB TMDB,Documentary
Rafinha Bastos: Ultimatum,2018,Weighted average of 3.17 based on 403 ratings,3.2,62 mins   More at IMDB TMDB,Comedy
Path of Blood,2018,Weighted average of 3.47 based on 214 ratings,3.5,92 mins   More at IMDB TMDB,Documentary
The Eugenics Crusade,2018,Weighted average of 3.47 based on 230 ratings,3.5,114 mins   More at IMDB TMDB,Documentary
No Alternative,2018,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,Drama
Mission to the Sun,2018,Weighted average of 3.24 based on 244 ratings,3.2,44 mins   More at IMDB TMDB,Documentary
Screwdriver,2018,No number of ratings available,No average rating available,108 mins   More at IMDB TMDB,Drama
Celeste,2018,No number of ratings available,No average rating available,105 mins   More at IMDB TMDB,Drama
Extinction,2018,No number of ratings available,No average rating available,83 mins   More at IMDB TMDB,"History, Documentary"
Te quiero tanto que no sé,2018,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,Drama
Katheyondu Shuruvagide,2018,Weighted average of 3.34 based on 264 ratings,3.3,145 mins   More at IMDB TMDB,"Romance, Comedy"
Polizeiruf 110: Tatorte,2018,No number of ratings available,No average rating available,88 mins   More at IMDB TMDB,No genres available
Tower of Song: A Memorial Tribute to Leonard Cohen,2018,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Documentary, TV Movie, Music"
Tangerine Reef,2018,No number of ratings available,No average rating available,52 mins   More at TMDB,Music
Kikoriki. Deja Vu,2018,Weighted average of 3.25 based on 338 ratings,3.3,85 mins   More at IMDB TMDB,"Comedy, Family, Animation"
Trumbull Land,2018,No number of ratings available,No average rating available,52 mins   More at IMDB TMDB,Documentary
Josephine Baker: The Story of an Awakening,2018,No number of ratings available,No average rating available,52 mins   More at IMDB TMDB,"Documentary, Music"
Beck 35 - Your Own Blood,2018,Weighted average of 3.16 based on 369 ratings,3.2,90 mins   More at IMDB TMDB,"Mystery, Crime, Drama, Thriller"
Muse,2018,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,"Thriller, Drama, Horror, Science Fiction, Romance, Fantasy"
"Very, Very, Valentine",2018,Weighted average of 3.11 based on 242 ratings,3.1,84 mins   More at IMDB TMDB,"TV Movie, Romance"
The Miracle of Crybaby Shottan,2018,No number of ratings available,No average rating available,127 mins   More at IMDB TMDB,Drama
Introduzione all’oscuro,2018,No number of ratings available,No average rating available,71 mins   More at IMDB TMDB,Documentary
"Truly, Madly, Sweetly",2018,Weighted average of 3.02 based on 238 ratings,3.0,85 mins   More at IMDB TMDB,"Romance, TV Movie"
Angels Are Made of Light,2018,No number of ratings available,No average rating available,117 mins   More at IMDB TMDB,Documentary
Weed the People,2018,Weighted average of 3.32 based on 240 ratings,3.3,98 mins   More at IMDB TMDB,Documentary
Kevin Bridges: The Brand New Tour - Live,2018,Weighted average of 3.61 based on 321 ratings,3.6,85 mins   More at IMDB TMDB,Comedy
The Dark Room,2018,Weighted average of 2.39 based on 404 ratings,2.4,90 mins   More at IMDB TMDB,Drama
Namdev Bhau in Search of Silence,2018,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,Comedy
As Needed,2018,Weighted average of 3.24 based on 308 ratings,3.2,92 mins   More at IMDB TMDB,Comedy
Odds Are,2018,Weighted average of 2.67 based on 291 ratings,2.7,102 mins   More at IMDB TMDB,Thriller
Now Something Is Slowly Changing,2018,No number of ratings available,No average rating available,105 mins   More at IMDB TMDB,Documentary
Tagaru,2018,Weighted average of 3.38 based on 335 ratings,3.4,129 mins   More at IMDB TMDB,Action
Relentless,2018,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Thriller
Breath of Life,2018,Weighted average of 3.33 based on 237 ratings,3.3,93 mins   More at IMDB TMDB,Drama
Brampton’s Own,2018,Weighted average of 2.78 based on 307 ratings,2.8,89 mins   More at IMDB TMDB,Drama
Wheely,2018,Weighted average of 2.73 based on 208 ratings,2.7,90 mins   More at IMDB TMDB,"Adventure, Comedy, Animation, Family"
Offering,2018,Weighted average of 2.62 based on 357 ratings,2.6,92 mins   More at IMDB TMDB,"Mystery, Horror"
Starbucks Unfiltered,2018,Weighted average of 3.37 based on 361 ratings,3.4,94 mins   More at IMDB TMDB,Documentary
Open,2018,Weighted average of 3.20 based on 381 ratings,3.2,98 mins   More at IMDB TMDB,Comedy
The Red Collar,2018,Weighted average of 3.19 based on 298 ratings,3.2,83 mins   More at IMDB TMDB,Drama
House of Deadly Secrets,2018,Weighted average of 2.81 based on 268 ratings,2.8,86 mins   More at IMDB TMDB,"Thriller, TV Movie"
Chivas: The Movie,2018,Weighted average of 3.56 based on 299 ratings,3.6,111 mins   More at IMDB TMDB,Documentary
My Mother Is Crazy,2018,Weighted average of 2.95 based on 288 ratings,2.9,95 mins   More at IMDB TMDB,Comedy
Roads in February,2018,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,Drama
Butterfly,2018,No number of ratings available,No average rating available,132 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas, Heartbreaking And Moving Family Drama, Powerful Stories Of Heartbreak And Suffering, Show All…"
Vanjagar Ulagam,2018,Weighted average of 3.17 based on 288 ratings,3.2,161 mins   More at IMDB TMDB,"Action, Thriller, Crime"
Pearl,2018,Weighted average of 3.23 based on 244 ratings,3.2,82 mins   More at IMDB TMDB,Drama
Alles Isy,2018,Weighted average of 3.21 based on 270 ratings,3.2,89 mins   More at IMDB TMDB,"Drama, TV Movie"
Journey,2018,No number of ratings available,No average rating available,118 mins   More at IMDB TMDB,Drama
Beck 36 - The Thin Ice,2018,Weighted average of 3.17 based on 361 ratings,3.2,90 mins   More at IMDB TMDB,"Crime, Thriller, Drama, Mystery"
Grace,2018,No number of ratings available,No average rating available,101 mins   More at IMDB TMDB,"TV Movie, Drama, Comedy, Romance"
"Self-Portrait in 23 Rounds: a Chapter in David Wojnarowicz’s Life, 1989–1991",2018,No number of ratings available,No average rating available,78 mins   More at IMDB TMDB,Documentary
Unbanned: The Legend of AJ1,2018,Weighted average of 3.37 based on 203 ratings,3.4,90 mins   More at IMDB TMDB,Documentary
Every Other Holiday,2018,Weighted average of 3.16 based on 204 ratings,3.2,89 mins   More at IMDB TMDB,"Romance, TV Movie, Drama, Family"
All You Need Is Love,2018,Weighted average of 3.03 based on 302 ratings,3.0,112 mins   More at IMDB TMDB,"Comedy, Romance"
Unli Life,2018,Weighted average of 2.98 based on 295 ratings,3.0,95 mins   More at IMDB TMDB,"Comedy, Fantasy, Adventure"
Better Start Running,2018,Weighted average of 2.99 based on 200 ratings,3.0,93 mins   More at IMDB TMDB,"Drama, Comedy"
The Man Who Stole Banksy,2018,Weighted average of 3.29 based on 225 ratings,3.3,90 mins   More at IMDB TMDB,Documentary
Land,2018,No number of ratings available,No average rating available,111 mins   More at IMDB TMDB,Drama
Winter of The Braves,2018,Weighted average of 3.10 based on 260 ratings,3.1,110 mins   More at IMDB TMDB,"War, History, Drama"
Planet of the Birds,2018,Weighted average of 3.30 based on 224 ratings,3.3,44 mins   More at IMDB TMDB,Documentary
Operation Ragnarok,2018,Weighted average of 2.70 based on 238 ratings,2.7,99 mins   More at IMDB TMDB,"Drama, Action, Horror"
Chacun pour tous,2018,Weighted average of 3.17 based on 354 ratings,3.2,94 mins   More at IMDB TMDB,Comedy
Ride,2018,Weighted average of 3.28 based on 265 ratings,3.3,90 mins   More at IMDB TMDB,Drama
4N1K 2,2018,Weighted average of 2.70 based on 359 ratings,2.7,100 mins   More at IMDB TMDB,"Comedy, Romance"
Lajko: Gypsy in Space,2018,Weighted average of 3.19 based on 326 ratings,3.2,90 mins   More at IMDB TMDB,Comedy
Finding Big Country,2018,Weighted average of 3.57 based on 232 ratings,3.6,44 mins   More at IMDB TMDB,Documentary
Frankenstein’s Creature,2018,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,"Horror, Drama"
Vermin,2018,Weighted average of 3.68 based on 344 ratings,3.7,More at TMDB,No genres available
Love & Bananas: An Elephant Story,2018,No number of ratings available,No average rating available,77 mins   More at IMDB TMDB,"TV Movie, Documentary"
Doris,2018,Weighted average of 3.15 based on 326 ratings,3.2,89 mins   More at IMDB TMDB,"Drama, Comedy"
Yamla Pagla Deewana: Phir Se,2018,Weighted average of 2.64 based on 420 ratings,2.6,147 mins   More at IMDB TMDB,"Drama, Comedy"
Coureur,2018,Weighted average of 3.29 based on 312 ratings,3.3,96 mins   More at IMDB TMDB,Drama
Cherokee Creek,2018,No number of ratings available,No average rating available,112 mins   More at IMDB TMDB,"Horror, Crude Humor And Satire, Funny Jokes And Crude Humor, Gory, Gruesome, And Slasher Horror, Gags, Jokes, And Slapstick Humor, Bloody Vampire Horror, Sci-Fi Horror, Creatures, And Aliens, Show All…"
Sunburn,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,Romance
Polis Evo 2,2018,Weighted average of 3.31 based on 372 ratings,3.3,125 mins   More at IMDB TMDB,"Action, Thriller, Crime, Comedy"
Silukkuvarupatti Singam,2018,Weighted average of 2.87 based on 465 ratings,2.9,134 mins   More at IMDB TMDB,"Comedy, Action"
Bioscopewala,2018,Weighted average of 3.43 based on 235 ratings,3.4,95 mins   More at IMDB TMDB,Drama
The Diesel,2018,Weighted average of 2.55 based on 419 ratings,2.5,105 mins   More at IMDB TMDB,"Crime, Thriller, Action"
Casanova Gene,2018,No number of ratings available,No average rating available,67 mins   More at IMDB TMDB,Documentary
Half Brother,2018,Weighted average of 3.19 based on 201 ratings,3.2,98 mins   More at IMDB TMDB,Drama
Happy Ending,2018,Weighted average of 3.26 based on 238 ratings,3.3,96 mins   More at IMDB TMDB,Comedy
Sanrio Boys,2018,No number of ratings available,No average rating available,276 mins   More at IMDB TMDB,"Animation, Comedy"
Acid Forest,2018,No number of ratings available,No average rating available,63 mins   More at IMDB TMDB,Documentary
The Bed,2018,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Drama
Shikkari Shambhu,2018,Weighted average of 2.95 based on 456 ratings,2.9,140 mins   More at IMDB TMDB,"Comedy, Adventure"
Persona: The Film That Saved Ingmar Bergman,2018,No number of ratings available,No average rating available,54 mins   More at IMDB TMDB,Documentary
Darrell Hammond: Mayhem Explained,2018,Weighted average of 3.64 based on 294 ratings,3.6,58 mins   More at IMDB TMDB,Comedy
Zoo Wars,2018,No number of ratings available,No average rating available,72 mins   More at IMDB TMDB,Animation
Latyan,2018,Weighted average of 2.10 based on 418 ratings,2.1,90 mins   More at IMDB TMDB,"Family, Drama"
Student Athlete,2018,Weighted average of 3.36 based on 216 ratings,3.4,92 mins   More at IMDB TMDB,Documentary
Evening Shadows,2018,No number of ratings available,No average rating available,101 mins   More at IMDB TMDB,Drama
Gothic Harvest,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,Horror
Living Space,2018,Weighted average of 2.70 based on 208 ratings,2.7,80 mins   More at IMDB TMDB,Horror
The Escape of Prisoner 614,2018,Weighted average of 3.00 based on 201 ratings,3.0,97 mins   More at IMDB TMDB,"Adventure, Comedy, Western, Crime"
Behind the Walls,2018,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,Horror
Making Babies,2018,Weighted average of 2.98 based on 232 ratings,3.0,86 mins   More at IMDB TMDB,"Comedy, Drama"
Ananta,2018,Weighted average of 3.19 based on 380 ratings,3.2,91 mins   More at IMDB TMDB,"Drama, Romance"
Anatolian Trip,2018,No number of ratings available,No average rating available,114 mins   More at IMDB TMDB,"Documentary, Music"
Beck 38 - The Devil’s Advocate,2018,Weighted average of 3.14 based on 339 ratings,3.1,90 mins   More at IMDB TMDB,"Drama, Thriller, Mystery, Crime"
Lethal Admirer,2018,Weighted average of 2.78 based on 259 ratings,2.8,74 mins   More at IMDB TMDB,"TV Movie, Thriller"
Camp Death III in 2D!,2018,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,"Comedy, Horror"
Orange Days,2018,Weighted average of 2.91 based on 298 ratings,2.9,102 mins   More at IMDB TMDB,Drama
Jurassic Bark,2018,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,Animation
Life Is a Bitch,2018,Weighted average of 3.30 based on 204 ratings,3.3,107 mins   More at IMDB TMDB,Comedy
Car Crash: Who’s Lying?,2018,Weighted average of 3.17 based on 302 ratings,3.2,51 mins   More at IMDB TMDB,Documentary
Deep Ocean: Descent into the Mariana Trench,2018,No number of ratings available,No average rating available,52 mins   More at TMDB,Documentary
Manos: The Rise of Torgo,2018,No number of ratings available,No average rating available,89 mins   More at IMDB TMDB,"Comedy, Horror"
I Have a Date with Spring,2018,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,"Drama, Mystery"
The Kleptocrats,2018,Weighted average of 3.38 based on 219 ratings,3.4,84 mins   More at IMDB TMDB,Documentary
Glossary of Broken Dreams,2018,No number of ratings available,No average rating available,98 mins   More at IMDB TMDB,"Documentary, Animation, History, Comedy"
The Boxcar Children: Surprise Island,2018,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,Animation
Metal Heart,2018,Weighted average of 3.19 based on 221 ratings,3.2,90 mins   More at IMDB TMDB,"Drama, Comedy"
The Frozen Fire,2018,No number of ratings available,No average rating available,150 mins   More at IMDB TMDB,"Drama, History"
A Bigger Game,2018,Weighted average of 2.21 based on 460 ratings,2.2,100 mins   More at IMDB TMDB,"Drama, Mystery"
Brute Sanity,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,Science Fiction
Humble Politician Nograj,2018,Weighted average of 3.29 based on 320 ratings,3.3,144 mins   More at IMDB TMDB,"Drama, Comedy"
Three and a Half,2018,No number of ratings available,No average rating available,121 mins   More at IMDB TMDB,"Drama, Crime"
Antiquities,2018,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,Comedy
Sajjan Singh Rangroot,2018,No number of ratings available,No average rating available,140 mins   More at IMDB TMDB,"Action, Drama, War"
Bucket List,2018,Weighted average of 3.10 based on 209 ratings,3.1,130 mins   More at IMDB TMDB,"Comedy, Drama"
The Amaranth,2018,Weighted average of 2.97 based on 284 ratings,3.0,88 mins   More at IMDB TMDB,"Drama, Thriller, Mystery, Science Fiction"
He Loves Me,2018,No number of ratings available,No average rating available,73 mins   More at IMDB TMDB,Romance
This Is Home: A Refugee Story,2018,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,Documentary
Botero,2018,No number of ratings available,No average rating available,83 mins   More at IMDB TMDB,Documentary
Our Blue Moment,2018,No number of ratings available,No average rating available,111 mins   More at IMDB TMDB,"Romance, Drama"
Terror in the Woods,2018,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Drama, TV Movie"
Van Goghs,2018,No number of ratings available,No average rating available,103 mins   More at IMDB TMDB,Drama
Katie,2018,Weighted average of 3.48 based on 268 ratings,3.5,89 mins   More at IMDB TMDB,Documentary
The Many Faces of Ito: The Movie,2018,Weighted average of 3.13 based on 220 ratings,3.1,126 mins   More at IMDB TMDB,"Romance, Drama, Mystery"
The Tempest,2018,No number of ratings available,No average rating available,104 mins   More at TMDB,"Drama, Comedy"
Fortuna,2018,No number of ratings available,No average rating available,106 mins   More at IMDB TMDB,Drama
Eating Women,2018,No number of ratings available,No average rating available,111 mins   More at IMDB TMDB,"Drama, Romance"
Boogeyman Pop,2018,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Horror, Thriller"
Song of Back and Neck,2018,No number of ratings available,No average rating available,85 mins   More at IMDB TMDB,"Comedy, Romance"
7:20 Once a Week,2018,No number of ratings available,No average rating available,76 mins   More at IMDB TMDB,"Drama, Romance"
The Brand New Legend of the Stardust Brothers,2018,No number of ratings available,No average rating available,132 mins   More at IMDB TMDB,"Comedy, Science Fiction, Music"
"The Butcher, The Whore and the One-Eyed Man",2018,No number of ratings available,No average rating available,103 mins   More at IMDB TMDB,"Drama, History"
Volontaire,2018,Weighted average of 3.12 based on 272 ratings,3.1,101 mins   More at IMDB TMDB,Drama
Grindhouse Nightmares,2018,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,"Horror, Action, Thriller"
Hammer Horror: The Warner Bros. Years,2018,No number of ratings available,No average rating available,101 mins   More at IMDB TMDB,Documentary
Trust Machine: The Story of Blockchain,2018,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,Documentary
Stolen Daughters: Kidnapped By Boko Haram,2018,No number of ratings available,No average rating available,79 mins   More at IMDB TMDB,Documentary
Midnight Runner,2018,Weighted average of 3.10 based on 247 ratings,3.1,92 mins   More at IMDB TMDB,Drama
Baltic Tribes,2018,No number of ratings available,No average rating available,100 mins   More at IMDB TMDB,"Documentary, Drama, History"
Cold November,2018,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,"Drama, Thriller"
Bleed Out,2018,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Documentary
Veneno,2018,Weighted average of 3.41 based on 211 ratings,3.4,97 mins   More at IMDB TMDB,"Action, Drama"
Dawnland,2018,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,Documentary
Miss Sherlock,2018,No number of ratings available,No average rating available,480 mins   More at IMDB TMDB,"Crime, Mystery, Drama"
Enigma,2018,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,Drama
100 Days of Loneliness,2018,Weighted average of 3.44 based on 241 ratings,3.4,93 mins   More at IMDB TMDB,"Documentary, Drama"
The Second,2018,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,"Drama, Thriller"
We Are the Heat,2018,No number of ratings available,No average rating available,104 mins   More at IMDB TMDB,Drama
The Eighth Commissioner,2018,No number of ratings available,No average rating available,139 mins   More at IMDB TMDB,"Comedy, Drama"
Freddy Eddy,2018,Weighted average of 3.15 based on 212 ratings,3.2,94 mins   More at IMDB TMDB,Thriller
The Christmas Pact,2018,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,"Romance, TV Movie"
Robin Hood: The Rebellion,2018,Weighted average of 2.62 based on 237 ratings,2.6,92 mins   More at IMDB TMDB,"Action, History, Adventure"
Folklore: Toyol,2018,Weighted average of 3.20 based on 212 ratings,3.2,51 mins   More at IMDB TMDB,"TV Movie, Thriller, Horror"
Broken Star,2018,Weighted average of 2.82 based on 222 ratings,2.8,90 mins   More at IMDB TMDB,Thriller
Contromano,2018,Weighted average of 3.01 based on 400 ratings,3.0,102 mins   More at IMDB TMDB,Comedy
Season for Love,2018,Weighted average of 3.07 based on 220 ratings,3.1,90 mins   More at IMDB TMDB,"Drama, Comedy, Romance, TV Movie"
Beside Me,2018,Weighted average of 3.15 based on 265 ratings,3.1,84 mins   More at IMDB TMDB,"Romance, Drama"
