title,year,number_ratings,average_rating,length,genres
I Am Toxic,2018,Weighted average of 2.97 based on 268 ratings,3.0,81 mins   More at IMDB TMDB,"Science Fiction, Drama, Horror"
Sandakozhi 2,2018,Weighted average of 2.75 based on 730 ratings,2.8,149 mins   More at IMDB TMDB,"Family, Action, Romance"
The Prey,2018,Weighted average of 3.01 based on 311 ratings,3.0,94 mins   More at IMDB TMDB,"Adventure, Crime, Action"
Les Déguns,2018,Weighted average of 2.63 based on 637 ratings,2.6,92 mins   More at IMDB TMDB,Comedy
Welcome to Sodom,2018,Weighted average of 3.47 based on 315 ratings,3.5,92 mins   More at IMDB TMDB,Documentary
Royally Ever After,2018,Weighted average of 2.90 based on 350 ratings,2.9,84 mins   More at IMDB TMDB,"TV Movie, Romance, Drama, Comedy"
Flint Town,2018,Weighted average of 3.56 based on 394 ratings,3.6,360 mins   More at IMDB TMDB,"Documentary, Crime"
Folklore: Tatami,2018,Weighted average of 3.10 based on 352 ratings,3.1,51 mins   More at IMDB TMDB,"Horror, Drama, TV Movie"
Wild Relatives,2018,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,Documentary
Demons,2018,Weighted average of 3.07 based on 222 ratings,3.1,83 mins   More at IMDB TMDB,Horror
The Tokoloshe,2018,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,"Horror, Thriller"
Alien Crystal Palace,2018,Weighted average of 2.73 based on 202 ratings,2.7,97 mins   More at IMDB TMDB,Music
Fig Tree,2018,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,Drama
Johnny Gruesome,2018,Weighted average of 2.76 based on 297 ratings,2.8,90 mins   More at IMDB TMDB,Horror
Raccoon Valley,2018,Weighted average of 2.94 based on 340 ratings,2.9,65 mins   More at IMDB TMDB,"Drama, Thriller, Horror, Horror, The Undead And Monster Classics, Survival Horror And Zombie Carnage, Terrifying, Haunted, And Supernatural Horror, Show All…"
Luciano Mellera: Infantiloide,2018,Weighted average of 3.42 based on 491 ratings,3.4,66 mins   More at IMDB TMDB,Comedy
Night of Knots,2018,Weighted average of 2.78 based on 628 ratings,2.8,100 mins   More at IMDB TMDB,Comedy
Deadwax,2018,Weighted average of 3.32 based on 306 ratings,3.3,More at IMDB TMDB,"Mystery, Drama"
Go Brother!,2018,Weighted average of 3.23 based on 439 ratings,3.2,113 mins   More at IMDB TMDB,"Drama, Comedy"
Hard-Core,2018,Weighted average of 3.23 based on 272 ratings,3.2,124 mins   More at IMDB TMDB,"Comedy, Drama"
We Need Your Vote,2018,Weighted average of 3.05 based on 552 ratings,3.0,93 mins   More at IMDB TMDB,Comedy
President Evil,2018,Weighted average of 2.69 based on 261 ratings,2.7,81 mins   More at IMDB TMDB,Horror
The Doors Live at the Isle of Wight Festival 1970,2018,Weighted average of 3.76 based on 318 ratings,3.8,66 mins   More at IMDB TMDB,Music
A Coach’s Daughter,2018,Weighted average of 3.37 based on 500 ratings,3.4,93 mins   More at IMDB TMDB,Drama
Opportunity Knocks,2018,Weighted average of 3.12 based on 580 ratings,3.1,99 mins   More at IMDB TMDB,Comedy
The Roundup,2018,No number of ratings available,No average rating available,78 mins   More at IMDB TMDB,"Comedy, Romance"
Suede: The Insatiable Ones,2018,Weighted average of 3.66 based on 337 ratings,3.7,113 mins   More at IMDB TMDB,Documentary
Playing Hard,2018,Weighted average of 3.24 based on 478 ratings,3.2,88 mins   More at IMDB TMDB,Drama
"Sincerely Yours, Dhaka",2018,Weighted average of 3.28 based on 322 ratings,3.3,134 mins   More at IMDB TMDB,Drama
The Wedding,2018,Weighted average of 2.88 based on 395 ratings,2.9,115 mins   More at IMDB TMDB,"Drama, Romance"
Skull-face Bookseller Honda-san,2018,Weighted average of 3.46 based on 305 ratings,3.5,144 mins   More at IMDB TMDB,"Comedy, Animation"
Reza,2018,Weighted average of 3.08 based on 510 ratings,3.1,94 mins   More at IMDB TMDB,"Comedy, Romance, Drama"
Stray,2018,Weighted average of 3.28 based on 222 ratings,3.3,104 mins   More at IMDB TMDB,Drama
Antariksham 9000 KMPH,2018,Weighted average of 3.01 based on 620 ratings,3.0,140 mins   More at IMDB TMDB,"Science Fiction, Thriller"
A Christmas for the Books,2018,Weighted average of 2.88 based on 254 ratings,2.9,90 mins   More at IMDB TMDB,"Romance, TV Movie"
Rock Steady Row,2018,Weighted average of 3.16 based on 225 ratings,3.2,78 mins   More at IMDB TMDB,Drama
Blonde Animals,2018,Weighted average of 3.34 based on 239 ratings,3.3,100 mins   More at IMDB TMDB,"Crime, Comedy, Drama"
Lola and Her Brothers,2018,Weighted average of 3.27 based on 472 ratings,3.3,105 mins   More at IMDB TMDB,Comedy
Affairs of State,2018,Weighted average of 2.82 based on 276 ratings,2.8,98 mins   More at IMDB TMDB,"Drama, Romance, Thriller"
Cabaret Maxime,2018,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,Drama
Nazi Overlord,2018,Weighted average of 2.52 based on 260 ratings,2.5,88 mins   More at IMDB TMDB,"Mystery, Action, Horror"
The Mayo Clinic,2018,Weighted average of 3.49 based on 254 ratings,3.5,115 mins   More at IMDB TMDB,Documentary
The Truth About Killer Robots,2018,Weighted average of 3.13 based on 344 ratings,3.1,85 mins   More at IMDB TMDB,Documentary
The Whispering,2018,Weighted average of 2.88 based on 259 ratings,2.9,91 mins   More at IMDB TMDB,"Mystery, Horror"
Teddy Pendergrass: If You Don’t Know Me,2018,Weighted average of 3.52 based on 314 ratings,3.5,More at IMDB TMDB,"Documentary, Music"
Don’t Cry for Me England,2018,Weighted average of 3.11 based on 336 ratings,3.1,103 mins   More at IMDB TMDB,"History, Comedy"
Paper Flags,2018,Weighted average of 3.46 based on 235 ratings,3.5,102 mins   More at IMDB TMDB,Drama
Deadsight,2018,Weighted average of 2.79 based on 319 ratings,2.8,89 mins   More at IMDB TMDB,Horror
Shino Can’t Say Her Name,2018,No number of ratings available,No average rating available,110 mins   More at IMDB TMDB,Drama
Every Act of Life,2018,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,Documentary
Anonymous 616,2018,Weighted average of 2.87 based on 302 ratings,2.9,80 mins   More at IMDB TMDB,"Horror, Thriller"
IMPOSSIBILITY DEFENSE,2018,Weighted average of 3.09 based on 307 ratings,3.1,106 mins   More at IMDB TMDB,"Mystery, Fantasy, Crime, Thriller"
Lock-On Love,2018,Weighted average of 3.08 based on 312 ratings,3.1,95 mins   More at IMDB TMDB,"Comedy, Romance"
Buttons,2018,Weighted average of 2.79 based on 222 ratings,2.8,87 mins   More at IMDB TMDB,"Family, Drama, Music, Song And Dance, Holiday Joy And Heartwarming Christmas, Dazzling Vocal Performances And Musicals, Show All…"
VS.,2018,Weighted average of 3.24 based on 404 ratings,3.2,100 mins   More at IMDB TMDB,"Drama, Music"
Letter from Masanjia,2018,Weighted average of 3.57 based on 258 ratings,3.6,76 mins   More at IMDB TMDB,Documentary
Fish Bones,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,"Drama, Romance"
Made in Italy,2018,Weighted average of 3.04 based on 511 ratings,3.0,100 mins   More at IMDB TMDB,"Comedy, Romance"
Twinsanity,2018,Weighted average of 2.61 based on 370 ratings,2.6,85 mins   More at IMDB TMDB,"Thriller, Horror, TV Movie"
Rise of the Superheroes,2018,Weighted average of 3.30 based on 388 ratings,3.3,117 mins   More at IMDB TMDB,Documentary
Lonesome Collectors,2018,Weighted average of 3.19 based on 291 ratings,3.2,78 mins   More at IMDB TMDB,"Drama, Romance"
Helicopter Eela,2018,Weighted average of 2.98 based on 505 ratings,3.0,131 mins   More at IMDB TMDB,Drama
Feng Shui,2018,Weighted average of 3.09 based on 442 ratings,3.1,126 mins   More at IMDB TMDB,"Drama, History"
Buddy,2018,Weighted average of 3.46 based on 227 ratings,3.5,86 mins   More at IMDB TMDB,Documentary
Horse Wrangler,2018,No number of ratings available,No average rating available,62 mins   More at IMDB TMDB,Documentary
The Patient,2018,Weighted average of 3.11 based on 402 ratings,3.1,100 mins   More at IMDB TMDB,"History, Drama"
Love and Fortune,2018,Weighted average of 3.14 based on 389 ratings,3.1,288 mins   More at IMDB TMDB,Drama
"You, I Love",2018,Weighted average of 2.72 based on 367 ratings,2.7,100 mins   More at IMDB TMDB,"Drama, Romance, Comedy"
The Feminist on Cellblock Y,2018,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,Documentary
Don’t Be Embarassed,2018,Weighted average of 1.98 based on 718 ratings,2.0,89 mins   More at IMDB TMDB,"Comedy, Drama"
Post Apocalyptic Commando Shark,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,"Action, Comedy"
Howard Lovecraft and the Kingdom of Madness,2018,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,"Adventure, Animation, Horror, Fantasy, Family"
Devil’s Path,2018,Weighted average of 2.94 based on 247 ratings,2.9,88 mins   More at IMDB TMDB,"Horror, Thriller, Drama"
The Gardener,2018,Weighted average of 3.41 based on 267 ratings,3.4,85 mins   More at IMDB TMDB,Documentary
Eat Me,2018,Weighted average of 3.09 based on 232 ratings,3.1,95 mins   More at IMDB TMDB,"Thriller, Drama"
The Real Estate,2018,Weighted average of 3.13 based on 337 ratings,3.1,88 mins   More at IMDB TMDB,Drama
The Wrong Teacher,2018,Weighted average of 2.79 based on 260 ratings,2.8,85 mins   More at IMDB TMDB,"TV Movie, Drama"
Srinivasa Kalyanam,2018,Weighted average of 2.83 based on 632 ratings,2.8,140 mins   More at IMDB TMDB,"Family, Drama"
700 Sharks,2018,Weighted average of 3.36 based on 331 ratings,3.4,92 mins   More at IMDB TMDB,Documentary
Let Me Introduce You To Sofia,2018,Weighted average of 3.02 based on 591 ratings,3.0,98 mins   More at IMDB TMDB,Comedy
Mr. & Mrs. Cruz,2018,Weighted average of 3.10 based on 443 ratings,3.1,116 mins   More at IMDB TMDB,"Drama, Romance"
Ala Changso,2018,No number of ratings available,No average rating available,109 mins   More at IMDB TMDB,Drama
DRAGON PILOT: Hisone and Masotan,2018,Weighted average of 3.49 based on 318 ratings,3.5,288 mins   More at IMDB TMDB,"Drama, Animation"
Captain,2018,Weighted average of 3.21 based on 568 ratings,3.2,144 mins   More at IMDB TMDB,Drama
Leitis in Waiting,2018,No number of ratings available,No average rating available,72 mins   More at IMDB TMDB,Documentary
KSI: Can’t Lose,2018,Weighted average of 3.14 based on 484 ratings,3.1,65 mins   More at IMDB TMDB,Documentary
Mary Poppins Returns: Behind the Magic,2018,Weighted average of 3.38 based on 349 ratings,3.4,43 mins   More at IMDB TMDB,Documentary
Reconstructing Utøya,2018,Weighted average of 3.54 based on 306 ratings,3.5,91 mins   More at IMDB TMDB,Documentary
Demi-sœurs,2018,Weighted average of 2.99 based on 512 ratings,3.0,100 mins   More at IMDB TMDB,Comedy
The Last Witness,2018,Weighted average of 3.05 based on 305 ratings,3.0,97 mins   More at IMDB TMDB,"History, Thriller"
A Man Called Ahok,2018,Weighted average of 3.25 based on 456 ratings,3.2,102 mins   More at IMDB TMDB,"History, Drama, Faith And Religion, Emotional And Touching Family Dramas, Show All…"
An Actor Prepares,2018,Weighted average of 3.03 based on 287 ratings,3.0,97 mins   More at IMDB TMDB,"Drama, Comedy"
Undertow,2018,Weighted average of 3.15 based on 267 ratings,3.2,90 mins   More at IMDB TMDB,"Drama, Thriller"
Xiao Mei,2018,Weighted average of 3.25 based on 350 ratings,3.3,95 mins   More at IMDB TMDB,"Mystery, Drama"
Cronofobia,2018,Weighted average of 3.35 based on 233 ratings,3.4,94 mins   More at IMDB TMDB,Drama
Bikes,2018,Weighted average of 2.55 based on 246 ratings,2.6,92 mins   More at IMDB TMDB,"Animation, Family, Adventure"
Hell’s Kitty,2018,No number of ratings available,No average rating available,98 mins   More at IMDB TMDB,"Horror, Comedy"
"Love, of Course",2018,Weighted average of 3.10 based on 260 ratings,3.1,84 mins   More at IMDB TMDB,"Romance, TV Movie, Drama"
Divorced Dad,2018,No number of ratings available,No average rating available,51 mins   More at IMDB TMDB,Comedy
Glorious,2018,Weighted average of 2.94 based on 422 ratings,2.9,107 mins   More at IMDB TMDB,"Drama, Romance"
Marrying Mr. Darcy,2018,Weighted average of 2.81 based on 310 ratings,2.8,90 mins   More at IMDB TMDB,"TV Movie, Comedy, Romance"
Water Lilies by Monet,2018,Weighted average of 3.43 based on 234 ratings,3.4,94 mins   More at IMDB TMDB,Documentary
Bayou Caviar,2018,Weighted average of 2.68 based on 296 ratings,2.7,111 mins   More at IMDB TMDB,"Crime, Thriller"
Salvador Dalí: In Search of Immortality,2018,Weighted average of 3.45 based on 234 ratings,3.5,110 mins   More at IMDB TMDB,Documentary
God Bless the Broken Road,2018,Weighted average of 2.82 based on 328 ratings,2.8,111 mins   More at IMDB TMDB,"Drama, Family, Romance"
Growing Up,2018,Weighted average of 2.71 based on 464 ratings,2.7,96 mins   More at IMDB TMDB,"Romance, Comedy"
5th Passenger,2018,Weighted average of 2.72 based on 314 ratings,2.7,89 mins   More at IMDB TMDB,"TV Movie, Science Fiction, Monsters, Aliens, Sci-Fi And The Apocalypse, Action-Packed Space And Alien Sagas, Imaginative Space Odysseys And Alien Encounters, Sci-Fi Horror, Creatures, And Aliens, Show All…"
The Executioners,2018,Weighted average of 2.56 based on 325 ratings,2.6,92 mins   More at IMDB TMDB,"Horror, Thriller"
Ask for Jane,2018,No number of ratings available,No average rating available,108 mins   More at IMDB TMDB,"Drama, History"
Jam,2018,Weighted average of 3.37 based on 242 ratings,3.4,104 mins   More at IMDB TMDB,"Thriller, Comedy, Crime, Drama, Music"
Kemper on Kemper: Inside the Mind of a Serial Killer,2018,Weighted average of 3.41 based on 295 ratings,3.4,120 mins   More at IMDB TMDB,"Crime, Documentary"
Sakawa,2018,Weighted average of 3.50 based on 267 ratings,3.5,81 mins   More at IMDB TMDB,Documentary
Dressage,2018,Weighted average of 2.46 based on 524 ratings,2.5,88 mins   More at IMDB TMDB,Drama
50 First Kisses,2018,Weighted average of 3.24 based on 370 ratings,3.2,114 mins   More at IMDB TMDB,Romance
Eugenio,2018,Weighted average of 3.44 based on 440 ratings,3.4,93 mins   More at IMDB TMDB,Documentary
Jack White: Kneeling At The Anthem D.C.,2018,Weighted average of 3.53 based on 364 ratings,3.5,52 mins   More at IMDB TMDB,"Documentary, Music"
Menocchio the Heretic,2018,Weighted average of 3.33 based on 282 ratings,3.3,103 mins   More at IMDB TMDB,"Drama, History"
ReLIFE: Kanketsu-hen,2018,Weighted average of 3.64 based on 463 ratings,3.6,96 mins   More at TMDB,Animation
Soft Matter,2018,No number of ratings available,No average rating available,72 mins   More at IMDB TMDB,"Science Fiction, Comedy, Horror"
Folklore: Pob,2018,Weighted average of 3.28 based on 277 ratings,3.3,59 mins   More at IMDB TMDB,"TV Movie, Horror"
Sara,2018,Weighted average of 3.78 based on 318 ratings,3.8,320 mins   More at IMDB TMDB,Comedy
Crazy About Work,2018,Weighted average of 2.51 based on 519 ratings,2.5,92 mins   More at IMDB TMDB,Comedy
Skeletons in the Closet,2018,Weighted average of 2.85 based on 288 ratings,2.9,82 mins   More at IMDB TMDB,Horror
The Clinton Affair,2018,Weighted average of 3.62 based on 304 ratings,3.6,270 mins   More at IMDB TMDB,Documentary
This Is Not a Coup,2018,Weighted average of 3.46 based on 301 ratings,3.5,120 mins   More at IMDB TMDB,Documentary
West of Hell,2018,Weighted average of 2.74 based on 237 ratings,2.7,80 mins   More at IMDB TMDB,"Western, Fantasy, Horror"
Who Will Write Our History?,2018,Weighted average of 3.51 based on 208 ratings,3.5,95 mins   More at IMDB TMDB,"History, War, Drama, Documentary"
Pumpkins,2018,Weighted average of 2.52 based on 276 ratings,2.5,80 mins   More at IMDB TMDB,Horror
Diary of My Mind,2018,Weighted average of 3.38 based on 245 ratings,3.4,70 mins   More at IMDB TMDB,"Drama, Crime"
Tada Never Falls in Love,2018,Weighted average of 3.44 based on 329 ratings,3.4,312 mins   More at IMDB TMDB,"Drama, Comedy, Animation"
Jirga,2018,Weighted average of 3.28 based on 221 ratings,3.3,78 mins   More at IMDB TMDB,"Drama, War"
"My Secret, Terrius",2018,Weighted average of 3.39 based on 393 ratings,3.4,960 mins   More at IMDB TMDB,"Comedy, Mystery"
Jamilia,2018,Weighted average of 3.46 based on 215 ratings,3.5,84 mins   More at IMDB TMDB,Documentary
Love at Sea,2018,Weighted average of 2.92 based on 306 ratings,2.9,80 mins   More at IMDB TMDB,"TV Movie, Romance"
You Are Here: A Come From Away Story,2018,Weighted average of 3.68 based on 241 ratings,3.7,84 mins   More at IMDB TMDB,"Documentary, Music"
A Deal With The Universe,2018,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Documentary
The Legend of Hallowaiian,2018,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,"Family, Adventure, Animation, Comedy"
Kill Ben Lyk,2018,Weighted average of 2.91 based on 318 ratings,2.9,80 mins   More at IMDB TMDB,"Comedy, Thriller, Crime"
Snake,2018,Weighted average of 2.98 based on 217 ratings,3.0,80 mins   More at IMDB TMDB,"Horror, Adventure"
Mojin: The Worm Valley,2018,Weighted average of 2.95 based on 265 ratings,2.9,110 mins   More at IMDB TMDB,"Adventure, Fantasy, Action"
What Men Talk About 3,2018,Weighted average of 3.14 based on 579 ratings,3.1,99 mins   More at IMDB TMDB,Comedy
Sew the Winter to My Skin,2018,No number of ratings available,No average rating available,132 mins   More at IMDB TMDB,"Action, Adventure"
Si Doel the Movie,2018,Weighted average of 3.17 based on 522 ratings,3.2,85 mins   More at IMDB TMDB,"Drama, Comedy, Romance, Family"
Vespiary,2018,Weighted average of 1.66 based on 644 ratings,1.7,90 mins   More at IMDB TMDB,"Family, Comedy"
Pretham 2,2018,Weighted average of 2.74 based on 587 ratings,2.7,132 mins   More at IMDB TMDB,"Comedy, Horror"
The Aspern Papers,2018,Weighted average of 2.82 based on 231 ratings,2.8,90 mins   More at IMDB TMDB,Drama
Game Changers,2018,Weighted average of 3.37 based on 255 ratings,3.4,96 mins   More at IMDB TMDB,Documentary
A Wizard’s Tale,2018,Weighted average of 2.73 based on 319 ratings,2.7,97 mins   More at IMDB TMDB,"Fantasy, Comedy, Animation, Family, Adventure"
Comic Sans,2018,Weighted average of 3.36 based on 342 ratings,3.4,103 mins   More at IMDB TMDB,"Drama, Comedy, Family"
The Perfect Husband,2018,Weighted average of 2.93 based on 597 ratings,2.9,108 mins   More at IMDB TMDB,"Romance, Drama"
National Theatre Live: Barber Shop Chronicles,2018,Weighted average of 3.68 based on 306 ratings,3.7,120 mins   More at IMDB TMDB,"Comedy, Drama"
Qismat,2018,Weighted average of 3.41 based on 406 ratings,3.4,140 mins   More at IMDB TMDB,"Drama, Comedy, Romance"
The Night She Moves,2018,Weighted average of 3.38 based on 312 ratings,3.4,85 mins   More at IMDB TMDB,No genres available
Cobain,2018,Weighted average of 3.29 based on 210 ratings,3.3,94 mins   More at IMDB TMDB,Drama
In Family We Trust,2018,Weighted average of 3.65 based on 431 ratings,3.6,"1,080 mins   More at IMDB TMDB","Mystery, Drama"
Misty,2018,Weighted average of 3.60 based on 278 ratings,3.6,"1,890 mins   More at IMDB TMDB","Drama, Crime, Mystery"
Warrior Women,2018,No number of ratings available,No average rating available,67 mins   More at IMDB TMDB,Documentary
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,Weighted average of 3.37 based on 498 ratings,3.4,180 mins   More at IMDB TMDB,Comedy
The Ghoul Log,2018,No number of ratings available,No average rating available,63 mins   More at TMDB,"Family, Horror"
Psycho Prom Queen,2018,Weighted average of 2.86 based on 302 ratings,2.9,85 mins   More at IMDB TMDB,"TV Movie, Thriller"
Three Heroes: The Heiress to the Throne,2018,Weighted average of 3.14 based on 519 ratings,3.1,90 mins   More at IMDB TMDB,"Family, Animation"
Woodpecker,2018,Weighted average of 2.31 based on 617 ratings,2.3,90 mins   More at IMDB TMDB,Drama
Iron Cowboy: The Story of the 50.50.50 Triathlon,2018,Weighted average of 3.25 based on 437 ratings,3.2,76 mins   More at IMDB TMDB,Documentary
Rush Hour,2018,Weighted average of 3.32 based on 274 ratings,3.3,90 mins   More at IMDB TMDB,Documentary
Todo lo que sería Lucas Lauriente,2018,Weighted average of 3.49 based on 444 ratings,3.5,78 mins   More at IMDB TMDB,Comedy
My Friend “A”,2018,Weighted average of 3.28 based on 207 ratings,3.3,129 mins   More at IMDB TMDB,"Drama, Thriller, Crime, Mystery"
Needi Naadi Oke Katha,2018,Weighted average of 3.42 based on 425 ratings,3.4,122 mins   More at IMDB TMDB,"Family, Drama"
Blowin’ Up,2018,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,Documentary
Dead Man’s Line,2018,Weighted average of 3.45 based on 253 ratings,3.5,108 mins   More at IMDB TMDB,Documentary
In the Game,2018,Weighted average of 3.04 based on 595 ratings,3.0,85 mins   More at IMDB TMDB,Comedy
When We Were Young,2018,Weighted average of 3.65 based on 345 ratings,3.6,"1,080 mins   More at IMDB TMDB","Comedy, Drama"
Se son rose…,2018,Weighted average of 2.90 based on 580 ratings,2.9,86 mins   More at IMDB TMDB,Comedy
Last Vermont Christmas,2018,Weighted average of 2.98 based on 258 ratings,3.0,90 mins   More at IMDB TMDB,"Romance, Drama, TV Movie"
Jefe,2018,Weighted average of 2.86 based on 446 ratings,2.9,89 mins   More at IMDB TMDB,Comedy
All Mixed Up,2018,Weighted average of 2.56 based on 663 ratings,2.6,96 mins   More at IMDB TMDB,Comedy
The Lake Vampire,2018,Weighted average of 3.28 based on 235 ratings,3.3,102 mins   More at IMDB TMDB,"Horror, Crime, Mystery, Thriller"
A City Called Macau,2018,Weighted average of 3.11 based on 227 ratings,3.1,127 mins   More at IMDB TMDB,"Drama, Romance"
Seau,2018,Weighted average of 3.54 based on 382 ratings,3.5,90 mins   More at IMDB TMDB,Documentary
Bon Bini Holland 2,2018,Weighted average of 3.00 based on 510 ratings,3.0,88 mins   More at IMDB TMDB,Comedy
Story of Yanxi Palace,2018,Weighted average of 3.65 based on 345 ratings,3.6,"3,150 mins   More at IMDB TMDB",Drama
Les Unwanted de Europa,2018,Weighted average of 3.30 based on 223 ratings,3.3,111 mins   More at IMDB TMDB,"History, Drama"
The Footballest,2018,Weighted average of 2.75 based on 501 ratings,2.8,104 mins   More at IMDB TMDB,Comedy
Saf,2018,Weighted average of 3.34 based on 332 ratings,3.3,102 mins   More at IMDB TMDB,Drama
Ugly Sweater Party,2018,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,"Comedy, Horror"
Loud Krazy Love,2018,Weighted average of 3.45 based on 242 ratings,3.5,87 mins   More at IMDB TMDB,"Music, Documentary"
Memory Games,2018,Weighted average of 3.36 based on 365 ratings,3.4,85 mins   More at IMDB TMDB,Documentary
Fabiana,2018,Weighted average of 3.39 based on 222 ratings,3.4,89 mins   More at IMDB TMDB,Documentary
Telemundo,2018,No number of ratings available,No average rating available,82 mins   More at TMDB,Documentary
The Fight,2018,Weighted average of 3.34 based on 210 ratings,3.3,91 mins   More at IMDB TMDB,"Comedy, Drama"
Voodoo Apocalypse,2018,Weighted average of 3.08 based on 250 ratings,3.1,95 mins   More at IMDB TMDB,"Horror, Comedy, Fantasy, Action"
The Pluto Moment,2018,Weighted average of 3.32 based on 232 ratings,3.3,110 mins   More at IMDB TMDB,Drama
The Flood,2018,Weighted average of 3.48 based on 280 ratings,3.5,88 mins   More at IMDB TMDB,"Documentary, TV Movie"
Beautiful Days,2018,Weighted average of 3.25 based on 226 ratings,3.2,104 mins   More at IMDB TMDB,Drama
Pearl in Paradise,2018,Weighted average of 3.16 based on 291 ratings,3.2,80 mins   More at IMDB TMDB,"Romance, TV Movie"
Anne,2018,Weighted average of 3.16 based on 299 ratings,3.2,80 mins   More at IMDB TMDB,Horror
Dinosaurs In A Mining Facility,2018,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,Science Fiction
Joni Mitchell - Both Sides Now - Live at the Isle of Wight Festival 1970,2018,No number of ratings available,No average rating available,76 mins   More at IMDB TMDB,Music
Old Lord Savanna,2018,Weighted average of 3.61 based on 355 ratings,3.6,96 mins   More at IMDB TMDB,Documentary
Missing,2018,Weighted average of 2.96 based on 432 ratings,3.0,120 mins   More at IMDB TMDB,"Thriller, Mystery"
Swimming,2018,Weighted average of 3.22 based on 222 ratings,3.2,101 mins   More at IMDB TMDB,Drama
