title,year,number_ratings,average_rating,length,genres
The Gentlemen,2019,"Weighted average of 3.71 based on 431,375 ratings",3.7,113 mins   More at IMDB TMDB,"Crime, Comedy, Action, Crude Humor And Satire, Crime, Drugs And Gangsters, Gritty Crime And Ruthless Gangsters, Gags, Jokes, And Slapstick Humor, Violent Action, Guns, And Crime, Amusing Jokes And Witty Satire, Heists And Thrilling Action, Show All…"
Chernobyl,2019,"Weighted average of 4.58 based on 426,290 ratings",4.6,327 mins   More at IMDB TMDB,"Drama, Politics And Human Rights, Horror, The Undead And Monster Classics, Dangerous Technology And The Apocalypse, Riveting Political And Presidential Drama, Political Drama, Patriotism, And War, Humanity'S Odyssey: Earth And Beyond, Terrifying, Haunted, And Supernatural Horror, Show All…"
Waves,2019,"Weighted average of 3.88 based on 257,519 ratings",3.9,135 mins   More at IMDB TMDB,"Romance, Drama, Moving Relationship Stories, Underdogs And Coming Of Age, Emotional And Touching Family Dramas, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Heartbreaking And Moving Family Drama, Emotional Teen Coming-Of-Age Stories, Show All…"
Doctor Sleep,2019,"Weighted average of 3.36 based on 365,095 ratings",3.4,152 mins   More at IMDB TMDB,"Horror, Fantasy, Thriller, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Show All…"
The Farewell,2019,"Weighted average of 4.07 based on 284,639 ratings",4.1,100 mins   More at IMDB TMDB,"Comedy, Drama, Moving Relationship Stories, Humanity And The World Around Us, Touching And Sentimental Family Stories, Tragic Sadness And Captivating Beauty, Powerful Stories Of Heartbreak And Suffering, Emotional And Touching Family Dramas, Heartbreaking And Moving Family Drama, Show All…"
Ad Astra,2019,"Weighted average of 3.36 based on 352,302 ratings",3.4,123 mins   More at IMDB TMDB,"Drama, Science Fiction, Monsters, Aliens, Sci-Fi And The Apocalypse, Humanity And The World Around Us, Moving Relationship Stories, Imaginative Space Odysseys And Alien Encounters, Action-Packed Space And Alien Sagas, Thought-Provoking Sci-Fi Action And Future Technology, Superheroes In Action-Packed Battles With Villains, Humanity'S Odyssey: Earth And Beyond, Show All…"
Glass,2019,"Weighted average of 2.91 based on 399,342 ratings",2.9,129 mins   More at IMDB TMDB,"Science Fiction, Drama, Thriller, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Twisted Dark Psychological Thriller, Explosive And Action-Packed Heroes Vs. Villains, Show All…"
Pokémon Detective Pikachu,2019,"Weighted average of 3.04 based on 428,343 ratings",3.0,105 mins   More at IMDB TMDB,"Action, Fantasy, Adventure, Kids' Animated Fun And Adventure, Superheroes In Action-Packed Battles With Villains, Emotional And Captivating Fantasy Storytelling, Adorable Animals And Heartwarming Families, Action Comedy And Silly Heroics, Show All…"
Klaus,2019,"Weighted average of 4.13 based on 350,326 ratings",4.1,96 mins   More at IMDB TMDB,"Comedy, Adventure, Animation, Fantasy, Family, Holiday Joy And Heartwarming Christmas, Kids' Animated Fun And Adventure, Fairy-Tale Fantasy And Enchanted Magic, Adorable Animals And Heartwarming Families, Touching And Sentimental Family Stories, Show All…"
Aladdin,2019,"Weighted average of 2.97 based on 437,804 ratings",3.0,127 mins   More at IMDB TMDB,"Fantasy, Family, Romance, Adventure, Song And Dance, Fairy-Tale Fantasy And Enchanted Magic, Dazzling Vocal Performances And Musicals, Kids' Animated Fun And Adventure, Holiday Joy And Heartwarming Christmas, Catchy Songs And Hilarious Musical Comedy, Show All…"
The Lion King,2019,"Weighted average of 2.80 based on 431,407 ratings",2.8,118 mins   More at IMDB TMDB,"Drama, Family, Adventure, Song And Dance, Dazzling Vocal Performances And Musicals, Fairy-Tale Fantasy And Enchanted Magic, Emotional And Captivating Fantasy Storytelling, Holiday Joy And Heartwarming Christmas, Kids' Animated Fun And Adventure, Show All…"
Yesterday,2019,"Weighted average of 2.90 based on 366,291 ratings",2.9,116 mins   More at IMDB TMDB,"Comedy, Fantasy, Romance, Music, Relationship Comedy, Song And Dance, Crude Humor And Satire, Legendary Musicians And Stardom, Laugh-Out-Loud Relationship Entanglements, Dazzling Vocal Performances And Musicals, Catchy Songs And Hilarious Musical Comedy, Charming Romances And Delightful Chemistry, Show All…"
The King,2019,"Weighted average of 3.40 based on 311,110 ratings",3.4,140 mins   More at IMDB TMDB,"War, History, Drama, Epic History And Literature, War And Historical Adventure, Historical Battles And Epic Heroism, Lavish Dramas And Sumptuous Royalty, Captivating Vision And Shakespearean Drama, Military Combat And Heroic Soldiers, Fantasy Adventure, Heroism, And Swordplay, Show All…"
Zombieland: Double Tap,2019,"Weighted average of 3.01 based on 356,915 ratings",3.0,99 mins   More at IMDB TMDB,"Horror, Comedy, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Laugh-Out-Loud Relationship Entanglements, Survival Horror And Zombie Carnage, Funny Jokes And Crude Humor, Action Comedy And Silly Heroics, Show All…"
How to Train Your Dragon: The Hidden World,2019,"Weighted average of 3.67 based on 335,263 ratings",3.7,104 mins   More at IMDB TMDB,"Animation, Adventure, Family, Epic Heroes, Moving Relationship Stories, Emotional And Captivating Fantasy Storytelling, Adorable Animals And Heartwarming Families, Kids' Animated Fun And Adventure, Superheroes In Action-Packed Battles With Villains, Fantasy Adventure, Heroism, And Swordplay, Show All…"
Jumanji: The Next Level,2019,"Weighted average of 2.86 based on 367,028 ratings",2.9,123 mins   More at IMDB TMDB,"Adventure, Fantasy, Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor, Gags, Jokes, And Slapstick Humor, Kids' Animated Fun And Adventure, Laugh-Out-Loud Relationship Entanglements, Amusing Jokes And Witty Satire, Show All…"
Godzilla: King of the Monsters,2019,"Weighted average of 2.81 based on 318,654 ratings",2.8,132 mins   More at IMDB TMDB,"Science Fiction, Action, Epic Heroes, High Speed And Special Ops, Superheroes In Action-Packed Battles With Villains, Dangerous Technology And The Apocalypse, Thought-Provoking Sci-Fi Action And Future Technology, Sci-Fi Monster And Dinosaur Adventures, Humanity'S Odyssey: Earth And Beyond, Show All…"
Dark Phoenix,2019,"Weighted average of 2.06 based on 318,270 ratings",2.1,114 mins   More at IMDB TMDB,"Action, Science Fiction, Adventure, Epic Heroes, Superheroes In Action-Packed Battles With Villains, Action-Packed Space And Alien Sagas, Explosive And Action-Packed Heroes Vs. Villains, Show All…"
Alita: Battle Angel,2019,"Weighted average of 3.19 based on 303,951 ratings",3.2,122 mins   More at IMDB TMDB,"Adventure, Science Fiction, Action, Epic Heroes, Thought-Provoking Sci-Fi Action And Future Technology, Superheroes In Action-Packed Battles With Villains, Emotional And Captivating Fantasy Storytelling, Action-Packed Space And Alien Sagas, Intense Combat And Martial Arts, Show All…"
Vivarium,2019,"Weighted average of 2.78 based on 247,153 ratings",2.8,97 mins   More at IMDB TMDB,"Mystery, Thriller, Horror, Science Fiction, Horror, The Undead And Monster Classics, Humanity And The World Around Us, Monsters, Aliens, Sci-Fi And The Apocalypse, Twisted Dark Psychological Thriller, Dreamlike, Quirky, And Surreal Storytelling, Terrifying, Haunted, And Supernatural Horror, Surreal And Thought-Provoking Visions Of Life And Death, Creepy, Chilling, And Terrifying Horror, Show All…"
Hustlers,2019,"Weighted average of 3.30 based on 258,954 ratings",3.3,110 mins   More at IMDB TMDB,"Comedy, Crime, Drama, Crime, Drugs And Gangsters, Gritty Crime And Ruthless Gangsters, Show All…"
Saint Maud,2019,"Weighted average of 3.49 based on 185,983 ratings",3.5,85 mins   More at IMDB TMDB,"Horror, Mystery, Drama, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Twisted Dark Psychological Thriller, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Faith And Spiritual Journeys, Show All…"
The Peanut Butter Falcon,2019,"Weighted average of 3.84 based on 222,197 ratings",3.8,97 mins   More at IMDB TMDB,"Drama, Adventure, Comedy, Moving Relationship Stories, Touching And Sentimental Family Stories, Adorable Animals And Heartwarming Families, Quirky And Endearing Relationships, Captivating Relationships And Charming Romance, Laugh-Out-Loud Relationship Entanglements, Show All…"
Murder Mystery,2019,"Weighted average of 2.69 based on 313,355 ratings",2.7,97 mins   More at IMDB TMDB,"Action, Comedy, Mystery, Crude Humor And Satire, Thrillers And Murder Mysteries, Relationship Comedy, Gags, Jokes, And Slapstick Humor, Laugh-Out-Loud Relationship Entanglements, Amusing Jokes And Witty Satire, Funny Jokes And Crude Humor, Intriguing And Suspenseful Murder Mysteries, Show All…"
Five Feet Apart,2019,"Weighted average of 3.21 based on 236,304 ratings",3.2,116 mins   More at IMDB TMDB,"Drama, Romance, Moving Relationship Stories, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Emotional LGBTQ Relationships, Emotional Teen Coming-Of-Age Stories, Laugh-Out-Loud Relationship Entanglements, Show All…"
Honey Boy,2019,"Weighted average of 3.82 based on 153,458 ratings",3.8,94 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Heartbreaking And Moving Family Drama, Fascinating, Emotional Stories And Documentaries, Show All…"
The Last Black Man in San Francisco,2019,"Weighted average of 4.07 based on 111,194 ratings",4.1,121 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering, Tragic Sadness And Captivating Beauty, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Heartbreaking And Moving Family Drama, Show All…"
Weathering with You,2019,"Weighted average of 3.66 based on 179,777 ratings",3.7,112 mins   More at IMDB TMDB,"Fantasy, Animation, Romance, Drama, Moving Relationship Stories, Humanity And The World Around Us, Emotional And Captivating Fantasy Storytelling, Captivating Relationships And Charming Romance, Tragic Sadness And Captivating Beauty, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Show All…"
Pain and Glory,2019,"Weighted average of 4.06 based on 139,559 ratings",4.1,114 mins   More at IMDB TMDB,"Drama, Moving Relationship Stories, Humanity And The World Around Us, Powerful Stories Of Heartbreak And Suffering, Touching And Sentimental Family Stories, Emotional And Touching Family Dramas, Captivating Relationships And Charming Romance, Emotional LGBTQ Relationships, Show All…"
Ma,2019,"Weighted average of 2.50 based on 196,569 ratings",2.5,99 mins   More at IMDB TMDB,"Thriller, Horror, Intense Violence And Sexual Transgression, Horror, The Undead And Monster Classics, Underdogs And Coming Of Age, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Terrifying, Haunted, And Supernatural Horror, Gothic And Eerie Haunting Horror, Teen School Antics And Laughter, Show All…"
Escape Room,2019,"Weighted average of 2.84 based on 221,479 ratings",2.8,100 mins   More at IMDB TMDB,"Mystery, Thriller, Horror, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Sci-Fi Horror, Creatures, And Aliens, Gory, Gruesome, And Slasher Horror, Suspenseful Crime Thrillers, Intriguing And Suspenseful Murder Mysteries, Show All…"
Fast & Furious Presents: Hobbs & Shaw,2019,"Weighted average of 2.68 based on 224,910 ratings",2.7,137 mins   More at IMDB TMDB,"Adventure, Comedy, Action, High Speed And Special Ops, Epic Heroes, Crude Humor And Satire, Adrenaline-Fueled Action And Fast Cars, Action Comedy And Silly Heroics, Explosive And Action-Packed Heroes Vs. Villains, Superheroes In Action-Packed Battles With Villains, Gags, Jokes, And Slapstick Humor, Show All…"
Scary Stories to Tell in the Dark,2019,"Weighted average of 2.76 based on 197,322 ratings",2.8,108 mins   More at IMDB TMDB,"Horror, Thriller, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Underdogs And Coming Of Age, Terrifying, Haunted, And Supernatural Horror, Gory, Gruesome, And Slasher Horror, Creepy, Chilling, And Terrifying Horror, Sci-Fi Horror, Creatures, And Aliens, Gothic And Eerie Haunting Horror, Show All…"
The Lego Movie 2: The Second Part,2019,"Weighted average of 3.07 based on 197,670 ratings",3.1,107 mins   More at IMDB TMDB,"Adventure, Action, Family, Comedy, Animation, Crude Humor And Satire, Song And Dance, Kids' Animated Fun And Adventure, Fairy-Tale Fantasy And Enchanted Magic, Holiday Joy And Heartwarming Christmas, Catchy Songs And Hilarious Musical Comedy, Adorable Animals And Heartwarming Families, Show All…"
The Two Popes,2019,"Weighted average of 3.64 based on 172,956 ratings",3.6,125 mins   More at IMDB TMDB,"History, Drama, Faith And Religion, Religious Faith, Sin, And Forgiveness, Faith And Spiritual Journeys, Show All…"
Bombshell,2019,"Weighted average of 3.11 based on 172,623 ratings",3.1,109 mins   More at IMDB TMDB,"Drama, Politics And Human Rights, Riveting Political And Presidential Drama, Show All…"
Bacurau,2019,"Weighted average of 3.91 based on 132,184 ratings",3.9,131 mins   More at IMDB TMDB,"Thriller, Mystery, Western, Politics And Human Rights, Racism And The Powerful Fight For Justice, Surreal And Thought-Provoking Visions Of Life And Death, Gothic And Eerie Haunting Horror, Show All…"
The Dead Don’t Die,2019,"Weighted average of 2.67 based on 156,067 ratings",2.7,104 mins   More at IMDB TMDB,"Horror, Comedy, Crude Humor And Satire, Gags, Jokes, And Slapstick Humor, Funny Jokes And Crude Humor, Amusing Jokes And Witty Satire, Survival Horror And Zombie Carnage, Spooky, Scary Comedy, Show All…"
Good Boys,2019,"Weighted average of 3.13 based on 180,365 ratings",3.1,89 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Underdogs And Coming Of Age, Relationship Comedy, Teen School Antics And Laughter, Funny Jokes And Crude Humor, Gags, Jokes, And Slapstick Humor, Kids' Animated Fun And Adventure, Laugh-Out-Loud Relationship Entanglements, Show All…"
"Extremely Wicked, Shockingly Evil and Vile",2019,"Weighted average of 3.06 based on 190,020 ratings",3.1,111 mins   More at IMDB TMDB,"Crime, Drama, Intense Violence And Sexual Transgression, Gripping, Intense Violent Crime, Suspenseful Crime Thrillers, Graphic Violence And Brutal Revenge, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Show All…"
Swallow,2019,"Weighted average of 3.43 based on 115,384 ratings",3.4,95 mins   More at IMDB TMDB,"Thriller, Drama, Horror, Intense Violence And Sexual Transgression, Powerful Stories Of Heartbreak And Suffering, Enduring Stories Of Family And Marital Drama, Heartbreaking And Moving Family Drama, Touching And Sentimental Family Stories, Gripping, Intense Violent Crime, Show All…"
Dark Waters,2019,"Weighted average of 3.78 based on 132,726 ratings",3.8,127 mins   More at IMDB TMDB,"Thriller, Drama, Politics And Human Rights, Intense Political And Terrorist Thrillers, Suspenseful Crime Thrillers, Show All…"
Happy Death Day 2U,2019,"Weighted average of 2.73 based on 177,392 ratings",2.7,100 mins   More at IMDB TMDB,"Comedy, Horror, Science Fiction, Crude Humor And Satire, Horror, The Undead And Monster Classics, Twisted Dark Psychological Thriller, Gags, Jokes, And Slapstick Humor, Spooky, Scary Comedy, Teen School Antics And Laughter, Funny Jokes And Crude Humor, Show All…"
Color Out of Space,2019,"Weighted average of 3.18 based on 123,275 ratings",3.2,110 mins   More at IMDB TMDB,"Science Fiction, Horror, Mystery, Horror, The Undead And Monster Classics, Monsters, Aliens, Sci-Fi And The Apocalypse, Sci-Fi Horror, Creatures, And Aliens, Terrifying, Haunted, And Supernatural Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Chilling Experiments And Classic Monster Horror, Show All…"
First Cow,2019,"Weighted average of 3.89 based on 86,710 ratings",3.9,122 mins   More at IMDB TMDB,"Western, Drama, Westerns, Wild West Outlaws And Gunfights, Show All…"
Cats,2019,"Weighted average of 1.26 based on 144,580 ratings",1.3,110 mins   More at IMDB TMDB,"Comedy, Drama, Fantasy, Song And Dance, Dazzling Vocal Performances And Musicals, Catchy Songs And Hilarious Musical Comedy, Dance Rhythms And Catchy Tunes, Show All…"
A Beautiful Day in the Neighborhood,2019,"Weighted average of 3.60 based on 129,284 ratings",3.6,109 mins   More at IMDB TMDB,"History, Drama, Moving Relationship Stories, Emotional And Touching Family Dramas, Touching And Sentimental Family Stories, Powerful Stories Of Heartbreak And Suffering, Heartbreaking And Moving Family Drama, Quirky And Endearing Relationships, Show All…"
A Rainy Day in New York,2019,"Weighted average of 2.60 based on 142,357 ratings",2.6,92 mins   More at IMDB TMDB,"Comedy, Romance, Relationship Comedy, Crude Humor And Satire, Humanity And The World Around Us, Laugh-Out-Loud Relationship Entanglements, Charming Romances And Delightful Chemistry, Captivating Relationships And Charming Romance, Quirky And Endearing Relationships, Catchy Songs And Hilarious Musical Comedy, Show All…"
The Lodge,2019,"Weighted average of 3.11 based on 126,262 ratings",3.1,108 mins   More at IMDB TMDB,"Horror, Thriller, Mystery, Drama, Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression, Terrifying, Haunted, And Supernatural Horror, Twisted Dark Psychological Thriller, Gory, Gruesome, And Slasher Horror, Creepy, Chilling, And Terrifying Horror, Gothic And Eerie Haunting Horror, Show All…"
Maleficent: Mistress of Evil,2019,"Weighted average of 2.94 based on 177,005 ratings",2.9,119 mins   More at IMDB TMDB,"Action, Adventure, Fantasy, Family, Epic Heroes, Moving Relationship Stories, Fairy-Tale Fantasy And Enchanted Magic, Fantasy Adventure, Heroism, And Swordplay, Emotional And Captivating Fantasy Storytelling, Captivating Vision And Shakespearean Drama, Superheroes In Action-Packed Battles With Villains, Show All…"
National Theatre Live: Fleabag,2019,"Weighted average of 4.60 based on 117,756 ratings",4.6,81 mins   More at IMDB TMDB,"Comedy, Drama"
