title,year,number_ratings,average_rating,length,genres
Sepultura Endurance,2017,Weighted average of 3.34 based on 432 ratings,3.3,100 mins   More at IMDB TMDB,"Music, Documentary"
M,2017,Weighted average of 3.36 based on 306 ratings,3.4,100 mins   More at IMDB TMDB,Drama
"Silk Road: Drugs, Death and the Dark Web",2017,Weighted average of 3.40 based on 224 ratings,3.4,90 mins   More at IMDB TMDB,"Crime, Documentary"
"Eat, Play, Love",2017,Weighted average of 2.92 based on 287 ratings,2.9,84 mins   More at IMDB TMDB,"Romance, Comedy, TV Movie"
Land of Hope and Glory,2017,No number of ratings available,No average rating available,48 mins   More at IMDB TMDB,Documentary
Rezo,2017,Weighted average of 3.74 based on 247 ratings,3.7,63 mins   More at IMDB TMDB,"Documentary, Animation"
Behen Hogi Teri,2017,Weighted average of 2.94 based on 534 ratings,2.9,128 mins   More at IMDB TMDB,"Comedy, Drama, Romance"
World of Darkness,2017,Weighted average of 3.29 based on 331 ratings,3.3,89 mins   More at IMDB TMDB,Documentary
100 Men,2017,Weighted average of 3.29 based on 205 ratings,3.3,95 mins   More at IMDB TMDB,Documentary
One-Line,2017,Weighted average of 3.18 based on 339 ratings,3.2,131 mins   More at IMDB TMDB,Crime
Forgotten Scares: An In-depth Look at Flemish Horror Cinema,2017,No number of ratings available,No average rating available,96 mins   More at IMDB TMDB,"Documentary, Horror"
Losing Sight of Shore,2017,Weighted average of 3.51 based on 309 ratings,3.5,92 mins   More at IMDB TMDB,Documentary
One and Not Done,2017,Weighted average of 3.36 based on 370 ratings,3.4,102 mins   More at TMDB,Documentary
Ice Mother,2017,Weighted average of 3.40 based on 291 ratings,3.4,106 mins   More at IMDB TMDB,"Romance, Drama, Comedy"
Geomancer,2017,No number of ratings available,No average rating available,48 mins   More at TMDB,"Science Fiction, Music, Animation"
One Thousand Ropes,2017,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Drama
12 Days of Giving,2017,Weighted average of 2.95 based on 324 ratings,2.9,85 mins   More at IMDB TMDB,"TV Movie, Drama"
Family Life,2017,Weighted average of 3.37 based on 214 ratings,3.4,80 mins   More at IMDB TMDB,"Comedy, Drama"
Three Peaks,2017,Weighted average of 3.25 based on 259 ratings,3.2,94 mins   More at IMDB TMDB,Drama
Ramiro,2017,Weighted average of 3.33 based on 207 ratings,3.3,104 mins   More at IMDB TMDB,"Drama, Comedy"
Sarkar 3,2017,Weighted average of 2.86 based on 407 ratings,2.9,132 mins   More at IMDB TMDB,Crime
Biggie: The Life of Notorious B.I.G.,2017,Weighted average of 3.47 based on 251 ratings,3.5,121 mins   More at IMDB TMDB,Documentary
Juni Taisen: Zodiac War,2017,Weighted average of 3.24 based on 397 ratings,3.2,288 mins   More at IMDB TMDB,Animation
3 Things,2017,Weighted average of 3.13 based on 349 ratings,3.1,89 mins   More at IMDB TMDB,"Thriller, Drama"
Curse of the Mayans,2017,Weighted average of 2.61 based on 273 ratings,2.6,90 mins   More at IMDB TMDB,"Horror, Science Fiction"
Final Fantasy XIV: Dad of Light,2017,Weighted average of 3.41 based on 311 ratings,3.4,192 mins   More at IMDB TMDB,"Family, Drama"
My Christmas Prince,2017,Weighted average of 2.76 based on 264 ratings,2.8,90 mins   More at IMDB TMDB,"TV Movie, Drama, Comedy, Romance, Family"
Longing,2017,Weighted average of 3.36 based on 256 ratings,3.4,103 mins   More at IMDB TMDB,No genres available
Wind Traces,2017,Weighted average of 3.42 based on 201 ratings,3.4,95 mins   More at IMDB TMDB,Drama
Vergel,2017,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,Drama
The Decaying,2017,Weighted average of 3.22 based on 292 ratings,3.2,100 mins   More at IMDB TMDB,"Mystery, Drama"
Cargo,2017,Weighted average of 3.25 based on 297 ratings,3.3,91 mins   More at IMDB TMDB,Drama
My First Girlfriend is a Gal,2017,Weighted average of 2.97 based on 453 ratings,3.0,240 mins   More at IMDB TMDB,"Animation, Comedy"
Paris is a Moveable Feast - A Film in 18 Waves,2017,No number of ratings available,No average rating available,95 mins   More at IMDB TMDB,Documentary
The Judge,2017,No number of ratings available,No average rating available,79 mins   More at IMDB TMDB,Documentary
My Only Love Song,2017,Weighted average of 3.30 based on 394 ratings,3.3,600 mins   More at IMDB TMDB,Drama
Sangili Bungili Kadhava Thorae,2017,Weighted average of 2.85 based on 573 ratings,2.8,140 mins   More at IMDB TMDB,"Comedy, Horror"
The Demise of ETA,2017,Weighted average of 3.41 based on 330 ratings,3.4,107 mins   More at IMDB TMDB,"Documentary, History"
The Legend of the Ugly King,2017,No number of ratings available,No average rating available,122 mins   More at IMDB TMDB,Documentary
Inmates,2017,No number of ratings available,No average rating available,287 mins   More at IMDB TMDB,Documentary
Quality Time,2017,Weighted average of 3.43 based on 276 ratings,3.4,86 mins   More at IMDB TMDB,"Comedy, Drama"
Kevyn Aucoin Beauty & the Beast in Me,2017,Weighted average of 3.41 based on 223 ratings,3.4,90 mins   More at IMDB TMDB,Documentary
Good Favour,2017,No number of ratings available,No average rating available,101 mins   More at IMDB TMDB,"Mystery, Drama"
Monkey Talks,2017,Weighted average of 2.63 based on 545 ratings,2.6,87 mins   More at IMDB TMDB,Thriller
That Good Night,2017,Weighted average of 3.25 based on 247 ratings,3.3,92 mins   More at IMDB TMDB,Drama
Farce,2017,Weighted average of 2.68 based on 498 ratings,2.7,93 mins   More at IMDB TMDB,Comedy
The Citizen,2017,Weighted average of 3.49 based on 282 ratings,3.5,108 mins   More at IMDB TMDB,Drama
Vamps,2017,Weighted average of 2.81 based on 260 ratings,2.8,90 mins   More at IMDB TMDB,"Fantasy, Thriller, Horror, Action"
The Moorside,2017,Weighted average of 3.44 based on 357 ratings,3.4,116 mins   More at IMDB TMDB,Drama
Rangoon,2017,Weighted average of 3.27 based on 471 ratings,3.3,127 mins   More at IMDB TMDB,"Action, Thriller, Romance"
Together with Me,2017,Weighted average of 3.28 based on 395 ratings,3.3,650 mins   More at IMDB TMDB,"Drama, Comedy"
DriverX,2017,Weighted average of 3.07 based on 229 ratings,3.1,98 mins   More at IMDB TMDB,Drama
Rabot,2017,Weighted average of 3.61 based on 332 ratings,3.6,93 mins   More at IMDB TMDB,Documentary
Easy Living,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,"Comedy, Thriller, Drama"
The Intruder,2017,Weighted average of 3.35 based on 259 ratings,3.4,95 mins   More at IMDB TMDB,Drama
The King’s Case Note,2017,Weighted average of 3.10 based on 399 ratings,3.1,115 mins   More at IMDB TMDB,"Adventure, Action, Comedy"
The Heavy Hand of the Law,2017,Weighted average of 3.35 based on 311 ratings,3.4,101 mins   More at IMDB TMDB,"Crime, Drama"
Warriors of the Dawn,2017,Weighted average of 3.17 based on 292 ratings,3.2,129 mins   More at IMDB TMDB,"Adventure, Action, War"
Fearless,2017,No number of ratings available,No average rating available,270 mins   More at IMDB TMDB,"Crime, Mystery, Drama"
Goutham Nanda,2017,Weighted average of 3.23 based on 561 ratings,3.2,155 mins   More at IMDB TMDB,"Action, Drama"
Take Me to the Moon,2017,Weighted average of 3.15 based on 336 ratings,3.2,105 mins   More at IMDB TMDB,"Drama, Romance"
Rarandoi Veduka Chudham,2017,Weighted average of 2.90 based on 586 ratings,2.9,150 mins   More at IMDB TMDB,"Drama, Family, Romance"
Hospital Ship,2017,Weighted average of 3.36 based on 359 ratings,3.4,"1,200 mins   More at IMDB TMDB",Drama
More Than Only,2017,Weighted average of 3.10 based on 220 ratings,3.1,107 mins   More at IMDB TMDB,"Comedy, Drama"
A Winter to Remember,2017,No number of ratings available,No average rating available,64 mins   More at IMDB TMDB,"Drama, Romance"
Boule & Bill 2,2017,Weighted average of 2.66 based on 564 ratings,2.7,85 mins   More at IMDB TMDB,Comedy
The World Is Mine,2017,No number of ratings available,No average rating available,68 mins   More at IMDB TMDB,Documentary
Ugly Nasty People,2017,Weighted average of 3.03 based on 442 ratings,3.0,85 mins   More at IMDB TMDB,"Comedy, Crime"
Dismissal,2017,Weighted average of 2.85 based on 444 ratings,2.9,90 mins   More at IMDB TMDB,Comedy
Where I Belong,2017,No number of ratings available,No average rating available,108 mins   More at IMDB TMDB,Drama
Framed for Murder: A Fixer Upper Mystery,2017,Weighted average of 3.06 based on 282 ratings,3.1,83 mins   More at IMDB TMDB,"Drama, TV Movie, Mystery"
Second Chance Christmas,2017,Weighted average of 2.76 based on 263 ratings,2.8,87 mins   More at IMDB TMDB,"Romance, TV Movie, Comedy"
The Tigers of Scotland,2017,Weighted average of 3.30 based on 336 ratings,3.3,55 mins   More at IMDB TMDB,Documentary
Boots on the Ground,2017,No number of ratings available,No average rating available,86 mins   More at IMDB TMDB,Horror
Chris Brown: Welcome to My Life,2017,Weighted average of 3.07 based on 402 ratings,3.1,80 mins   More at IMDB TMDB,Documentary
All for Love,2017,Weighted average of 3.08 based on 287 ratings,3.1,84 mins   More at IMDB TMDB,"Romance, TV Movie, Comedy"
Aliens vs. Titanic,2017,No number of ratings available,No average rating available,85 mins   More at IMDB TMDB,"Science Fiction, Horror, Comedy"
Criminal Minds,2017,Weighted average of 3.42 based on 267 ratings,3.4,"1,200 mins   More at IMDB TMDB","Drama, Crime"
Tell Them We Are Rising: The Story of Black Colleges and Universities,2017,No number of ratings available,No average rating available,85 mins   More at IMDB TMDB,Documentary
Bloodlands,2017,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,"Horror, Drama, Thriller"
Girls’ Night Out,2017,Weighted average of 2.72 based on 381 ratings,2.7,85 mins   More at IMDB TMDB,"Thriller, TV Movie"
The Stronghold,2017,Weighted average of 3.02 based on 407 ratings,3.0,100 mins   More at IMDB TMDB,"Adventure, Fantasy, Family, History, Comedy, Action"
Roar : The Most Dangerous Movie Ever Made,2017,No number of ratings available,No average rating available,42 mins   More at IMDB TMDB,Documentary
Cielo,2017,Weighted average of 3.38 based on 229 ratings,3.4,78 mins   More at IMDB TMDB,Documentary
Akashic Records of Bastard Magic Instructor,2017,Weighted average of 3.15 based on 433 ratings,3.1,288 mins   More at IMDB TMDB,"Comedy, Drama, Animation"
American Violence,2017,Weighted average of 2.77 based on 326 ratings,2.8,107 mins   More at IMDB TMDB,"Thriller, Crime, Drama"
Water & Power: A California Heist,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Documentary
The Deminer,2017,Weighted average of 3.68 based on 262 ratings,3.7,83 mins   More at IMDB TMDB,Documentary
Larceny,2017,Weighted average of 2.57 based on 329 ratings,2.6,87 mins   More at IMDB TMDB,"Action, Thriller"
"Alifu, the Prince/ss",2017,Weighted average of 3.15 based on 206 ratings,3.1,97 mins   More at IMDB TMDB,Drama
Superswede: A film about Ronnie Peterson,2017,Weighted average of 3.49 based on 326 ratings,3.5,88 mins   More at IMDB TMDB,Documentary
Present Perfect,2017,Weighted average of 3.13 based on 246 ratings,3.1,106 mins   More at IMDB TMDB,Romance
Ay Lav Yu Tuu,2017,Weighted average of 2.60 based on 550 ratings,2.6,112 mins   More at IMDB TMDB,Comedy
42 Grams,2017,Weighted average of 3.35 based on 288 ratings,3.3,81 mins   More at IMDB TMDB,Documentary
Wallay,2017,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,Drama
Under the Smoky Roof,2017,Weighted average of 2.11 based on 517 ratings,2.1,90 mins   More at IMDB TMDB,Family
The End of April,2017,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,"Horror, Thriller, Drama"
Realms,2017,Weighted average of 2.60 based on 376 ratings,2.6,90 mins   More at IMDB TMDB,"Mystery, Horror"
Diana: 7 Days That Shook the Windsors,2017,Weighted average of 3.52 based on 303 ratings,3.5,91 mins   More at IMDB TMDB,Documentary
The Exes,2017,Weighted average of 3.00 based on 435 ratings,3.0,84 mins   More at IMDB TMDB,Comedy
Hep Yek 2,2017,Weighted average of 2.69 based on 595 ratings,2.7,125 mins   More at IMDB TMDB,"Comedy, Crime"
Tiny Christmas,2017,Weighted average of 2.82 based on 308 ratings,2.8,66 mins   More at IMDB TMDB,"Adventure, Family, TV Movie, Comedy"
Destruction: Los Angeles,2017,Weighted average of 2.50 based on 381 ratings,2.5,93 mins   More at IMDB TMDB,"Action, Adventure"
Dicknado,2017,No number of ratings available,No average rating available,159 mins   More at IMDB TMDB,Horror
T2: Reprogramming The Terminator,2017,Weighted average of 3.54 based on 231 ratings,3.5,55 mins   More at IMDB TMDB,Documentary
Kill Order,2017,Weighted average of 2.87 based on 250 ratings,2.9,77 mins   More at IMDB TMDB,"Science Fiction, Action"
Lightning Falls Behind,2017,Weighted average of 3.08 based on 277 ratings,3.1,82 mins   More at IMDB TMDB,Drama
"Gostosas, Lindas e Sexies",2017,Weighted average of 2.62 based on 409 ratings,2.6,90 mins   More at IMDB TMDB,Comedy
Canaries,2017,Weighted average of 2.81 based on 270 ratings,2.8,84 mins   More at IMDB TMDB,"Comedy, Horror, Science Fiction"
Runaway Christmas Bride,2017,Weighted average of 2.69 based on 217 ratings,2.7,85 mins   More at IMDB TMDB,"TV Movie, Romance"
BraveStorm,2017,No number of ratings available,No average rating available,81 mins   More at IMDB TMDB,"Science Fiction, Action, Adventure"
Teenage Superstars,2017,Weighted average of 3.51 based on 209 ratings,3.5,109 mins   More at IMDB TMDB,"Music, Documentary"
VHS Lives: A Schlockumentary,2017,Weighted average of 3.00 based on 220 ratings,3.0,144 mins   More at IMDB TMDB,"Horror, Documentary"
Maineland,2017,No number of ratings available,No average rating available,90 mins   More at IMDB TMDB,Documentary
Vele hemels boven de zevende,2017,Weighted average of 3.36 based on 328 ratings,3.4,119 mins   More at IMDB TMDB,Drama
No Such Thing as Housewives,2017,Weighted average of 3.18 based on 427 ratings,3.2,103 mins   More at IMDB TMDB,Comedy
July 14,2017,Weighted average of 3.01 based on 314 ratings,3.0,146 mins   More at IMDB TMDB,"Drama, History"
Man and a Baby,2017,Weighted average of 3.18 based on 404 ratings,3.2,90 mins   More at IMDB TMDB,Comedy
Big Time,2017,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,Documentary
Primas,2017,No number of ratings available,No average rating available,99 mins   More at IMDB TMDB,Documentary
Samantaral,2017,Weighted average of 3.41 based on 351 ratings,3.4,114 mins   More at IMDB TMDB,"Drama, Mystery, Family"
The Elephant and the Butterfly,2017,Weighted average of 3.48 based on 223 ratings,3.5,95 mins   More at IMDB TMDB,"Drama, Family"
Corpse Prison: Part 1,2017,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,"Drama, Horror, Thriller"
The Package,2017,Weighted average of 3.45 based on 257 ratings,3.5,720 mins   More at IMDB TMDB,Drama
Magalir Mattum,2017,Weighted average of 3.12 based on 486 ratings,3.1,140 mins   More at IMDB TMDB,"Family, Drama"
Slipknot - Day of the Gusano,2017,Weighted average of 3.63 based on 349 ratings,3.6,120 mins   More at IMDB TMDB,Music
Ask the Sexpert,2017,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,Documentary
Christmas Time,2017,Weighted average of 3.03 based on 242 ratings,3.0,91 mins   More at IMDB TMDB,"Comedy, Family"
Bonejangles,2017,Weighted average of 2.79 based on 228 ratings,2.8,78 mins   More at IMDB TMDB,"Horror, Comedy"
…And Suddenly the Dawn,2017,No number of ratings available,No average rating available,195 mins   More at IMDB TMDB,Drama
Lear on the Shore,2017,No number of ratings available,No average rating available,105 mins   More at IMDB TMDB,Drama
Scum’s Wish,2017,Weighted average of 2.99 based on 285 ratings,3.0,288 mins   More at IMDB TMDB,Drama
The Passing of a Psychopath,2017,No number of ratings available,No average rating available,80 mins   More at TMDB,"Fantasy, Crime, Horror"
The Lowlife,2017,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,Drama
Unholy Night,2017,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,"Horror, Comedy"
Stitching Palestine,2017,No number of ratings available,No average rating available,78 mins   More at TMDB,Documentary
A Hustler’s Diary,2017,Weighted average of 3.35 based on 433 ratings,3.4,97 mins   More at IMDB TMDB,"Comedy, Drama, Crime"
Duel,2017,Weighted average of 3.59 based on 203 ratings,3.6,960 mins   More at IMDB TMDB,"Drama, Crime, Mystery"
Among Us,2017,No number of ratings available,No average rating available,96 mins   More at IMDB TMDB,Documentary
Premika,2017,Weighted average of 3.16 based on 220 ratings,3.2,91 mins   More at IMDB TMDB,"Comedy, Horror"
Eureka Seven Hi-Evolution,2017,Weighted average of 3.06 based on 239 ratings,3.1,93 mins   More at IMDB TMDB,"Animation, Adventure, Action, Drama, Science Fiction"
Life is Fruity,2017,Weighted average of 3.67 based on 252 ratings,3.7,91 mins   More at IMDB TMDB,Documentary
Almost Heaven,2017,No number of ratings available,No average rating available,75 mins   More at IMDB TMDB,Documentary
The Sea Stares at Us from Afar,2017,No number of ratings available,No average rating available,94 mins   More at IMDB TMDB,Documentary
The Monkey and the Mouth,2017,Weighted average of 3.54 based on 259 ratings,3.5,99 mins   More at IMDB TMDB,Music
In Times of Fading Light,2017,Weighted average of 3.29 based on 292 ratings,3.3,100 mins   More at IMDB TMDB,"Drama, Comedy"
The Precipice Game,2017,Weighted average of 2.86 based on 382 ratings,2.9,90 mins   More at IMDB TMDB,Horror
Pecking Order,2017,Weighted average of 3.48 based on 280 ratings,3.5,90 mins   More at IMDB TMDB,Documentary
Queer Fish Lane,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,No genres available
The Beksińskis. A Sound and Picture Album,2017,Weighted average of 3.64 based on 277 ratings,3.6,80 mins   More at IMDB TMDB,Documentary
I Believe,2017,Weighted average of 2.69 based on 289 ratings,2.7,89 mins   More at IMDB TMDB,"Family, Drama"
Maya Dardel,2017,Weighted average of 3.26 based on 209 ratings,3.3,104 mins   More at IMDB TMDB,Drama
The Garden,2017,Weighted average of 3.34 based on 208 ratings,3.3,97 mins   More at IMDB TMDB,"Comedy, Family, Drama"
"João, o Maestro",2017,Weighted average of 3.22 based on 369 ratings,3.2,117 mins   More at IMDB TMDB,Drama
Birds Are Singing in Kigali,2017,No number of ratings available,No average rating available,113 mins   More at IMDB TMDB,Drama
