title,year,number_ratings,average_rating,length,genres
Classe Z,2017,Weighted average of 2.69 based on 680 ratings,2.7,92 mins   More at IMDB TMDB,Comedy
Discreet,2017,Weighted average of 3.08 based on 203 ratings,3.1,80 mins   More at IMDB TMDB,"Thriller, Mystery, Drama"
Laika,2017,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,"Science Fiction, Animation, Comedy"
Arthur & Claire,2017,Weighted average of 3.46 based on 470 ratings,3.5,100 mins   More at IMDB TMDB,"Comedy, Drama"
The Acid Sorcerer,2017,No number of ratings available,No average rating available,60 mins   More at IMDB TMDB,"Crime, Horror"
The Atoning,2017,Weighted average of 2.78 based on 357 ratings,2.8,89 mins   More at IMDB TMDB,"Drama, Horror, Thriller"
Policeman and Me,2017,Weighted average of 2.96 based on 315 ratings,3.0,124 mins   More at IMDB TMDB,Comedy
Ao Oni The Animation,2017,Weighted average of 2.68 based on 259 ratings,2.7,60 mins   More at IMDB TMDB,"Animation, Horror"
DreamWorks Home: For the Holidays,2017,Weighted average of 2.99 based on 293 ratings,3.0,45 mins   More at IMDB TMDB,"Comedy, Animation, Family, Fantasy, Science Fiction, TV Movie"
Circle,2017,Weighted average of 3.53 based on 325 ratings,3.5,720 mins   More at IMDB TMDB,Mystery
Christmas Homecoming,2017,Weighted average of 2.93 based on 300 ratings,2.9,85 mins   More at IMDB TMDB,"Drama, Romance, TV Movie"
Bad Grandmas,2017,Weighted average of 2.81 based on 338 ratings,2.8,92 mins   More at IMDB TMDB,"Crime, Comedy, Action"
Kenny,2017,Weighted average of 3.56 based on 420 ratings,3.6,86 mins   More at IMDB TMDB,Documentary
C/O Saira Banu,2017,Weighted average of 3.11 based on 601 ratings,3.1,119 mins   More at IMDB TMDB,"Drama, Family"
Nemesis 5: The New Model,2017,Weighted average of 2.49 based on 218 ratings,2.5,81 mins   More at IMDB TMDB,Science Fiction
Death of a Child,2017,Weighted average of 3.38 based on 235 ratings,3.4,80 mins   More at IMDB TMDB,Documentary
Dark Blue Girl,2017,No number of ratings available,No average rating available,103 mins   More at IMDB TMDB,Drama
Monster Island,2017,Weighted average of 2.72 based on 357 ratings,2.7,80 mins   More at IMDB TMDB,"Adventure, Animation, Comedy, Family"
Crayon Shin-chan: Invasion!! Alien Shiriri,2017,Weighted average of 3.27 based on 388 ratings,3.3,120 mins   More at IMDB TMDB,"Comedy, Family, Animation"
Cook Off,2017,Weighted average of 3.10 based on 363 ratings,3.1,116 mins   More at IMDB TMDB,"Comedy, Romance"
"Sex, Pity and Loneliness",2017,Weighted average of 3.37 based on 305 ratings,3.4,119 mins   More at IMDB TMDB,"Drama, Comedy"
Silence Is Welcome,2017,Weighted average of 2.94 based on 283 ratings,2.9,94 mins   More at IMDB TMDB,Drama
Mahanubhavudu,2017,Weighted average of 3.17 based on 692 ratings,3.2,152 mins   More at IMDB TMDB,"Family, Romance, Comedy"
Wrapped Up In Christmas,2017,Weighted average of 3.02 based on 305 ratings,3.0,95 mins   More at IMDB TMDB,"Romance, TV Movie"
That’s Not Me,2017,Weighted average of 3.25 based on 333 ratings,3.2,85 mins   More at IMDB TMDB,Comedy
Hirugao,2017,Weighted average of 3.20 based on 322 ratings,3.2,125 mins   More at IMDB TMDB,"Drama, Romance"
"Can’t Stop, Won’t Stop: A Bad Boy Story",2017,Weighted average of 3.07 based on 399 ratings,3.1,80 mins   More at IMDB TMDB,"Documentary, Music"
Romance at Reindeer Lodge,2017,Weighted average of 3.01 based on 303 ratings,3.0,84 mins   More at IMDB TMDB,"Romance, TV Movie"
Neko Atsume House,2017,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,"Comedy, Family, Drama"
Jurassic School,2017,Weighted average of 2.61 based on 286 ratings,2.6,85 mins   More at IMDB TMDB,"Adventure, Family, Science Fiction"
Native Japanese,2017,Weighted average of 2.87 based on 594 ratings,2.9,100 mins   More at TMDB,Comedy
Side Job,2017,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,Drama
Drain Alcatraz,2017,Weighted average of 3.04 based on 439 ratings,3.0,45 mins   More at IMDB TMDB,Documentary
Stories of Love That Cannot Belong to This World,2017,Weighted average of 3.16 based on 320 ratings,3.2,92 mins   More at IMDB TMDB,"Comedy, Drama"
Zoé Panoramas,2017,Weighted average of 3.29 based on 440 ratings,3.3,89 mins   More at IMDB TMDB,Documentary
Our People Will Be Healed,2017,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,Documentary
Teenosaurus Rex,2017,Weighted average of 2.75 based on 626 ratings,2.7,91 mins   More at IMDB TMDB,Comedy
Blockage,2017,Weighted average of 2.40 based on 646 ratings,2.4,81 mins   More at IMDB TMDB,Drama
Opus Zero,2017,No number of ratings available,No average rating available,85 mins   More at IMDB TMDB,Drama
Yaşamak Güzel Şey,2017,Weighted average of 3.23 based on 596 ratings,3.2,101 mins   More at IMDB TMDB,"Comedy, Drama"
Australia Day,2017,Weighted average of 3.19 based on 340 ratings,3.2,94 mins   More at IMDB TMDB,"Crime, Drama"
Brackenmore,2017,Weighted average of 2.88 based on 255 ratings,2.9,72 mins   More at IMDB TMDB,"Thriller, Mystery, Horror"
Mister Happiness,2017,Weighted average of 2.86 based on 670 ratings,2.9,94 mins   More at IMDB TMDB,"Comedy, Romance"
Yellow Heat,2017,Weighted average of 3.20 based on 364 ratings,3.2,85 mins   More at IMDB TMDB,Drama
7 Witches,2017,Weighted average of 2.85 based on 230 ratings,2.8,75 mins   More at IMDB TMDB,"Horror, Thriller"
Charlotte,2017,Weighted average of 2.59 based on 316 ratings,2.6,83 mins   More at IMDB TMDB,Horror
Shadowman,2017,Weighted average of 3.52 based on 226 ratings,3.5,81 mins   More at IMDB TMDB,Documentary
Luna’s Revenge,2017,Weighted average of 2.80 based on 516 ratings,2.8,92 mins   More at IMDB TMDB,"Action, Thriller"
Kootathil Oruthan,2017,Weighted average of 3.19 based on 501 ratings,3.2,120 mins   More at IMDB TMDB,"Drama, Action, Romance"
Who the Fuck is That Guy?: The Fabulous Journey of Michael Alago,2017,Weighted average of 3.32 based on 357 ratings,3.3,85 mins   More at IMDB TMDB,"Music, Documentary"
Hollywood Dirt,2017,Weighted average of 2.84 based on 355 ratings,2.8,85 mins   More at IMDB TMDB,"Romance, Drama"
Rise of the Warrior Apes,2017,Weighted average of 3.63 based on 283 ratings,3.6,89 mins   More at IMDB TMDB,Documentary
All for Three,2017,Weighted average of 2.98 based on 619 ratings,3.0,90 mins   More at IMDB TMDB,"Crime, Comedy"
My Calendar Girl,2017,Weighted average of 3.11 based on 258 ratings,3.1,86 mins   More at IMDB TMDB,"Drama, Comedy"
The Last Prosecco,2017,Weighted average of 3.22 based on 478 ratings,3.2,101 mins   More at IMDB TMDB,"Mystery, Comedy"
The Ghost Bride,2017,Weighted average of 2.89 based on 392 ratings,2.9,111 mins   More at IMDB TMDB,Horror
Legend of the Naga Pearls,2017,Weighted average of 3.03 based on 283 ratings,3.0,108 mins   More at IMDB TMDB,"Fantasy, Comedy, Adventure, Romance"
Alien Convergence,2017,Weighted average of 2.68 based on 283 ratings,2.7,86 mins   More at IMDB TMDB,"Science Fiction, Horror, Action"
Jaya Janaki Nayaka,2017,Weighted average of 2.80 based on 654 ratings,2.8,149 mins   More at IMDB TMDB,"Romance, Action, Thriller"
Trumped: Inside the Greatest Political Upset of All Time,2017,Weighted average of 3.31 based on 384 ratings,3.3,105 mins   More at IMDB TMDB,Documentary
A Mother Brings Her Son to Be Shot,2017,No number of ratings available,No average rating available,84 mins   More at IMDB TMDB,Documentary
Damn Kids,2017,Weighted average of 3.33 based on 374 ratings,3.3,118 mins   More at IMDB TMDB,Drama
Net I Die,2017,Weighted average of 2.74 based on 260 ratings,2.7,86 mins   More at IMDB TMDB,"Horror, Thriller"
Queen For Seven Days,2017,Weighted average of 3.51 based on 328 ratings,3.5,More at IMDB TMDB,Drama
The Kitchen: World Chef Battle,2017,Weighted average of 3.11 based on 623 ratings,3.1,110 mins   More at IMDB TMDB,Comedy
MDMA,2017,Weighted average of 3.07 based on 227 ratings,3.1,93 mins   More at IMDB TMDB,"Drama, Crime"
Katy Perry: Will You Be My Witness?,2017,Weighted average of 3.62 based on 354 ratings,3.6,86 mins   More at IMDB TMDB,"Documentary, Music"
Holiday Inn: The New Irving Berlin Musical - Live on Broadway,2017,Weighted average of 3.48 based on 278 ratings,3.5,127 mins   More at IMDB TMDB,Music
Revolution Selfie: The Red Battalion,2017,No number of ratings available,No average rating available,120 mins   More at IMDB TMDB,"Documentary, War, Adventure"
Seven Mortal Sins,2017,Weighted average of 3.33 based on 478 ratings,3.3,288 mins   More at IMDB TMDB,Animation
"Murder, She Baked: Just Desserts",2017,Weighted average of 3.07 based on 348 ratings,3.1,84 mins   More at IMDB TMDB,"TV Movie, Mystery"
Bank Chor,2017,Weighted average of 2.93 based on 590 ratings,2.9,129 mins   More at IMDB TMDB,"Thriller, Comedy, Crime"
New Wave: Dare to be Different,2017,Weighted average of 3.50 based on 306 ratings,3.5,95 mins   More at IMDB TMDB,"Documentary, Music"
Charismata,2017,Weighted average of 2.97 based on 297 ratings,3.0,100 mins   More at IMDB TMDB,Horror
Catching Feelings,2017,Weighted average of 3.09 based on 291 ratings,3.1,115 mins   More at IMDB TMDB,"Drama, Comedy, Romance"
Room for Rent,2017,Weighted average of 3.11 based on 371 ratings,3.1,89 mins   More at IMDB TMDB,Comedy
Eye on Juliet,2017,Weighted average of 3.23 based on 260 ratings,3.2,96 mins   More at IMDB TMDB,Drama
Guerrilla,2017,No number of ratings available,No average rating available,360 mins   More at IMDB TMDB,Drama
National Theatre Live: Edward Albee’s Who’s Afraid of Virginia Woolf?,2017,No number of ratings available,No average rating available,198 mins   More at IMDB TMDB,Drama
Story of a Girl,2017,No number of ratings available,No average rating available,89 mins   More at IMDB TMDB,"TV Movie, Drama"
Monkey Business: The Adventures of Curious George’s Creators,2017,Weighted average of 3.48 based on 249 ratings,3.5,81 mins   More at IMDB TMDB,Documentary
Finding Joseph I: The HR from Bad Brains Documentary,2017,Weighted average of 3.47 based on 305 ratings,3.5,92 mins   More at IMDB TMDB,"Documentary, Music"
Man of Will,2017,No number of ratings available,No average rating available,115 mins   More at IMDB TMDB,"History, Drama, Action"
My Pure Land,2017,Weighted average of 3.41 based on 227 ratings,3.4,92 mins   More at IMDB TMDB,Drama
A Million Happy Nows,2017,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,"Drama, Romance"
Decline and Fall,2017,No number of ratings available,No average rating available,180 mins   More at IMDB TMDB,Comedy
Coyote,2017,Weighted average of 3.37 based on 397 ratings,3.4,132 mins   More at IMDB TMDB,"Drama, Action"
Warning: This Drug May Kill You,2017,Weighted average of 3.37 based on 353 ratings,3.4,60 mins   More at IMDB TMDB,"Documentary, TV Movie"
The Heaven None Missed 2,2017,Weighted average of 3.20 based on 610 ratings,3.2,118 mins   More at IMDB TMDB,"Romance, Drama"
The Legend of Timm Thaler: or The Boy Who Sold His Laughter,2017,Weighted average of 3.14 based on 464 ratings,3.1,102 mins   More at IMDB TMDB,"Drama, Adventure, Fantasy, Family"
Ousama Game The Animation,2017,Weighted average of 2.78 based on 403 ratings,2.8,300 mins   More at IMDB TMDB,"Animation, Drama"
Bad Buzz,2017,Weighted average of 2.25 based on 504 ratings,2.3,74 mins   More at IMDB TMDB,Comedy
Le fort des fous,2017,No number of ratings available,No average rating available,140 mins   More at IMDB TMDB,Documentary
Cinema Through the Eye of Magnum,2017,Weighted average of 3.54 based on 250 ratings,3.5,52 mins   More at IMDB TMDB,Documentary
Gabriel DropOut,2017,Weighted average of 3.44 based on 449 ratings,3.4,288 mins   More at IMDB TMDB,"Animation, Comedy"
"Antar, The Fourth Grandson of Shaddad",2017,Weighted average of 2.32 based on 650 ratings,2.3,110 mins   More at IMDB TMDB,Comedy
The Unknown Craftsman,2017,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Drama
Wild Roses,2017,Weighted average of 3.37 based on 238 ratings,3.4,93 mins   More at IMDB TMDB,"Drama, Romance"
Mr. Hurt,2017,Weighted average of 3.10 based on 533 ratings,3.1,129 mins   More at IMDB TMDB,"Romance, Comedy"
Lapland Odyssey 3,2017,Weighted average of 3.12 based on 463 ratings,3.1,103 mins   More at IMDB TMDB,"Adventure, Comedy"
What Carter Lost,2017,Weighted average of 3.50 based on 320 ratings,3.5,77 mins   More at IMDB TMDB,Documentary
A Harvest Wedding,2017,Weighted average of 3.04 based on 312 ratings,3.0,84 mins   More at IMDB TMDB,"TV Movie, Romance"
My Brother Loves Me Too Much,2017,Weighted average of 2.94 based on 387 ratings,2.9,99 mins   More at IMDB TMDB,"Comedy, Romance"
Innocent Curse,2017,Weighted average of 3.19 based on 209 ratings,3.2,111 mins   More at IMDB TMDB,"Thriller, Horror, Mystery"
Dying,2017,Weighted average of 3.35 based on 286 ratings,3.4,104 mins   More at IMDB TMDB,Drama
Our Meal for Tomorrow,2017,Weighted average of 3.24 based on 338 ratings,3.2,109 mins   More at IMDB TMDB,"Romance, Drama"
Dormitoryo: Mga Walang Katapusang Kwarto,2017,Weighted average of 3.15 based on 332 ratings,3.1,80 mins   More at IMDB TMDB,Comedy
Paths,2017,Weighted average of 3.32 based on 229 ratings,3.3,105 mins   More at IMDB TMDB,Drama
Room 213,2017,Weighted average of 2.88 based on 430 ratings,2.9,95 mins   More at IMDB TMDB,"Horror, Mystery"
Have You Seen the Listers?,2017,Weighted average of 3.33 based on 325 ratings,3.3,86 mins   More at IMDB TMDB,"Drama, Documentary"
Skid Row Marathon,2017,Weighted average of 3.62 based on 355 ratings,3.6,85 mins   More at IMDB TMDB,Documentary
The Same Sky,2017,Weighted average of 3.45 based on 203 ratings,3.5,273 mins   More at IMDB TMDB,Drama
Three Heroes and the Princess of Egypt,2017,Weighted average of 2.87 based on 513 ratings,2.9,75 mins   More at IMDB TMDB,"Fantasy, Animation, Family, Adventure"
"Jesus, Bro!",2017,Weighted average of 3.11 based on 201 ratings,3.1,85 mins   More at IMDB TMDB,"Comedy, Fantasy"
Boston,2017,Weighted average of 3.47 based on 389 ratings,3.5,114 mins   More at IMDB TMDB,Documentary
Dhh,2017,Weighted average of 3.48 based on 294 ratings,3.5,128 mins   More at IMDB TMDB,"Drama, Family"
We Don’t Need a Map,2017,Weighted average of 3.50 based on 214 ratings,3.5,87 mins   More at IMDB TMDB,Documentary
Sivalinga,2017,Weighted average of 2.67 based on 655 ratings,2.7,156 mins   More at IMDB TMDB,"Thriller, Horror"
A Royal Christmas Ball,2017,Weighted average of 2.70 based on 290 ratings,2.7,85 mins   More at IMDB TMDB,"Romance, TV Movie"
Tombstone Rashomon,2017,No number of ratings available,No average rating available,82 mins   More at IMDB TMDB,Western
The Suffering,2017,Weighted average of 2.94 based on 441 ratings,2.9,118 mins   More at IMDB TMDB,"Drama, Thriller, Mystery"
Body of Deceit,2017,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Thriller
Tom Waits: Tales from a Cracked Jukebox,2017,No number of ratings available,No average rating available,58 mins   More at IMDB TMDB,"Documentary, Music"
Virtual Utopia Experience: The Movie,2017,No number of ratings available,No average rating available,67 mins   More at TMDB,"Animation, Music"
Görünen Adam,2017,Weighted average of 3.14 based on 551 ratings,3.1,145 mins   More at IMDB TMDB,"Comedy, Science Fiction"
"Second Summer, Never See You Again",2017,Weighted average of 3.26 based on 220 ratings,3.3,106 mins   More at IMDB TMDB,Romance
Park Hwa-young,2017,Weighted average of 3.18 based on 378 ratings,3.2,99 mins   More at IMDB TMDB,Drama
Pup Star: Better 2Gether,2017,Weighted average of 2.77 based on 344 ratings,2.8,90 mins   More at IMDB TMDB,"Comedy, Music, Family"
Electro-Pythagorus: A Portrait of Martin Bartlett,2017,No number of ratings available,No average rating available,45 mins   More at IMDB TMDB,Documentary
Thomas & Friends: Journey Beyond Sodor - The Movie,2017,Weighted average of 3.10 based on 399 ratings,3.1,70 mins   More at IMDB TMDB,"Family, Animation, Music"
Flesh and Blood,2017,No number of ratings available,No average rating available,91 mins   More at IMDB TMDB,Drama
Serpent,2017,Weighted average of 2.90 based on 267 ratings,2.9,85 mins   More at IMDB TMDB,"Thriller, Horror"
500 Years,2017,No number of ratings available,No average rating available,106 mins   More at IMDB TMDB,Documentary
My Name Is Lenny,2017,Weighted average of 3.13 based on 380 ratings,3.1,91 mins   More at IMDB TMDB,Drama
The Stalker Club,2017,Weighted average of 2.72 based on 330 ratings,2.7,90 mins   More at IMDB TMDB,"Thriller, Mystery, TV Movie"
Not on My Watch,2017,Weighted average of 3.09 based on 333 ratings,3.1,85 mins   More at IMDB TMDB,"Drama, Crime"
Cat Skin,2017,Weighted average of 3.01 based on 274 ratings,3.0,97 mins   More at IMDB TMDB,"Romance, Drama"
DC Super Heroes vs. Eagle Talon,2017,No number of ratings available,No average rating available,105 mins   More at IMDB TMDB,"Animation, Comedy, Action"
Witch-Hunt,2017,Weighted average of 3.24 based on 268 ratings,3.2,81 mins   More at IMDB TMDB,"Mystery, Horror, Thriller"
Grow House,2017,Weighted average of 2.96 based on 265 ratings,3.0,96 mins   More at IMDB TMDB,Comedy
David Stratton: A Cinematic Life,2017,Weighted average of 3.51 based on 207 ratings,3.5,97 mins   More at IMDB TMDB,Documentary
You Only Live Once,2017,Weighted average of 2.90 based on 400 ratings,2.9,90 mins   More at IMDB TMDB,"Action, Crime, Comedy"
Natale da chef,2017,Weighted average of 2.49 based on 622 ratings,2.5,93 mins   More at IMDB TMDB,Comedy
Mountain Miracle,2017,Weighted average of 3.18 based on 353 ratings,3.2,97 mins   More at IMDB TMDB,"Adventure, Family"
The Chess Player,2017,Weighted average of 3.24 based on 381 ratings,3.2,98 mins   More at IMDB TMDB,"History, Drama"
Skinford: Death Sentence,2017,Weighted average of 2.98 based on 307 ratings,3.0,84 mins   More at IMDB TMDB,"Fantasy, Thriller"
Israfil,2017,Weighted average of 3.03 based on 467 ratings,3.0,90 mins   More at IMDB TMDB,"Drama, Family"
Of Skin and Men,2017,No number of ratings available,No average rating available,105 mins   More at IMDB TMDB,Drama
BloodMania,2017,No number of ratings available,No average rating available,96 mins   More at IMDB TMDB,"Horror, Comedy"
Cute Little Buggers,2017,Weighted average of 2.67 based on 231 ratings,2.7,108 mins   More at IMDB TMDB,"Comedy, Horror"
Adhe Kangal,2017,Weighted average of 3.29 based on 515 ratings,3.3,120 mins   More at IMDB TMDB,"Thriller, Romance"
Re:Creators,2017,Weighted average of 3.48 based on 336 ratings,3.5,550 mins   More at IMDB TMDB,"Mystery, Animation"
Love Over Distance,2017,Weighted average of 3.18 based on 450 ratings,3.2,98 mins   More at IMDB TMDB,"Romance, Comedy"
Dream Big: Engineering Our World,2017,Weighted average of 3.18 based on 348 ratings,3.2,42 mins   More at IMDB TMDB,Documentary
Dad’s Lunch Box,2017,Weighted average of 3.41 based on 236 ratings,3.4,76 mins   More at IMDB TMDB,"Comedy, Family, Drama"
Coby,2017,No number of ratings available,No average rating available,77 mins   More at IMDB TMDB,Documentary
Man to Man,2017,Weighted average of 3.32 based on 410 ratings,3.3,960 mins   More at IMDB TMDB,Drama
The Milk System,2017,Weighted average of 3.43 based on 370 ratings,3.4,90 mins   More at IMDB TMDB,Documentary
Namiya,2017,Weighted average of 3.08 based on 265 ratings,3.1,105 mins   More at IMDB TMDB,"Fantasy, Family, Drama"
Horror Movie: A Low Budget Nightmare,2017,Weighted average of 3.51 based on 207 ratings,3.5,98 mins   More at IMDB TMDB,Documentary
Rescue Under Fire,2017,Weighted average of 3.16 based on 411 ratings,3.2,93 mins   More at IMDB TMDB,War
Devil’s Domain,2017,Weighted average of 2.75 based on 207 ratings,2.8,93 mins   More at IMDB TMDB,Horror
A Very Sordid Wedding,2017,Weighted average of 3.19 based on 275 ratings,3.2,109 mins   More at IMDB TMDB,"Comedy, Crude Humor And Satire, Quirky And Endearing Relationships, Touching And Sentimental Family Stories, Gags, Jokes, And Slapstick Humor, Laugh-Out-Loud Relationship Entanglements, Funny Jokes And Crude Humor, Show All…"
The Power of Glove,2017,Weighted average of 3.22 based on 342 ratings,3.2,65 mins   More at IMDB TMDB,Documentary
Varnyathil Aashanka,2017,Weighted average of 3.30 based on 498 ratings,3.3,137 mins   More at IMDB TMDB,Comedy
Shuttle Life,2017,Weighted average of 3.42 based on 268 ratings,3.4,91 mins   More at IMDB TMDB,Drama
The Hungry Lion,2017,Weighted average of 3.38 based on 209 ratings,3.4,78 mins   More at IMDB TMDB,Drama
G-Funk,2017,Weighted average of 3.49 based on 239 ratings,3.5,84 mins   More at IMDB TMDB,Documentary
The Blooming,2017,No number of ratings available,No average rating available,76 mins   More at IMDB TMDB,"Drama, Horror"
Pumpkin and Mayonnaise,2017,No number of ratings available,No average rating available,93 mins   More at IMDB TMDB,Drama
The Stray,2017,Weighted average of 2.71 based on 365 ratings,2.7,92 mins   More at IMDB TMDB,"Drama, Family"
Udaharanam Sujatha,2017,Weighted average of 3.27 based on 537 ratings,3.3,126 mins   More at IMDB TMDB,"Family, Drama"
Headbang Lullaby,2017,Weighted average of 3.44 based on 285 ratings,3.4,111 mins   More at IMDB TMDB,Comedy
You Can’t Fight Christmas,2017,Weighted average of 2.82 based on 331 ratings,2.8,87 mins   More at IMDB TMDB,Comedy
Michael Jackson’s Halloween,2017,Weighted average of 2.81 based on 232 ratings,2.8,43 mins   More at IMDB TMDB,"Animation, Comedy, Family"
Guru,2017,Weighted average of 3.29 based on 519 ratings,3.3,116 mins   More at IMDB TMDB,"Action, Drama"
Haze,2017,Weighted average of 3.09 based on 233 ratings,3.1,106 mins   More at IMDB TMDB,"Drama, Thriller"
Wolf House,2017,No number of ratings available,No average rating available,70 mins   More at IMDB TMDB,Horror
Lost in Florence,2017,Weighted average of 2.77 based on 294 ratings,2.8,97 mins   More at IMDB TMDB,"Adventure, Romance, Drama"
Fishpeople,2017,Weighted average of 3.56 based on 342 ratings,3.6,48 mins   More at IMDB TMDB,Documentary
Si muore tutti democristiani,2017,Weighted average of 3.28 based on 445 ratings,3.3,96 mins   More at IMDB TMDB,Comedy
Party Night,2017,Weighted average of 2.68 based on 244 ratings,2.7,70 mins   More at IMDB TMDB,Horror
Inheritance,2017,No number of ratings available,No average rating available,76 mins   More at IMDB TMDB,Drama
Behind the Curtain: Todrick Hall,2017,Weighted average of 3.36 based on 276 ratings,3.4,100 mins   More at IMDB TMDB,Documentary
If You Dare Desire…,2017,No number of ratings available,No average rating available,52 mins   More at IMDB TMDB,Drama
Larger than Life: The Kevyn Aucoin Story,2017,No number of ratings available,No average rating available,96 mins   More at IMDB TMDB,Documentary
Can’t Say Goodbye,2017,Weighted average of 3.37 based on 295 ratings,3.4,96 mins   More at IMDB TMDB,"Comedy, Drama"
Cumali Ceber: Allah Seni Alsın,2017,Weighted average of 2.32 based on 589 ratings,2.3,100 mins   More at IMDB TMDB,Comedy
The Royal House of Windsor,2017,Weighted average of 3.29 based on 378 ratings,3.3,270 mins   More at IMDB TMDB,"Documentary, Epic History And Literature, Lavish Dramas And Sumptuous Royalty, Show All…"
Gangster Land,2017,Weighted average of 2.84 based on 310 ratings,2.8,90 mins   More at IMDB TMDB,"Crime, Thriller, Action, History, Drama"
Miss Kobayashi’s Dragon Maid,2017,Weighted average of 3.50 based on 449 ratings,3.5,588 mins   More at TMDB,"Animation, Comedy"
Wood Eyes,2017,No number of ratings available,No average rating available,64 mins   More at IMDB TMDB,"Drama, Horror"
"Banda, The Dark Forgotten Trail",2017,Weighted average of 3.49 based on 337 ratings,3.5,94 mins   More at IMDB TMDB,Documentary
Especial de Ano Todo com Clarice Falcão,2017,Weighted average of 3.21 based on 441 ratings,3.2,61 mins   More at IMDB TMDB,Comedy
