title,year,number_ratings,average_rating,length,genres
The Creepy Line,2018,Weighted average of 3.21 based on 273 ratings,3.2,80 mins   More at IMDB TMDB,Documentary
Eeda,2018,Weighted average of 3.33 based on 494 ratings,3.3,152 mins   More at IMDB TMDB,"Drama, Romance"
A Midnight Kiss,2018,Weighted average of 2.93 based on 330 ratings,2.9,90 mins   More at IMDB TMDB,"Romance, TV Movie"
The Pagan King,2018,Weighted average of 2.94 based on 471 ratings,2.9,110 mins   More at IMDB TMDB,"Adventure, History, Action"
A Snow White Christmas,2018,Weighted average of 2.71 based on 361 ratings,2.7,83 mins   More at IMDB TMDB,"Comedy, TV Movie, Romance"
The Rope Curse,2018,Weighted average of 2.93 based on 442 ratings,2.9,106 mins   More at IMDB TMDB,Horror
The Man Who Bought The Moon,2018,Weighted average of 3.37 based on 499 ratings,3.4,105 mins   More at IMDB TMDB,Comedy
The Last Days of Knight,2018,Weighted average of 3.50 based on 497 ratings,3.5,103 mins   More at IMDB TMDB,Documentary
We Are Thr3e,2018,Weighted average of 3.25 based on 248 ratings,3.3,89 mins   More at IMDB TMDB,"Drama, Romance"
Nightmare Shark,2018,Weighted average of 2.78 based on 226 ratings,2.8,120 mins   More at IMDB TMDB,"Horror, Fantasy, Action"
Interstellar Civil War: Shadows of the Empire,2018,No number of ratings available,No average rating available,More at IMDB TMDB,"Fantasy, Action, Science Fiction"
Ultraman Geed the Movie: Connect! The Wishes!!,2018,Weighted average of 3.35 based on 318 ratings,3.3,73 mins   More at IMDB TMDB,"Science Fiction, Action"
Deadly Still,2018,Weighted average of 2.49 based on 518 ratings,2.5,90 mins   More at IMDB TMDB,"Thriller, Horror"
D.P.A. - O Filme 2: O Mistério Italiano,2018,Weighted average of 2.93 based on 648 ratings,2.9,129 mins   More at IMDB TMDB,"Family, Fantasy, Adventure"
Stuntman,2018,Weighted average of 3.27 based on 393 ratings,3.3,84 mins   More at IMDB TMDB,Documentary
For the Broken Hearted,2018,Weighted average of 3.11 based on 512 ratings,3.1,92 mins   More at IMDB TMDB,Drama
Mountain Rest,2018,No number of ratings available,No average rating available,92 mins   More at IMDB TMDB,Drama
Killing for the Prosecution,2018,Weighted average of 3.24 based on 455 ratings,3.2,124 mins   More at IMDB TMDB,"Thriller, Crime, Mystery, Drama"
Temporada,2018,Weighted average of 3.49 based on 310 ratings,3.5,79 mins   More at TMDB,Documentary
Ramekin,2018,Weighted average of 3.12 based on 280 ratings,3.1,70 mins   More at IMDB TMDB,"Horror, Comedy"
Gunshot,2018,Weighted average of 3.23 based on 619 ratings,3.2,96 mins   More at IMDB TMDB,"Crime, Drama"
Supercon,2018,Weighted average of 2.74 based on 296 ratings,2.7,100 mins   More at IMDB TMDB,Comedy
History Lessons,2018,Weighted average of 3.22 based on 314 ratings,3.2,105 mins   More at IMDB TMDB,Drama
Vielmachglas,2018,Weighted average of 2.89 based on 663 ratings,2.9,95 mins   More at IMDB TMDB,"Drama, Comedy"
Padayottam,2018,Weighted average of 3.22 based on 627 ratings,3.2,135 mins   More at IMDB TMDB,"Comedy, Thriller, Action"
Woman Coming Out of the Sea,2018,Weighted average of 3.19 based on 210 ratings,3.2,85 mins   More at IMDB TMDB,"Romance, Drama"
Ravers,2018,Weighted average of 2.94 based on 309 ratings,2.9,91 mins   More at IMDB TMDB,"Comedy, Horror"
Marrying Father Christmas,2018,Weighted average of 2.93 based on 315 ratings,2.9,90 mins   More at IMDB TMDB,"Romance, TV Movie, Drama"
Garbage,2018,Weighted average of 3.09 based on 282 ratings,3.1,105 mins   More at IMDB TMDB,"Thriller, Drama"
Meow Wolf: Origin Story,2018,Weighted average of 3.41 based on 267 ratings,3.4,88 mins   More at IMDB TMDB,Documentary
La La La,2018,No number of ratings available,No average rating available,45 mins   More at IMDB TMDB,"Documentary, TV Movie"
The King and I,2018,Weighted average of 3.55 based on 322 ratings,3.6,159 mins   More at IMDB TMDB,"Drama, Music"
Death on the Tyne,2018,Weighted average of 2.99 based on 529 ratings,3.0,90 mins   More at IMDB TMDB,"Crime, Drama, Comedy"
Chalo,2018,Weighted average of 3.17 based on 756 ratings,3.2,145 mins   More at IMDB TMDB,"Romance, Action, Comedy"
"Les Municipaux, ces héros",2018,Weighted average of 2.77 based on 705 ratings,2.8,88 mins   More at IMDB TMDB,Comedy
Keep Going,2018,Weighted average of 3.17 based on 393 ratings,3.2,84 mins   More at IMDB TMDB,Drama
Take It or Leave It,2018,Weighted average of 3.44 based on 366 ratings,3.4,102 mins   More at IMDB TMDB,Drama
Still Life of Memories,2018,No number of ratings available,No average rating available,107 mins   More at IMDB TMDB,"Drama, Romance"
The Snarling,2018,Weighted average of 2.87 based on 285 ratings,2.9,83 mins   More at IMDB TMDB,"Comedy, Horror"
An Acceptable Loss,2018,Weighted average of 2.92 based on 354 ratings,2.9,102 mins   More at IMDB TMDB,"Drama, Thriller"
The Cotton Wool War,2018,Weighted average of 2.93 based on 408 ratings,2.9,84 mins   More at IMDB TMDB,Drama
Avengers Grimm: Time Wars,2018,Weighted average of 2.57 based on 288 ratings,2.6,88 mins   More at IMDB TMDB,"Adventure, Fantasy, Action"
Say Yes,2018,Weighted average of 2.91 based on 323 ratings,2.9,94 mins   More at IMDB TMDB,Drama
My Secret Valentine,2018,Weighted average of 3.06 based on 404 ratings,3.1,84 mins   More at IMDB TMDB,"TV Movie, Romance"
Being Impossible,2018,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,Drama
The Great Buddha Arrival,2018,No number of ratings available,No average rating available,60 mins   More at IMDB TMDB,"Fantasy, Science Fiction"
Sleep No More,2018,Weighted average of 2.75 based on 329 ratings,2.8,91 mins   More at IMDB TMDB,Horror
Neon Heart,2018,Weighted average of 3.07 based on 294 ratings,3.1,86 mins   More at IMDB TMDB,Drama
Klimt & Schiele: Eros and Psyche,2018,Weighted average of 3.22 based on 342 ratings,3.2,More at IMDB TMDB,"Documentary, History"
Pulang,2018,Weighted average of 3.38 based on 463 ratings,3.4,120 mins   More at IMDB TMDB,"Adventure, Romance, Drama"
LEGO Jurassic World: The Secret Exhibit,2018,Weighted average of 3.08 based on 438 ratings,3.1,44 mins   More at IMDB TMDB,"Family, Animation"
Lower House,2018,Weighted average of 3.45 based on 371 ratings,3.4,152 mins   More at IMDB TMDB,Documentary
Viper Club,2018,Weighted average of 3.19 based on 203 ratings,3.2,109 mins   More at IMDB TMDB,"Drama, Thriller"
Savage Raghda,2018,Weighted average of 2.53 based on 708 ratings,2.5,90 mins   More at IMDB TMDB,"Comedy, Family"
Kiss Me First,2018,Weighted average of 3.30 based on 432 ratings,3.3,282 mins   More at IMDB TMDB,"Mystery, Drama, Moving Relationship Stories, Dreamlike, Quirky, And Surreal Storytelling, Show All…"
The Secret Life of the Cruise,2018,Weighted average of 3.28 based on 435 ratings,3.3,66 mins   More at IMDB TMDB,"TV Movie, Documentary"
Dare to Stop Us,2018,Weighted average of 3.45 based on 264 ratings,3.4,119 mins   More at IMDB TMDB,Drama
Young Solitude,2018,Weighted average of 3.36 based on 232 ratings,3.4,100 mins   More at IMDB TMDB,Documentary
My Brother’s Keeper,2018,Weighted average of 2.81 based on 631 ratings,2.8,100 mins   More at IMDB TMDB,"Drama, Music"
Under the Autumn Moon,2018,Weighted average of 2.97 based on 392 ratings,3.0,84 mins   More at IMDB TMDB,"TV Movie, Romance"
Kaatrin Mozhi,2018,Weighted average of 3.17 based on 725 ratings,3.2,122 mins   More at IMDB TMDB,"Comedy, Drama"
Aydede,2018,Weighted average of 3.25 based on 475 ratings,3.3,97 mins   More at IMDB TMDB,Drama
Killer Weekend,2018,Weighted average of 2.92 based on 390 ratings,2.9,85 mins   More at IMDB TMDB,"Horror, Comedy"
Nightshooters,2018,Weighted average of 3.34 based on 257 ratings,3.3,101 mins   More at IMDB TMDB,"Thriller, Action, Comedy"
Muse: Drones World Tour,2018,Weighted average of 3.69 based on 476 ratings,3.7,90 mins   More at IMDB TMDB,Music
Player,2018,Weighted average of 3.57 based on 430 ratings,3.6,840 mins   More at IMDB TMDB,"Crime, Drama"
B Tech,2018,Weighted average of 3.06 based on 712 ratings,3.1,146 mins   More at IMDB TMDB,"Comedy, Romance"
Sarkari. Hi. Pra. Shale Kasaragodu,2018,Weighted average of 3.57 based on 387 ratings,3.6,147 mins   More at IMDB TMDB,Drama
Eden,2018,Weighted average of 3.17 based on 484 ratings,3.2,97 mins   More at IMDB TMDB,Drama
I Am Vengeance,2018,Weighted average of 2.80 based on 421 ratings,2.8,95 mins   More at IMDB TMDB,Action
Bille,2018,Weighted average of 3.44 based on 473 ratings,3.4,100 mins   More at IMDB TMDB,"Family, Drama"
The Midnight Gang,2018,Weighted average of 2.97 based on 586 ratings,3.0,63 mins   More at IMDB TMDB,"Comedy, Family, TV Movie"
Entertaining Christmas,2018,Weighted average of 2.94 based on 340 ratings,2.9,84 mins   More at IMDB TMDB,"Family, Romance, TV Movie"
Meet Me After School,2018,Weighted average of 3.36 based on 389 ratings,3.4,616 mins   More at IMDB TMDB,Drama
Khargiush,2018,Weighted average of 2.57 based on 739 ratings,2.6,90 mins   More at IMDB TMDB,Comedy
Everything’s Gone Wrong!,2018,Weighted average of 2.88 based on 432 ratings,2.9,102 mins   More at IMDB TMDB,Comedy
Killer Grandma,2018,Weighted average of 2.66 based on 416 ratings,2.7,More at IMDB TMDB,"Thriller, TV Movie"
The Padre,2018,Weighted average of 3.10 based on 402 ratings,3.1,98 mins   More at IMDB TMDB,Drama
The Lost Strait,2018,Weighted average of 2.83 based on 745 ratings,2.8,93 mins   More at IMDB TMDB,War
Threesomething,2018,Weighted average of 2.99 based on 208 ratings,3.0,71 mins   More at IMDB TMDB,Comedy
Sam Morril: Positive Influence,2018,Weighted average of 3.52 based on 423 ratings,3.5,56 mins   More at IMDB TMDB,"Comedy, TV Movie"
"It’s Boring Here, Pick Me Up",2018,No number of ratings available,No average rating available,97 mins   More at IMDB TMDB,Romance
Love+Sling,2018,Weighted average of 2.97 based on 445 ratings,3.0,110 mins   More at IMDB TMDB,"Comedy, Romance"
Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders,2018,Weighted average of 3.42 based on 217 ratings,3.4,86 mins   More at IMDB TMDB,Documentary
Falling for You,2018,Weighted average of 3.09 based on 360 ratings,3.1,84 mins   More at IMDB TMDB,"Romance, TV Movie, Comedy"
Soldier Millions,2018,Weighted average of 3.22 based on 436 ratings,3.2,85 mins   More at IMDB TMDB,"War, Drama"
King of Boys,2018,Weighted average of 3.42 based on 237 ratings,3.4,169 mins   More at IMDB TMDB,Drama
Swiped: Hooking Up in the Digital Age,2018,Weighted average of 3.05 based on 391 ratings,3.1,82 mins   More at IMDB TMDB,Documentary
Graves Without a Name,2018,Weighted average of 3.40 based on 215 ratings,3.4,115 mins   More at IMDB TMDB,Documentary
Debi,2018,Weighted average of 3.29 based on 612 ratings,3.3,107 mins   More at IMDB TMDB,"Mystery, Drama"
Hattrick,2018,Weighted average of 2.60 based on 717 ratings,2.6,92 mins   More at IMDB TMDB,"Thriller, Drama"
Aurora Teagarden Mysteries: The Disappearing Game,2018,Weighted average of 3.11 based on 410 ratings,3.1,83 mins   More at IMDB TMDB,"TV Movie, Crime, Drama, Mystery"
Victory Day,2018,Weighted average of 3.26 based on 358 ratings,3.3,94 mins   More at IMDB TMDB,Documentary
Reap What You Sew: An Aurora Teagarden Mystery,2018,Weighted average of 3.06 based on 402 ratings,3.1,84 mins   More at IMDB TMDB,"Mystery, Drama, Crime"
Ma,2018,No number of ratings available,No average rating available,72 mins   More at IMDB TMDB,"Thriller, Horror"
Before Someone Gets Hurt,2018,Weighted average of 2.47 based on 435 ratings,2.5,86 mins   More at IMDB TMDB,Horror
Solace,2018,No number of ratings available,No average rating available,87 mins   More at IMDB TMDB,Drama
The Hoard,2018,Weighted average of 3.11 based on 292 ratings,3.1,99 mins   More at IMDB TMDB,"Horror, Comedy"
Babysitter’s Nightmare,2018,Weighted average of 2.64 based on 456 ratings,2.6,90 mins   More at IMDB TMDB,"TV Movie, Thriller"
Todd Glass: Act Happy,2018,Weighted average of 3.31 based on 422 ratings,3.3,62 mins   More at IMDB TMDB,Comedy
Scotch: A Golden Dream,2018,Weighted average of 3.40 based on 427 ratings,3.4,87 mins   More at IMDB TMDB,Documentary
Intrigo: Death of an Author,2018,Weighted average of 3.02 based on 430 ratings,3.0,106 mins   More at IMDB TMDB,"Thriller, Drama, Mystery, Crime"
Funny Girl,2018,Weighted average of 3.48 based on 234 ratings,3.5,142 mins   More at IMDB TMDB,Music
Sultan Agung,2018,Weighted average of 3.33 based on 483 ratings,3.3,148 mins   More at IMDB TMDB,History
Design Canada,2018,Weighted average of 3.63 based on 247 ratings,3.6,74 mins   More at IMDB TMDB,Documentary
Detective K: Secret of the Living Dead,2018,Weighted average of 3.02 based on 483 ratings,3.0,120 mins   More at IMDB TMDB,"Comedy, Mystery, Crime, Action"
The Chalet,2018,Weighted average of 3.37 based on 473 ratings,3.4,312 mins   More at IMDB TMDB,"Crime, Mystery, Drama, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers, Twisted Dark Psychological Thriller, Intriguing And Suspenseful Murder Mysteries, Gory, Gruesome, And Slasher Horror, Terrifying, Haunted, And Supernatural Horror, Show All…"
Ballet Now,2018,Weighted average of 3.37 based on 332 ratings,3.4,74 mins   More at IMDB TMDB,Documentary
Naal,2018,Weighted average of 3.54 based on 327 ratings,3.5,117 mins   More at IMDB TMDB,Drama
First Night Nerves,2018,No number of ratings available,No average rating available,100 mins   More at IMDB TMDB,Drama
Poomaram,2018,Weighted average of 3.13 based on 572 ratings,3.1,152 mins   More at IMDB TMDB,Music
Maya the Bee: The Honey Games,2018,Weighted average of 2.96 based on 409 ratings,3.0,85 mins   More at IMDB TMDB,"Comedy, Adventure, Animation, Family"
Beauty Lives in Freedom,2018,No number of ratings available,No average rating available,330 mins   More at IMDB TMDB,Documentary
Harmony,2018,Weighted average of 2.97 based on 375 ratings,3.0,97 mins   More at IMDB TMDB,"Romance, Science Fiction, Thriller, Fantasy, Humanity And The World Around Us, Dreamlike, Quirky, And Surreal Storytelling, Show All…"
Until Porn Do Us Part,2018,Weighted average of 3.55 based on 295 ratings,3.6,90 mins   More at IMDB TMDB,Documentary
Queen,2018,Weighted average of 2.96 based on 683 ratings,3.0,160 mins   More at IMDB TMDB,Drama
The Night of Hana and Sorour,2018,Weighted average of 2.61 based on 690 ratings,2.6,99 mins   More at IMDB TMDB,Comedy
Playing Hard,2018,Weighted average of 3.21 based on 510 ratings,3.2,91 mins   More at IMDB TMDB,Documentary
Sune vs Sune,2018,Weighted average of 3.18 based on 615 ratings,3.2,89 mins   More at IMDB TMDB,"Comedy, Fantasy, Family"
Elsewhere - Alone in Africa,2018,Weighted average of 3.45 based on 527 ratings,3.4,103 mins   More at IMDB TMDB,Documentary
A Thousand Girls Like Me,2018,No number of ratings available,No average rating available,80 mins   More at IMDB TMDB,Documentary
Oru Nalla Naal Paathu Solren,2018,Weighted average of 2.78 based on 714 ratings,2.8,148 mins   More at IMDB TMDB,"Action, Comedy, Adventure"
The Parachute Murder Plot,2018,Weighted average of 2.94 based on 484 ratings,2.9,46 mins   More at IMDB TMDB,Documentary
Battle Drone,2018,Weighted average of 2.74 based on 414 ratings,2.7,93 mins   More at IMDB TMDB,"Science Fiction, High Speed And Special Ops, Explosive And Action-Packed Heroes Vs. Villains, Intense Combat And Martial Arts, Show All…"
Blinded by the Lights,2018,Weighted average of 3.69 based on 495 ratings,3.7,440 mins   More at IMDB TMDB,"Drama, Crime"
Rent a Friend,2018,Weighted average of 3.27 based on 201 ratings,3.3,79 mins   More at IMDB TMDB,"Drama, Romance"
Christmas on Holly Lane,2018,Weighted average of 3.02 based on 371 ratings,3.0,90 mins   More at IMDB TMDB,"Drama, Romance, TV Movie"
Ragged Life of Juice Leskinen,2018,Weighted average of 3.30 based on 570 ratings,3.3,105 mins   More at IMDB TMDB,"Music, Drama"
Homegrown Christmas,2018,Weighted average of 2.89 based on 301 ratings,2.9,90 mins   More at IMDB TMDB,"TV Movie, Drama, Romance"
Walk Like a Panther,2018,Weighted average of 2.88 based on 359 ratings,2.9,108 mins   More at IMDB TMDB,Comedy
Dokgo Rewind,2018,Weighted average of 3.31 based on 346 ratings,3.3,200 mins   More at TMDB,"Crime, Drama"
The House of Violent Desire,2018,No number of ratings available,No average rating available,117 mins   More at IMDB TMDB,"Thriller, Mystery, Horror"
My Step Dad: The Hippie,2018,Weighted average of 2.74 based on 665 ratings,2.7,99 mins   More at IMDB TMDB,Comedy
Brothers in Arms,2018,Weighted average of 3.47 based on 338 ratings,3.5,100 mins   More at IMDB TMDB,Documentary
Love on the Slopes,2018,Weighted average of 2.88 based on 415 ratings,2.9,84 mins   More at IMDB TMDB,"TV Movie, Comedy, Romance"
Tomb Invader,2018,Weighted average of 2.53 based on 329 ratings,2.5,83 mins   More at IMDB TMDB,"Adventure, Action, TV Movie"
A Boy. A Girl. A Dream,2018,Weighted average of 3.01 based on 224 ratings,3.0,89 mins   More at IMDB TMDB,Romance
Naachiyaar,2018,Weighted average of 3.13 based on 604 ratings,3.1,100 mins   More at IMDB TMDB,"Thriller, Crime"
Azali,2018,Weighted average of 3.08 based on 294 ratings,3.1,92 mins   More at IMDB TMDB,Drama
In Search of Greatness,2018,Weighted average of 3.39 based on 313 ratings,3.4,80 mins   More at IMDB TMDB,Documentary
Echoes of Fear,2018,Weighted average of 2.88 based on 408 ratings,2.9,90 mins   More at IMDB TMDB,Horror
The Last Empress,2018,Weighted average of 3.45 based on 472 ratings,3.5,"1,820 mins   More at IMDB TMDB","Drama, Mystery"
King Petar the First,2018,Weighted average of 3.38 based on 401 ratings,3.4,125 mins   More at IMDB TMDB,"History, Drama, War"
The Full House,2018,Weighted average of 2.82 based on 632 ratings,2.8,105 mins   More at IMDB TMDB,Comedy
Jalebi,2018,Weighted average of 3.00 based on 528 ratings,3.0,112 mins   More at IMDB TMDB,"Drama, Romance"
Flaming,2018,Weighted average of 2.97 based on 729 ratings,3.0,97 mins   More at IMDB TMDB,Drama
The Satanic Nun,2018,Weighted average of 2.60 based on 336 ratings,2.6,91 mins   More at IMDB TMDB,"Thriller, Horror"
To. Jenny,2018,Weighted average of 3.48 based on 283 ratings,3.5,120 mins   More at IMDB TMDB,Comedy
The Invisible Mother,2018,No number of ratings available,No average rating available,106 mins   More at IMDB TMDB,"Science Fiction, Horror, Comedy"
Encounter,2018,Weighted average of 2.68 based on 401 ratings,2.7,82 mins   More at IMDB TMDB,"Science Fiction, Drama, Monsters, Aliens, Sci-Fi And The Apocalypse, Action-Packed Space And Alien Sagas, Show All…"
The Other Story,2018,Weighted average of 3.32 based on 289 ratings,3.3,112 mins   More at IMDB TMDB,Drama
Sorry For Your Loss,2018,No number of ratings available,No average rating available,100 mins   More at IMDB TMDB,"Comedy, Drama"
"Henry Rollins: Keep Talking, Pal.",2018,Weighted average of 3.47 based on 397 ratings,3.5,58 mins   More at IMDB TMDB,Comedy
